time,theta_b,dtheta_b,dtheta_w
2885.04,-11.67,-1.37,-15.19,-1.00
2890.11,-11.67,-1.22,-24.50,-1.00
2895.19,-11.68,-1.05,-31.84,-1.00
2900.22,-11.68,-1.04,-15.70,-1.00
2905.25,-11.69,-0.84,-30.41,-1.00
2910.28,-11.69,-0.79,-17.57,-1.00
2915.34,-11.69,-0.48,-18.96,-1.00
2920.42,-11.69,-0.33,-22.26,-1.00
2925.49,-11.70,-0.23,-21.15,-1.00
2930.57,-11.69,0.15,-26.32,-1.00
2935.65,-11.69,0.31,-15.21,-1.00
2940.68,-11.69,0.60,-21.55,-1.00
2945.72,-11.69,0.99,-25.26,-1.00
2950.78,-11.68,1.20,-28.42,-1.00
2955.85,-11.67,1.86,-15.90,-1.00
2960.93,-11.66,1.67,-30.13,-1.00
2966.01,-11.65,1.74,-10.89,-1.00
2971.09,-11.64,1.95,-19.84,-1.00
2976.17,-11.63,1.79,-27.83,-1.00
2981.24,-11.62,2.13,-19.50,-1.00
2986.32,-11.61,2.27,-24.66,-1.00
2991.37,-11.59,2.66,-23.18,-1.00
2996.44,-11.57,2.45,-34.93,-1.00
3001.47,-11.57,2.45,-28.08,-1.00
3006.55,-11.55,2.34,-20.11,-1.00
3011.63,-11.54,1.91,-15.34,-1.00
3016.70,-11.53,1.81,-17.57,-1.00
3021.74,-11.52,2.15,-3.41,-1.00
3026.82,-11.51,2.28,-21.34,-1.00
3031.87,-11.50,2.86,-28.83,-1.00
3036.95,-11.48,2.96,-21.05,-1.00
3042.03,-11.47,3.13,-30.35,-1.00
3047.10,-11.45,3.20,-25.32,-1.00
3052.18,-11.43,3.83,-15.49,-1.00
3057.26,-11.41,3.62,-20.95,-1.00
3062.33,-11.40,3.50,-19.11,-1.00
3067.41,-11.38,3.78,-10.11,-1.00
3072.49,-11.36,4.19,-29.64,-1.00
3077.56,-11.34,3.38,4.27,-1.00
3082.64,-11.32,3.22,-17.68,-1.00
3087.71,-11.31,2.47,-26.54,-1.00
3092.79,-11.30,2.54,-14.62,-1.00
3097.87,-11.29,2.30,-7.45,-1.00
3102.95,-11.28,1.61,-24.91,-1.00
3108.01,-11.27,1.28,-2.34,-1.00
3113.06,-11.27,1.10,-18.80,-1.00
3118.11,-11.26,0.92,16.92,-1.00
3123.20,-11.26,0.71,-20.31,-1.00
3128.26,-11.25,0.79,-20.95,-1.00
3133.30,-11.25,1.10,-14.75,-1.00
3138.37,-11.24,0.96,-7.57,-1.00
3143.45,-11.24,1.25,-23.69,-1.00
3148.53,-11.23,1.73,-10.13,-1.00
3153.58,-11.22,1.60,-25.68,-1.00
3158.66,-11.21,2.05,-25.89,-1.00
3163.73,-11.20,3.25,-1.69,-1.00
3168.81,-11.18,3.50,-35.08,-1.00
3173.88,-11.16,4.54,-14.52,-1.00
3178.96,-11.13,4.25,-19.44,-1.00
3184.03,-11.11,4.64,-22.40,-1.00
3189.11,-11.09,4.72,-13.43,-1.00
3194.19,-11.07,3.88,-0.28,-1.00
3199.26,-11.05,2.98,54.67,-1.00
3204.34,-11.04,2.63,123.25,-1.00
3209.41,-11.03,2.17,-1.52,-1.00
3214.49,-11.02,1.24,-4.96,-1.00
3219.56,-11.02,1.04,3.09,-1.00
3224.64,-11.01,0.62,16.25,-1.00
3229.72,-11.01,0.48,-6.53,-1.00
3234.79,-11.01,0.60,-9.45,-1.00
3239.87,-11.00,1.03,-5.24,-1.00
3244.94,-11.00,1.07,-13.43,-1.00
3250.02,-10.99,1.48,-15.55,-1.00
3255.09,-10.98,1.94,-13.64,-1.00
3260.17,-10.97,2.53,-17.93,-1.00
3265.25,-10.95,2.88,-23.29,-1.00
3270.28,-10.94,2.92,-3.68,-1.00
3275.34,-10.92,3.26,10.15,-1.00
3280.41,-10.91,2.99,-2.28,-1.00
3285.43,-10.90,2.34,-18.85,-1.00
3290.49,-10.89,1.90,-14.01,-1.00
3295.57,-10.88,0.96,-12.69,-1.00
3300.64,-10.88,0.50,-17.40,-1.00
3305.72,-10.88,0.04,-10.28,-1.00
3310.79,-10.88,-0.03,-14.19,-1.00
3315.87,-10.88,0.01,-20.66,-1.00
3320.96,-10.88,0.36,-15.37,-1.00
3326.04,-10.87,1.11,-14.80,-1.00
3331.11,-10.86,1.65,-3.00,-1.00
3336.19,-10.85,2.28,-12.54,-1.00
3341.26,-10.84,2.77,-5.90,-1.00
3346.34,-10.82,3.46,-21.13,-1.00
3351.41,-10.80,3.76,-6.73,-1.00
3356.49,-10.78,4.31,-11.35,-1.00
3361.56,-10.76,3.78,-22.60,-1.00
3366.59,-10.75,3.30,-3.95,-1.00
3371.63,-10.72,2.48,-18.79,-1.00
3376.71,-10.72,2.48,-8.79,-1.00
3381.78,-10.71,0.36,-2.42,-1.00
3386.87,-10.71,-0.24,-17.58,-1.00
3391.94,-10.71,-0.24,-12.98,-1.00
3397.02,-10.72,-1.04,-11.25,-1.00
3402.05,-10.72,-0.64,-26.58,-1.00
3407.12,-10.73,-0.37,-17.72,-1.00
3412.20,-10.73,0.10,-26.13,-1.00
3417.28,-10.72,0.34,32.98,-1.00
3422.35,-10.72,1.02,25.06,-1.00
3427.43,-10.71,1.58,54.29,-1.00
3432.51,-10.70,2.19,-31.67,-1.00
3437.59,-10.69,2.75,-5.41,-1.00
3442.66,-10.67,3.25,-21.51,-1.00
3447.74,-10.65,3.17,-11.36,-1.00
3452.82,-10.64,3.19,-17.97,-1.00
3457.89,-10.62,2.89,-12.34,-1.00
3462.97,-10.61,2.43,-5.92,-1.00
3468.04,-10.60,1.87,-23.17,-1.00
3473.12,-10.60,1.46,-9.30,-1.00
3478.18,-10.59,0.90,-22.20,-1.00
3483.25,-10.59,0.44,8.74,-1.00
3488.29,-10.59,0.12,-19.85,-1.00
3493.37,-10.59,0.45,-11.96,-1.00
3498.43,-10.58,0.28,-4.93,-1.00
3503.50,-10.58,0.44,-29.25,-1.00
3508.55,-10.58,0.51,-17.51,-1.00
3513.58,-10.58,0.64,-17.13,-1.00
3518.66,-10.57,0.75,-29.22,-1.00
3523.74,-10.57,0.79,-9.56,-1.00
3528.81,-10.56,0.88,-22.52,-1.00
3533.89,-10.56,0.84,-16.61,-1.00
3538.97,-10.56,0.85,-10.88,-1.00
3544.05,-10.55,1.14,-15.47,-1.00
3549.12,-10.54,1.04,-13.97,-1.00
3554.20,-10.54,1.32,2.02,-1.00
3559.28,-10.53,1.61,-15.93,-1.00
3564.35,-10.52,1.40,2.46,-1.00
3569.43,-10.52,1.24,-28.10,-1.00
3574.50,-10.51,1.68,-20.59,-1.00
3579.58,-10.50,1.11,-18.24,-1.00
3584.66,-10.50,0.72,-30.92,-1.00
3589.73,-10.50,0.79,-12.92,-1.00
3594.80,-10.49,0.41,-9.11,-1.00
3599.87,-10.49,0.23,-22.51,-1.00
3604.95,-10.49,0.23,-2.54,-1.00
3610.03,-10.49,0.15,-27.59,-1.00
3615.10,-10.49,0.07,-28.59,-1.00
3620.18,-10.49,0.41,-12.72,-1.00
3625.26,-10.49,0.47,-12.13,-1.00
3630.33,-10.48,0.50,-15.65,-1.00
3635.41,-10.48,0.53,-11.87,-1.00
3640.48,-10.48,0.90,-12.98,-1.00
3645.56,-10.47,0.94,-22.78,-1.00
3650.64,-10.47,0.86,-14.04,-1.00
3655.72,-10.46,1.03,-17.68,-1.00
3660.79,-10.46,0.78,-24.16,-1.00
3665.87,-10.45,0.66,-15.32,-1.00
3670.94,-10.45,0.78,-20.01,-1.00
3676.02,-10.45,0.72,-13.48,-1.00
3681.09,-10.44,0.97,-8.24,-1.00
3686.17,-10.44,1.23,-11.66,-1.00
3691.25,-10.43,0.82,-21.86,-1.00
3696.32,-10.43,1.08,8.36,-1.00
3701.40,-10.42,1.23,-29.08,-1.00
3706.47,-10.42,1.03,-26.95,-1.00
3711.55,-10.41,0.76,-23.24,-1.00
3716.63,-10.41,0.65,-5.92,-1.00
3721.70,-10.41,0.37,-6.96,-1.00
3726.78,-10.41,0.11,-9.47,-1.00
3731.86,-10.41,0.04,-22.67,-1.00
3736.93,-10.41,-0.24,-13.19,-1.00
3742.00,-10.41,-0.45,-14.92,-1.00
3747.08,-10.41,-0.28,-0.95,-1.00
3752.16,-10.41,-0.24,-9.18,-1.00
3757.23,-10.41,-0.18,-1.99,-1.00
3762.29,-10.41,-0.22,-13.81,-1.00
3767.37,-10.42,-0.17,-17.52,-1.00
3772.44,-10.42,-0.26,-26.12,-1.00
3777.52,-10.42,-0.26,-6.91,-1.00
3782.60,-10.42,-0.14,-18.34,-1.00
3787.67,-10.42,-0.21,-21.49,-1.00
3792.75,-10.42,-0.05,-27.26,-1.00
3797.83,-10.42,-0.19,-3.17,-1.00
3802.90,-10.42,0.10,-23.45,-1.00
3807.98,-10.42,0.00,-27.06,-1.00
3813.06,-10.42,-0.23,-27.40,-1.00
3818.11,-10.42,-0.04,-7.64,-1.00
3823.16,-10.42,-0.02,-16.45,-1.00
3828.19,-10.42,-0.29,-24.45,-1.00
3833.27,-10.42,-0.22,-13.36,-1.00
3838.35,-10.43,-0.36,-13.66,-1.00
3843.44,-10.43,-0.39,-25.47,-1.00
3848.52,-10.43,-0.56,-5.51,-1.00
3853.59,-10.43,-0.28,-18.19,-1.00
3858.67,-10.43,-0.38,-34.38,-1.00
3863.76,-10.44,-0.37,-15.67,-1.00
3868.84,-10.44,-0.45,-28.41,-1.00
3873.91,-10.44,-0.51,-14.27,-1.00
3878.99,-10.44,-0.45,-18.81,-1.00
3884.06,-10.45,-0.51,-15.21,-1.00
3889.15,-10.45,-0.60,-21.29,-1.00
3894.22,-10.45,-0.82,-6.89,-1.00
3899.30,-10.46,-0.58,-31.97,-1.00
3904.38,-10.46,-0.56,-12.13,-1.00
3909.45,-10.46,-0.49,-6.47,-1.00
3914.53,-10.46,-0.56,-14.61,-1.00
3919.56,-10.47,-0.52,-4.47,-1.00
3924.64,-10.47,-0.42,-22.58,-1.00
3929.71,-10.47,-0.39,-12.79,-1.00
3934.79,-10.47,-0.35,-19.71,-1.00
3939.87,-10.47,-0.33,-31.03,-1.00
3944.90,-10.48,-0.27,-21.51,-1.00
3949.98,-10.48,-0.06,-11.34,-1.00
3955.06,-10.48,-0.25,-23.95,-1.00
3960.13,-10.48,-0.08,-18.08,-1.00
3965.21,-10.48,-0.07,-17.31,-1.00
3970.29,-10.48,-0.12,-28.61,-1.00
3975.36,-10.48,-0.29,-8.98,-1.00
3980.44,-10.48,-0.23,-22.78,-1.00
3985.51,-10.48,-0.23,-27.72,-1.00
3990.59,-10.48,-0.14,-15.03,-1.00
3995.67,-10.48,-0.01,-29.02,-1.00
4000.74,-10.48,-0.23,-14.15,-1.00
4005.78,-10.48,0.11,-20.15,-1.00
4010.83,-10.48,0.06,-23.84,-1.00
4015.90,-10.48,0.02,-14.66,-1.00
4020.95,-10.48,0.10,-24.46,-1.00
4026.03,-10.48,0.02,-4.17,-1.00
4031.06,-10.48,0.18,-12.66,-1.00
4036.14,-10.48,-0.11,-19.85,-1.00
4041.22,-10.48,-0.06,-25.92,-1.00
4046.25,-10.48,0.14,2.82,-1.00
4051.28,-10.48,-0.44,-24.91,-1.00
4056.35,-10.48,-0.15,-28.13,-1.00
4061.43,-10.48,0.02,-16.55,-1.00
4066.50,-10.48,-0.04,-21.89,-1.00
4071.58,-10.49,-0.13,-26.27,-1.00
4076.66,-10.49,-0.13,-11.19,-1.00
4081.73,-10.49,0.18,-29.99,-1.00
4086.81,-10.48,0.14,-11.37,-1.00
4091.88,-10.48,0.26,-11.29,-1.00
4096.96,-10.48,0.25,-25.17,-1.00
4102.04,-10.48,0.26,-22.30,-1.00
4107.11,-10.48,0.33,-23.08,-1.00
4112.17,-10.48,0.23,-32.36,-1.00
4117.24,-10.48,0.15,-14.96,-1.00
4122.29,-10.48,-0.15,-22.61,-1.00
4127.33,-10.48,-0.01,-13.97,-1.00
4132.40,-10.48,-0.32,-13.38,-1.00
4137.46,-10.48,-0.13,-20.00,-1.00
4142.54,-10.48,-0.08,-15.41,-1.00
4147.61,-10.48,-0.00,-11.06,-1.00
4152.67,-10.48,0.13,-22.42,-1.00
4157.75,-10.48,0.24,10.46,-1.00
4162.84,-10.48,0.28,-22.56,-1.00
4167.92,-10.47,0.39,-8.69,-1.00
4172.99,-10.47,0.70,-19.54,-1.00
4178.07,-10.47,0.64,-31.34,-1.00
4183.15,-10.47,0.64,-20.48,-1.00
4188.22,-10.46,0.61,-24.02,-1.00
4193.30,-10.46,0.09,-26.83,-1.00
4198.38,-10.46,0.27,-17.53,-1.00
4203.41,-10.46,0.29,-20.34,-1.00
4208.45,-10.46,0.09,-23.18,-1.00
4213.49,-10.46,-0.16,-20.45,-1.00
4218.55,-10.46,0.08,-14.84,-1.00
4223.60,-10.46,-0.04,-20.73,-1.00
4228.63,-10.46,-0.14,-7.48,-1.00
4233.69,-10.46,0.14,-24.15,-1.00
4238.77,-10.46,0.36,-27.18,-1.00
4243.85,-10.45,0.25,-13.77,-1.00
4248.90,-10.45,0.41,-28.84,-1.00
4253.94,-10.45,0.29,-26.35,-1.00
4259.02,-10.45,0.04,-30.00,-1.00
4264.10,-10.45,0.34,-31.44,-1.00
4269.18,-10.45,0.15,-28.56,-1.00
4274.26,-10.45,-0.02,-2.87,-1.00
4279.33,-10.45,0.11,-17.32,-1.00
4284.41,-10.45,-0.05,-6.62,-1.00
4289.46,-10.45,-0.28,-13.49,-1.00
4294.54,-10.45,0.09,-13.97,-1.00
4299.60,-10.45,-0.17,-15.67,-1.00
4304.66,-10.45,-0.10,-4.51,-1.00
4309.74,-10.45,-0.08,0.72,-1.00
4314.77,-10.45,-0.20,-21.74,-1.00
4319.85,-10.45,-0.07,-13.77,-1.00
4324.93,-10.45,-0.00,-12.99,-1.00
4330.00,-10.45,0.01,-19.42,-1.00
4335.08,-10.45,0.02,-17.73,-1.00
4340.16,-10.45,0.11,-10.41,-1.00
4345.23,-10.45,0.29,-22.49,-1.00
4350.31,-10.45,0.37,-8.81,-1.00
4355.38,-10.45,0.33,-10.24,-1.00
4360.46,-10.44,0.32,-10.88,-1.00
4365.54,-10.45,-0.07,-6.19,-1.00
4370.61,-10.45,-0.01,9.89,-1.00
4375.69,-10.45,0.03,-21.64,-1.00
4380.77,-10.45,-0.23,-15.25,-1.00
4385.84,-10.45,-0.29,-20.87,-1.00
4390.92,-10.45,-0.28,-25.09,-1.00
4396.00,-10.45,-0.17,-20.32,-1.00
4401.08,-10.45,-0.20,-21.71,-1.00
4406.12,-10.45,0.13,-8.56,-1.00
4411.19,-10.45,-0.03,-28.83,-1.00
4416.27,-10.45,0.17,-30.75,-1.00
4421.35,-10.45,0.09,-12.13,-1.00
4426.42,-10.45,-0.06,-21.89,-1.00
4431.50,-10.45,0.05,31.82,-1.00
4436.58,-10.45,-0.14,52.97,-1.00
4441.65,-10.45,-0.49,47.29,-1.00
4446.73,-10.46,-0.78,-25.07,-1.00
4451.81,-10.46,-0.75,-8.84,-1.00
4456.88,-10.46,-0.63,-26.15,-1.00
4461.96,-10.47,-0.69,-23.19,-1.00
4467.03,-10.47,-0.60,-9.93,-1.00
4472.11,-10.47,-0.40,-15.33,-1.00
4477.19,-10.47,-0.14,-17.04,-1.00
4482.23,-10.47,0.05,-17.58,-1.00
4487.31,-10.47,-0.15,-4.14,-1.00
4492.39,-10.47,0.03,-38.61,-1.00
4497.46,-10.47,0.10,-7.25,-1.00
4502.54,-10.47,0.07,-30.57,-1.00
4507.62,-10.47,0.14,-19.77,-1.00
4512.69,-10.47,0.06,-13.50,-1.00
4517.77,-10.47,-0.04,-31.95,-1.00
4522.84,-10.47,-0.13,-26.31,-1.00
4527.87,-10.47,-0.01,-12.09,-1.00
4532.94,-10.47,-0.22,-14.05,-1.00
4537.98,-10.47,0.13,-27.70,-1.00
4543.06,-10.47,-0.03,-14.32,-1.00
4548.14,-10.47,-0.03,-22.76,-1.00
4553.17,-10.47,0.04,-27.75,-1.00
4558.23,-10.47,0.06,-18.53,-1.00
4563.31,-10.47,0.32,-22.66,-1.00
4568.39,-10.47,0.41,-12.22,-1.00
4573.46,-10.47,0.44,-22.73,-1.00
4578.54,-10.46,0.58,-38.62,-1.00
4583.62,-10.46,0.58,-10.04,-1.00
4588.69,-10.46,0.27,-23.31,-1.00
4593.77,-10.46,0.27,-15.98,-1.00
4598.85,-10.46,0.21,-18.14,-1.00
4603.92,-10.45,0.29,-30.15,-1.00
4609.00,-10.45,0.02,-18.52,-1.00
4614.05,-10.45,0.13,-20.87,-1.00
4619.12,-10.45,0.19,-25.45,-1.00
4624.16,-10.45,0.16,-25.27,-1.00
4629.24,-10.45,0.40,-17.67,-1.00
4634.27,-10.45,0.39,-28.72,-1.00
4639.35,-10.44,0.63,-20.18,-1.00
4644.42,-10.44,0.44,-4.27,-1.00
4649.49,-10.44,0.58,-20.81,-1.00
4654.58,-10.44,0.49,-10.53,-1.00
4659.66,-10.43,0.60,-14.55,-1.00
4664.74,-10.43,0.59,-16.09,-1.00
4669.78,-10.43,0.57,-19.88,-1.00
4674.86,-10.43,0.67,-24.61,-1.00
4679.94,-10.42,0.63,-26.91,-1.00
4685.01,-10.42,0.77,-5.48,-1.00
4690.09,-10.42,0.49,-37.32,-1.00
4695.17,-10.41,0.59,-26.02,-1.00
4700.24,-10.41,0.58,-15.69,-1.00
4705.32,-10.41,0.51,-30.17,-1.00
4710.40,-10.40,0.50,13.88,-1.00
4715.47,-10.40,0.52,-14.12,-1.00
4720.55,-10.40,0.40,-19.13,-1.00
4725.62,-10.40,0.25,2.20,-1.00
4730.70,-10.40,0.16,-19.77,-1.00
4735.78,-10.40,0.06,-24.92,-1.00
4740.85,-10.40,0.25,-8.50,-1.00
4745.93,-10.40,0.08,-7.91,-1.00
4751.00,-10.40,-0.02,-28.40,-1.00
4756.08,-10.40,0.13,-13.27,-1.00
4761.16,-10.40,-0.05,-9.25,-1.00
4766.24,-10.40,0.11,-21.10,-1.00
4771.28,-10.39,0.12,-15.12,-1.00
4776.35,-10.39,-0.02,-21.36,-1.00
4781.43,-10.39,0.08,-11.76,-1.00
4786.50,-10.40,-0.19,-18.28,-1.00
4791.58,-10.40,-0.08,-19.71,-1.00
4796.65,-10.40,-0.22,-5.15,-1.00
4801.73,-10.40,-0.27,-22.47,-1.00
4806.81,-10.40,-0.26,-8.32,-1.00
4811.88,-10.40,-0.28,-16.24,-1.00
4816.95,-10.40,-0.39,-11.05,-1.00
4822.01,-10.41,-0.43,-20.12,-1.00
4827.07,-10.41,-0.65,-13.89,-1.00
4832.15,-10.41,-0.50,-10.80,-1.00
4837.22,-10.41,-0.52,-15.13,-1.00
4842.30,-10.41,-0.16,-29.95,-1.00
4847.38,-10.41,0.05,-5.03,-1.00
4852.46,-10.41,0.09,-19.66,-1.00
4857.53,-10.41,0.19,-20.42,-1.00
4862.62,-10.41,0.32,-8.92,-1.00
4867.69,-10.41,0.12,-14.36,-1.00
4872.77,-10.41,0.09,-8.69,-1.00
4877.85,-10.41,-0.32,-5.96,-1.00
4882.92,-10.41,-0.45,-28.56,-1.00
4888.00,-10.42,-0.58,-31.21,-1.00
4893.08,-10.42,-0.48,-27.03,-1.00
4898.15,-10.42,-0.46,-38.44,-1.00
4903.23,-10.42,-0.60,-8.08,-1.00
4908.30,-10.43,-0.29,-26.83,-1.00
4913.37,-10.43,-0.11,-16.70,-1.00
4918.44,-10.43,0.03,-27.18,-1.00
4923.47,-10.42,0.22,-25.56,-1.00
4928.55,-10.42,0.22,-9.71,-1.00
4933.63,-10.42,0.03,-18.60,-1.00
4938.71,-10.42,-0.03,-25.12,-1.00
4943.73,-10.42,0.24,-10.09,-1.00
4948.81,-10.42,0.05,-28.35,-1.00
4953.89,-10.42,0.23,-25.74,-1.00
4958.97,-10.42,0.36,-12.16,-1.00
4964.05,-10.42,0.36,-25.48,-1.00
4969.12,-10.41,0.70,-31.36,-1.00
4974.20,-10.41,0.91,-2.78,-1.00
4979.28,-10.40,1.27,-31.97,-1.00
4984.35,-10.39,1.22,-0.77,-1.00
4989.43,-10.38,1.67,-13.71,-1.00
4994.51,-10.38,1.46,-39.39,-1.00
4999.58,-10.37,1.61,-9.00,-1.00
5004.66,-10.36,1.38,-22.07,-1.00
5009.72,-10.35,1.62,-12.07,-1.00
5014.80,-10.35,1.41,-24.61,-1.00
5019.83,-10.34,1.35,-7.82,-1.00
5024.92,-10.33,1.09,-13.50,-1.00
5029.99,-10.33,1.01,-20.23,-1.00
5035.03,-10.33,0.81,-17.61,-1.00
5040.08,-10.32,0.57,-22.50,-1.00
5045.13,-10.32,0.73,-12.72,-1.00
5050.21,-10.32,0.74,-20.53,-1.00
5055.25,-10.31,0.50,-16.45,-1.00
5060.32,-10.31,0.66,-18.16,-1.00
5065.40,-10.31,0.54,-29.31,-1.00
5070.48,-10.30,0.58,-11.36,-1.00
5075.56,-10.30,0.68,-22.51,-1.00
5080.63,-10.30,0.68,-30.06,-1.00
5085.72,-10.29,0.47,-12.69,-1.00
5090.79,-10.29,0.54,-9.01,-1.00
5095.87,-10.29,0.31,-23.64,-1.00
5100.95,-10.29,0.24,-7.59,-1.00
5106.02,-10.29,-0.04,-14.02,-1.00
5111.10,-10.29,-0.36,-25.29,-1.00
5116.18,-10.29,-0.39,-5.30,-1.00
5121.25,-10.30,-0.48,-29.09,-1.00
5126.31,-10.30,-0.38,-17.98,-1.00
5131.38,-10.30,-0.21,-17.91,-1.00
5136.45,-10.30,-0.34,-16.90,-1.00
5141.50,-10.30,-0.27,-12.07,-1.00
5146.57,-10.30,-0.52,-7.45,-1.00
5151.64,-10.31,-0.33,-20.34,-1.00
5156.71,-10.31,-0.30,-14.21,-1.00
5161.74,-10.31,-0.35,-23.64,-1.00
5166.82,-10.31,-0.53,-14.84,-1.00
5171.90,-10.31,-0.45,-3.29,-1.00
5176.97,-10.32,-0.65,-14.62,-1.00
5182.05,-10.32,-0.99,-7.16,-1.00
5187.13,-10.33,-0.61,-13.79,-1.00
5192.21,-10.33,-0.72,-23.02,-1.00
5197.29,-10.33,-0.79,-5.75,-1.00
5202.36,-10.34,-0.62,-13.38,-1.00
5207.44,-10.34,-0.73,-24.24,-1.00
5212.51,-10.34,-0.50,-18.28,-1.00
5217.59,-10.34,-0.33,-14.77,-1.00
5222.67,-10.34,-0.19,-20.64,-1.00
5227.74,-10.34,0.02,-8.23,-1.00
5232.82,-10.34,0.07,-15.94,-1.00
5237.90,-10.34,0.28,-26.29,-1.00
5242.97,-10.34,0.04,-20.61,-1.00
5248.05,-10.34,-0.10,-12.46,-1.00
5253.08,-10.35,-0.36,-29.45,-1.00
5258.11,-10.35,-0.62,-22.27,-1.00
5263.19,-10.35,-0.68,-12.33,-1.00
5268.24,-10.36,-0.94,-23.04,-1.00
5273.32,-10.36,-0.51,-14.10,-1.00
5278.40,-10.36,-0.31,-24.28,-1.00
5283.44,-10.36,-0.24,-21.40,-1.00
5288.52,-10.36,0.07,-22.20,-1.00
5293.60,-10.36,0.21,-16.89,-1.00
5298.67,-10.36,0.47,-24.82,-1.00
5303.75,-10.35,0.56,-24.25,-1.00
5308.83,-10.35,0.70,-20.21,-1.00
5313.90,-10.35,0.55,-17.58,-1.00
5318.99,-10.35,0.55,-14.04,-1.00
5324.07,-10.35,0.00,-21.60,-1.00
5329.14,-10.35,-0.21,-16.86,-1.00
5334.22,-10.35,-0.41,-26.93,-1.00
5339.29,-10.35,-0.69,-28.12,-1.00
5344.37,-10.35,-0.38,-11.40,-1.00
5349.45,-10.36,-0.29,-19.56,-1.00
5354.53,-10.36,-0.21,-14.89,-1.00
5359.61,-10.36,0.15,-20.78,-1.00
5364.69,-10.35,0.32,-14.00,-1.00
5369.76,-10.35,0.18,-31.59,-1.00
5374.79,-10.35,0.18,-23.36,-1.00
5379.87,-10.35,0.19,-22.29,-1.00
5384.95,-10.35,0.12,3.62,-1.00
5390.01,-10.35,-0.05,-15.68,-1.00
5395.09,-10.35,-0.05,-26.44,-1.00
5400.17,-10.35,-0.12,-19.75,-1.00
5405.24,-10.35,-0.18,-30.61,-1.00
5410.32,-10.35,0.10,-7.37,-1.00
5415.40,-10.35,0.10,-13.15,-1.00
5420.47,-10.35,0.48,-17.54,-1.00
5425.55,-10.34,0.60,-8.05,-1.00
5430.63,-10.34,0.90,-6.84,-1.00
5435.71,-10.34,0.70,-18.52,-1.00
5440.78,-10.34,0.44,-5.18,-1.00
5445.86,-10.33,0.63,38.15,-1.00
5450.94,-10.33,0.18,25.85,-1.00
5456.01,-10.33,0.32,-13.80,-1.00
5461.09,-10.33,0.09,-24.05,-1.00
5466.16,-10.33,0.10,-25.38,-1.00
5471.24,-10.33,0.22,-16.14,-1.00
5476.31,-10.33,-0.02,-14.87,-1.00
5481.39,-10.33,0.23,-14.80,-1.00
5486.47,-10.32,0.28,-21.73,-1.00
5491.54,-10.32,0.28,-12.21,-1.00
5496.63,-10.32,0.35,-21.39,-1.00
5501.70,-10.32,0.29,-28.42,-1.00
5506.73,-10.32,0.47,-20.26,-1.00
5511.81,-10.32,0.02,-13.55,-1.00
5516.88,-10.32,0.23,-17.43,-1.00
5521.96,-10.32,-0.07,-2.15,-1.00
5527.04,-10.32,-0.19,-24.45,-1.00
5532.07,-10.32,-0.21,-2.60,-1.00
5537.15,-10.32,0.00,-12.71,-1.00
5542.23,-10.32,0.06,-21.90,-1.00
5547.31,-10.32,-0.04,-7.94,-1.00
5552.39,-10.32,0.28,-16.64,-1.00
5557.43,-10.32,0.17,-17.64,-1.00
5562.49,-10.32,0.13,-3.24,-1.00
5567.56,-10.32,-0.14,-18.29,-1.00
5572.64,-10.32,-0.26,-18.75,-1.00
5577.72,-10.32,-0.06,-12.69,-1.00
5582.79,-10.32,-0.45,-26.01,-1.00
5587.87,-10.32,-0.40,-22.21,-1.00
5592.94,-10.32,-0.51,-15.41,-1.00
5598.02,-10.33,-0.43,-16.64,-1.00
5603.09,-10.33,-0.27,-17.78,-1.00
5608.16,-10.33,-0.43,-22.68,-1.00
5613.23,-10.33,0.08,-4.75,-1.00
5618.28,-10.33,0.18,-11.44,-1.00
5623.33,-10.33,0.15,-26.95,-1.00
5628.40,-10.33,0.26,-10.38,-1.00
5633.48,-10.33,0.24,-8.19,-1.00
5638.56,-10.33,0.10,-16.57,-1.00
5643.63,-10.33,0.06,-16.43,-1.00
5648.71,-10.33,-0.02,-20.06,-1.00
5653.79,-10.32,0.03,-30.17,-1.00
5658.86,-10.32,0.22,-21.41,-1.00
5663.94,-10.32,0.13,-24.19,-1.00
5669.02,-10.32,0.08,-25.51,-1.00
5674.09,-10.32,0.27,-20.41,-1.00
5679.17,-10.32,0.42,-23.83,-1.00
5684.24,-10.32,0.31,-11.72,-1.00
5689.32,-10.32,0.40,-15.11,-1.00
5694.36,-10.31,0.45,-38.06,-1.00
5699.41,-10.31,0.22,-26.25,-1.00
5704.45,-10.31,0.24,-30.14,-1.00
5709.53,-10.31,0.44,-24.48,-1.00
5714.61,-10.31,0.16,-13.02,-1.00
5719.69,-10.31,0.30,-17.88,-1.00
5724.76,-10.31,0.18,-4.12,-1.00
5729.84,-10.31,0.11,-10.03,-1.00
5734.92,-10.30,0.24,-27.45,-1.00
5740.00,-10.30,0.20,-8.06,-1.00
5745.07,-10.30,0.52,-26.03,-1.00
5750.15,-10.30,0.26,-34.07,-1.00
5755.23,-10.30,0.17,-17.98,-1.00
5760.30,-10.30,0.17,-25.66,-1.00
5765.38,-10.30,0.14,-20.52,-1.00
5770.46,-10.30,-0.07,-7.00,-1.00
5775.50,-10.30,-0.29,-34.08,-1.00
5780.54,-10.30,-0.06,-8.23,-1.00
5785.63,-10.30,0.04,-12.88,-1.00
5790.67,-10.30,-0.11,-17.25,-1.00
5795.71,-10.30,0.18,-22.40,-1.00
