time,theta_b,dtheta_b,dtheta_w
5800.79,-10.30,0.15,-21.43,-1.00
5805.87,-10.29,0.41,-5.75,-1.00
5810.94,-10.29,0.39,-3.25,-1.00
5816.02,-10.29,0.48,-25.86,-1.00
5825.29,-10.29,0.10,-25.11,-1.00
5830.35,-10.29,-0.02,-8.51,-1.00
5835.39,-10.29,-0.02,-23.33,-1.00
5840.47,-10.29,0.45,-16.45,-1.00
5845.50,-10.36,-9.61,-20.31,-1.00
5850.58,-10.31,8.00,-118.37,-1.00
5855.65,-10.20,21.95,-309.62,-1.00
5860.72,-10.06,26.46,-526.64,-1.00
5865.80,-9.89,38.40,-759.97,-1.00
5870.87,-9.68,41.43,-1021.84,-1.00
5875.94,-9.42,49.46,-1286.08,-1.00
5881.02,-9.15,52.96,-1547.87,-1.00
5886.10,-8.81,66.57,-1849.91,-1.00
5895.38,-8.42,80.58,-2356.80,0.00
5900.46,-8.01,79.54,-2659.72,0.00
5905.55,-7.04,111.59,-2968.18,0.00
5910.62,-6.44,116.64,-3225.69,0.00
5919.88,-5.84,119.51,-3576.78,1.00
5924.94,-5.20,135.58,-3720.47,1.00
5934.17,-4.04,112.29,-3927.84,-1.00
5939.24,-3.46,112.45,-3907.90,-1.00
5944.31,-2.85,120.71,-3896.96,-1.00
5953.55,-1.98,69.24,-3887.21,1.00
5958.62,-1.64,66.78,-3894.91,1.00
5963.69,-1.28,70.48,-3881.60,1.00
5968.76,-0.95,63.26,-3885.38,1.00
5973.83,-0.55,82.55,-3894.42,1.00
5978.89,-0.16,74.49,-3837.86,1.00
5983.96,0.17,72.24,-3798.29,1.00
5989.03,0.48,59.22,-3759.10,1.00
5994.10,0.77,63.20,-3659.16,1.00
5999.17,1.04,51.37,-3604.23,1.00
6004.20,1.26,42.90,-3509.04,1.00
6009.25,1.48,41.22,-3446.51,1.00
6014.29,1.67,42.55,-3334.75,1.00
6019.36,1.84,32.40,-3238.52,1.00
6024.43,2.00,29.92,-3141.01,1.00
6029.50,2.13,30.00,-3011.80,1.00
6034.56,2.22,17.74,-2925.81,1.00
6039.63,2.28,12.04,-2824.33,1.00
6044.70,2.36,14.56,-2708.91,1.00
6049.77,2.39,6.41,-2605.66,1.00
6059.05,2.39,-0.91,-2421.51,0.00
6064.12,2.37,-4.90,-2321.16,0.00
6073.38,2.25,-12.14,-2107.85,-1.00
6078.45,2.16,-21.13,-2008.93,-1.00
6083.49,2.06,-17.57,-1966.60,-1.00
6088.51,1.99,-14.49,-1904.01,-1.00
6093.58,1.88,-23.74,-1853.43,-1.00
6098.65,1.79,-16.12,-1861.71,-1.00
6103.72,1.75,-9.30,-1857.62,-1.00
6108.79,1.72,-5.20,-1861.83,-1.00
6118.04,1.75,7.64,-1952.34,0.00
6127.27,1.87,13.71,-2008.21,1.00
6132.35,1.98,20.84,-2047.85,1.00
6137.41,2.11,25.40,-2084.99,1.00
6142.48,2.24,30.28,-2132.53,1.00
6147.55,2.39,29.31,-2093.22,1.00
6152.62,2.53,25.82,-2089.07,1.00
6157.69,2.65,23.33,-2054.71,1.00
6162.76,2.74,18.50,-2002.50,1.00
6167.83,2.81,12.57,-1957.35,1.00
6172.90,2.86,12.32,-1880.94,1.00
6177.96,2.89,6.08,-1812.43,1.00
6182.99,2.90,1.11,-1781.49,1.00
6188.06,2.89,-2.03,-1670.31,1.00
6197.28,2.82,-9.20,-1513.20,0.00
6206.52,2.68,-13.40,-1411.71,-1.00
6211.59,2.58,-19.19,-1302.49,-1.00
6216.66,2.46,-26.49,-1219.74,-1.00
6221.73,2.34,-22.88,-1149.27,-1.00
6226.80,2.23,-22.85,-1073.12,-1.00
6231.87,2.14,-16.48,-1073.02,-1.00
6236.94,2.09,-11.02,-1072.15,-1.00
6246.18,2.05,-0.13,-1118.88,0.00
6255.44,2.09,6.18,-1171.77,1.00
6260.51,2.14,10.60,-1169.67,1.00
6265.56,2.23,16.42,-1225.03,1.00
6270.63,2.33,23.63,-1226.00,1.00
6275.70,2.46,24.56,-1253.06,1.00
6280.75,2.58,22.65,-1216.29,1.00
6285.82,2.69,23.88,-1183.83,1.00
6290.88,2.78,16.67,-1178.73,1.00
6295.93,2.84,12.08,-1172.71,1.00
6301.00,2.89,9.92,-1079.48,1.00
6306.06,2.91,5.26,-1034.93,1.00
6315.33,2.91,-2.38,-858.09,0.00
6320.40,2.88,-5.68,-809.73,0.00
6325.47,2.84,-9.09,-742.01,0.00
6330.54,2.78,-11.06,-713.23,0.00
6339.79,2.61,-16.45,-587.38,-1.00
6344.86,2.53,-16.87,-527.52,-1.00
6354.08,2.38,-13.07,-486.42,0.00
6359.10,2.30,-16.39,-426.35,0.00
6364.15,2.24,-11.82,-385.08,0.00
6373.35,2.23,3.73,-354.32,1.00
6378.40,2.27,6.45,-307.59,1.00
6383.47,2.31,9.35,-295.10,1.00
6388.54,2.34,6.72,-263.49,1.00
6393.57,2.40,11.87,-254.20,1.00
6398.64,2.47,13.81,-225.67,1.00
6403.71,2.50,6.44,-202.61,1.00
6408.78,2.51,2.00,-208.30,1.00
6413.85,2.52,0.42,-185.14,1.00
6418.89,2.51,-1.83,-158.14,1.00
6423.92,2.47,-6.82,-129.61,1.00
6428.96,2.42,-9.74,-23.18,1.00
6433.99,2.38,-8.81,64.71,1.00
6439.06,2.32,-11.35,145.92,1.00
6444.12,2.25,-16.00,253.31,1.00
6449.14,2.17,-15.37,347.13,1.00
6454.21,2.09,-15.27,441.42,1.00
6459.28,2.00,-18.04,652.44,1.00
6464.32,1.90,-19.14,732.67,1.00
6469.39,1.80,-19.98,823.24,1.00
6474.43,1.69,-25.15,904.92,1.00
6479.49,1.57,-23.35,964.01,1.00
6484.56,1.44,-24.65,1074.58,1.00
6489.62,1.30,-27.09,1167.63,1.00
6494.69,1.16,-28.72,1246.10,1.00
6503.96,0.84,-31.81,1432.99,-1.00
6509.04,0.66,-34.75,1542.34,-1.00
6514.10,0.47,-36.94,1626.70,-1.00
6519.17,0.29,-34.31,1691.98,-1.00
6524.24,0.03,-56.75,1727.63,-1.00
6529.31,-0.21,-47.00,1726.82,-1.00
6534.36,-0.40,-36.20,1734.25,-1.00
6539.43,-0.56,-32.59,1735.46,-1.00
6544.46,-0.71,-33.30,1685.33,-1.00
6549.54,-0.82,-21.88,1668.58,-1.00
6558.83,-0.97,-12.87,1546.86,1.00
6563.85,-1.01,-7.45,1525.62,1.00
6568.89,-1.01,-1.00,1431.31,1.00
6573.92,-0.99,5.60,1421.29,1.00
6579.00,-0.92,11.73,1310.60,1.00
6584.05,-0.86,12.96,1316.26,1.00
6589.12,-0.81,9.50,1280.51,1.00
6594.19,-0.79,4.24,1303.11,1.00
6599.26,-0.79,-0.24,1312.03,1.00
6604.33,-0.81,-3.55,1384.66,1.00
6609.39,-0.85,-6.69,1419.70,1.00
6614.46,-0.90,-11.61,1449.41,1.00
6619.53,-0.97,-13.16,1519.19,1.00
6628.79,-1.14,-18.96,1648.55,-1.00
6633.86,-1.25,-21.69,1711.06,-1.00
6638.89,-1.38,-28.09,1777.10,-1.00
6643.96,-1.54,-30.76,1823.02,-1.00
6649.03,-1.72,-35.31,1827.33,-1.00
6654.10,-1.89,-33.67,1829.27,-1.00
6659.17,-2.04,-29.59,1828.91,-1.00
6664.24,-2.16,-24.79,1780.99,-1.00
6669.31,-2.24,-17.34,1741.75,-1.00
6674.38,-2.32,-14.98,1717.48,-1.00
6679.45,-2.37,-8.79,1644.41,-1.00
6684.52,-2.38,-3.73,1593.99,-1.00
6693.76,-2.36,5.02,1457.27,1.00
6698.83,-2.31,8.88,1425.51,1.00
6703.90,-2.24,13.64,1325.72,1.00
6708.97,-2.14,19.51,1227.36,1.00
6714.04,-2.01,27.62,1186.90,1.00
6719.11,-1.89,22.55,1140.98,1.00
6724.18,-1.79,22.31,1123.53,1.00
6729.25,-1.72,13.16,1129.69,1.00
6734.27,-1.68,7.70,1125.84,1.00
6739.31,-1.66,4.67,1176.73,1.00
6744.38,-1.65,0.86,1226.48,1.00
6753.67,-1.74,-10.15,1332.95,-1.00
6758.73,-1.81,-12.58,1370.04,-1.00
6763.81,-1.90,-17.81,1409.21,-1.00
6768.88,-2.02,-27.35,1458.63,-1.00
6773.95,-2.17,-28.94,1503.97,-1.00
6778.99,-2.30,-25.46,1493.88,-1.00
6784.06,-2.42,-26.46,1460.16,-1.00
6789.11,-2.51,-15.17,1444.81,-1.00
6794.18,-2.56,-11.10,1409.19,-1.00
6799.25,-2.61,-10.14,1347.90,-1.00
6804.32,-2.63,-3.18,1319.31,-1.00
6813.61,-2.58,6.02,1214.69,1.00
6818.66,-2.53,8.80,1181.58,1.00
6823.73,-2.46,15.71,1087.42,1.00
6828.80,-2.35,21.90,996.40,1.00
6833.87,-2.22,24.59,909.12,1.00
6838.94,-2.11,21.96,892.51,1.00
6844.01,-2.01,23.16,854.48,1.00
6849.04,-1.93,14.59,853.25,1.00
6854.10,-1.90,6.67,877.73,1.00
6859.15,-1.88,4.34,905.18,1.00
6864.21,-1.88,-0.18,938.72,1.00
6873.50,-1.97,-10.75,1053.69,-1.00
6878.55,-2.03,-13.32,1084.28,-1.00
6883.62,-2.12,-17.55,1140.75,-1.00
6888.64,-2.26,-29.29,1169.65,-1.00
6893.72,-2.42,-30.80,1219.77,-1.00
6898.79,-2.55,-23.55,1234.93,-1.00
6903.86,-2.67,-27.12,1221.84,-1.00
6908.90,-2.77,-19.24,1218.41,-1.00
6913.96,-2.83,-11.71,1189.29,-1.00
6919.04,-2.88,-10.10,1131.51,-1.00
6924.10,-2.90,-4.07,1095.09,-1.00
6929.17,-2.89,0.95,1031.85,-1.00
6934.24,-2.87,5.51,953.68,-1.00
6943.54,-2.75,14.02,888.28,1.00
6948.56,-2.67,16.64,769.47,1.00
6953.63,-2.57,19.57,725.75,1.00
6958.66,-2.43,26.97,624.12,1.00
6963.73,-2.26,35.99,573.24,1.00
6968.80,-2.13,26.49,492.59,1.00
6973.87,-2.01,23.88,452.28,1.00
6978.90,-1.92,16.97,435.02,1.00
6988.16,-1.83,8.37,400.44,-1.00
6993.23,-1.82,2.07,424.85,-1.00
6998.30,-1.84,-4.23,456.75,-1.00
7003.37,-1.91,-12.08,512.97,-1.00
7008.44,-2.00,-19.23,553.88,-1.00
7013.51,-2.07,-14.17,527.96,-1.00
7018.58,-2.13,-13.75,525.60,-1.00
7023.65,-2.17,-7.92,535.65,-1.00
7028.72,-2.18,-1.59,490.31,-1.00
7033.79,-2.17,1.66,471.26,-1.00
7038.86,-2.15,5.40,453.07,-1.00
7043.93,-2.10,11.15,396.42,-1.00
7053.19,-1.95,15.56,333.80,1.00
7058.26,-1.85,17.78,257.12,1.00
7063.33,-1.74,23.93,261.71,1.00
7068.40,-1.60,28.57,162.26,1.00
7073.47,-1.44,30.26,71.11,1.00
7078.54,-1.31,26.04,-9.98,1.00
7083.60,-1.20,21.85,-51.54,1.00
7088.67,-1.13,14.41,-114.42,1.00
7097.89,-1.08,2.22,-139.44,-1.00
7102.96,-1.10,-3.02,-156.75,-1.00
7108.03,-1.14,-9.93,-157.77,-1.00
7113.10,-1.23,-17.79,-111.25,-1.00
7118.17,-1.35,-23.47,-111.61,-1.00
7123.24,-1.46,-20.62,-68.48,-1.00
7128.31,-1.53,-15.46,-50.80,-1.00
7133.39,-1.59,-10.63,-57.31,-1.00
7138.45,-1.62,-6.96,-65.25,-1.00
7143.52,-1.63,-0.70,-52.48,-1.00
7148.59,-1.60,4.21,-62.13,-1.00
7153.65,-1.58,5.50,-63.01,-1.00
7158.67,-1.54,8.05,-142.84,-1.00
7163.70,-1.47,12.93,-213.66,-1.00
7168.77,-1.40,13.61,-294.51,-1.00
7173.84,-1.31,19.53,-392.17,-1.00
7178.90,-1.21,19.21,-469.33,-1.00
7183.97,-1.10,21.19,-543.28,-1.00
7189.04,-0.98,25.74,-667.71,-1.00
7194.11,-0.85,25.52,-714.22,-1.00
7199.18,-0.71,26.77,-819.55,-1.00
7204.25,-0.55,33.85,-938.07,-1.00
7209.31,-0.39,30.72,-1026.69,-1.00
7218.60,-0.04,36.06,-1161.05,1.00
7223.67,0.16,39.01,-1270.22,1.00
7228.74,0.37,41.14,-1360.29,1.00
7233.81,0.62,47.89,-1399.63,1.00
7238.88,0.89,52.56,-1442.87,1.00
7243.95,1.12,45.56,-1498.38,1.00
7249.02,1.33,47.39,-1495.01,1.00
7254.09,1.53,38.28,-1440.09,1.00
7259.16,1.70,32.71,-1457.42,1.00
7264.23,1.84,26.83,-1393.88,1.00
7269.30,1.96,26.03,-1345.88,1.00
7274.37,2.07,20.79,-1308.35,1.00
7279.44,2.14,13.77,-1218.39,1.00
7284.51,2.19,11.65,-1155.03,1.00
7289.55,2.23,7.18,-1140.66,1.00
7298.83,2.23,-2.51,-1043.08,0.00
7303.90,2.20,-5.65,-926.97,0.00
7313.16,2.09,-14.16,-802.42,-1.00
7318.18,1.99,-20.54,-693.69,-1.00
7323.20,1.91,-15.91,-672.46,-1.00
7328.27,1.82,-18.65,-602.00,-1.00
7333.34,1.72,-18.99,-532.92,-1.00
7342.63,1.61,-10.43,-439.38,0.00
7347.70,1.59,-4.50,-388.56,0.00
7356.96,1.61,2.85,-394.75,1.00
7362.03,1.65,9.01,-433.39,1.00
7367.10,1.70,9.89,-429.67,1.00
7372.18,1.78,15.98,-404.58,1.00
7377.26,1.84,12.90,-447.03,1.00
7382.33,1.93,15.87,-435.38,1.00
7387.40,2.00,15.77,-421.90,1.00
7392.47,2.04,6.94,-438.28,1.00
7397.51,2.05,3.16,-393.44,1.00
7406.75,2.03,-5.37,-343.80,0.00
7411.82,1.99,-8.96,-303.06,0.00
7416.89,1.93,-11.62,-252.02,0.00
7421.96,1.86,-13.63,-161.49,0.00
7427.03,1.74,-24.12,-65.29,0.00
7432.06,1.65,-19.17,-15.47,0.00
7441.25,1.47,-16.63,123.02,1.00
7446.32,1.40,-15.70,166.09,1.00
7451.39,1.34,-11.50,213.53,1.00
7456.45,1.29,-11.12,260.26,1.00
7461.52,1.27,-3.73,246.72,1.00
7466.59,1.24,-6.11,342.79,1.00
7471.66,1.19,-9.46,434.07,1.00
7476.73,1.13,-10.76,514.60,1.00
7481.80,1.07,-12.95,601.05,1.00
7486.83,1.00,-15.02,620.32,1.00
7491.87,0.91,-17.62,710.30,1.00
7496.94,0.81,-18.61,776.56,1.00
7502.01,0.71,-21.04,851.42,1.00
7507.05,0.59,-26.41,960.13,1.00
7512.09,0.45,-26.88,1047.45,1.00
7521.31,0.15,-30.08,1188.12,-1.00
7526.38,-0.02,-32.59,1256.49,-1.00
7531.45,-0.21,-40.62,1357.25,-1.00
7536.52,-0.39,-36.99,1413.97,-1.00
7541.59,-0.65,-50.05,1449.55,-1.00
7546.66,-0.89,-46.24,1447.47,-1.00
7551.73,-1.10,-41.17,1461.36,-1.00
7556.75,-1.28,-36.00,1464.18,-1.00
7561.83,-1.44,-34.22,1419.99,-1.00
7566.86,-1.57,-25.91,1412.34,-1.00
7571.93,-1.69,-21.77,1334.42,-1.00
7577.00,-1.77,-18.19,1274.99,-1.00
7582.06,-1.83,-11.81,1226.87,-1.00
7587.10,-1.87,-8.14,1173.70,-1.00
7596.33,-1.87,1.52,1088.52,1.00
7601.39,-1.84,6.16,980.67,1.00
7606.42,-1.79,11.82,895.83,1.00
7611.49,-1.72,13.25,797.05,1.00
7616.56,-1.58,25.89,767.83,1.00
7621.58,-1.46,25.56,719.83,1.00
7626.60,-1.37,17.55,670.80,1.00
7631.64,-1.30,16.38,622.23,1.00
7636.71,-1.25,8.95,618.70,1.00
7641.78,-1.23,3.63,623.25,1.00
7646.85,-1.24,-0.95,668.65,1.00
7651.92,-1.26,-4.40,708.78,1.00
7661.16,-1.38,-13.82,798.05,-1.00
7666.23,-1.46,-15.93,893.78,-1.00
7671.29,-1.56,-19.92,949.26,-1.00
7676.36,-1.68,-25.25,984.83,-1.00
7681.43,-1.87,-36.75,1053.49,-1.00
7686.50,-2.03,-32.30,1043.23,-1.00
7691.57,-2.16,-25.83,1038.64,-1.00
7696.64,-2.28,-23.72,1039.63,-1.00
7701.71,-2.38,-19.13,991.15,-1.00
7706.77,-2.44,-13.37,988.21,-1.00
7711.84,-2.49,-9.08,974.60,-1.00
7716.91,-2.52,-4.80,902.68,-1.00
7721.98,-2.51,1.16,798.82,-1.00
7731.21,-2.44,7.83,735.67,1.00
7736.28,-2.38,13.03,672.83,1.00
7741.31,-2.29,18.90,622.09,1.00
7746.36,-2.19,19.19,571.11,1.00
7751.43,-2.02,33.74,496.81,1.00
7756.50,-1.88,28.31,438.69,1.00
7761.57,-1.77,21.56,398.14,1.00
7766.64,-1.67,20.46,364.04,1.00
7771.71,-1.60,13.58,358.66,1.00
7780.98,-1.55,3.30,248.06,-1.00
7786.06,-1.55,-1.06,254.15,-1.00
7791.10,-1.59,-6.93,299.75,-1.00
7796.17,-1.65,-11.98,344.00,-1.00
7801.21,-1.76,-21.35,404.55,-1.00
7806.28,-1.87,-21.45,423.78,-1.00
7811.33,-1.94,-16.38,407.56,-1.00
7816.37,-1.99,-8.57,396.16,-1.00
7821.44,-2.03,-7.59,404.05,-1.00
7826.51,-2.04,-3.11,402.99,-1.00
7831.58,-2.03,1.71,307.46,-1.00
7836.65,-2.00,6.14,249.78,-1.00
7841.72,-1.95,10.91,254.82,-1.00
7846.79,-1.88,13.33,183.36,-1.00
7851.85,-1.80,15.59,113.65,-1.00
7861.11,-1.61,22.34,-67.88,1.00
7866.16,-1.50,21.77,-157.60,1.00
7875.41,-1.24,26.78,-384.71,-1.00
7884.71,-0.88,32.13,-433.42,1.00
7893.98,-0.69,16.35,-536.12,-1.00
7899.05,-0.58,20.65,-533.39,-1.00
7904.08,-0.48,22.70,-579.63,-1.00
7909.15,-0.41,12.21,-584.86,-1.00
7914.22,-0.37,7.37,-569.25,-1.00
7919.29,-0.33,8.63,-627.41,-1.00
7924.36,-0.28,11.02,-666.45,-1.00
7929.43,-0.20,16.89,-708.43,-1.00
7938.69,-0.02,18.41,-807.36,0.00
7943.76,0.08,21.01,-886.21,0.00
7948.83,0.20,22.16,-993.96,0.00
7958.00,0.34,27.86,-1039.57,1.00
7963.05,0.49,32.44,-1077.02,1.00
7968.12,0.64,29.22,-1131.16,1.00
7973.17,0.78,26.70,-1177.99,1.00
7978.24,0.91,25.03,-1158.31,1.00
7983.31,1.06,32.88,-1168.96,1.00
7988.38,1.18,22.65,-1156.23,1.00
7993.45,1.33,15.54,-1110.16,1.00
8002.67,1.38,9.16,-1045.48,0.00
8007.71,1.40,3.36,-996.87,0.00
8012.79,1.39,-1.17,-923.59,0.00
8017.85,1.37,-3.82,-842.68,0.00
8027.15,1.23,-13.81,-716.49,-1.00
8032.21,1.16,-14.77,-713.76,-1.00
8037.28,1.09,-13.37,-666.66,-1.00
8042.32,1.03,-12.80,-620.78,-1.00
8047.40,0.95,-16.00,-575.16,-1.00
8052.44,0.88,-12.58,-529.62,-1.00
8057.49,0.82,-12.34,-524.25,-1.00
8066.74,0.79,0.74,-576.61,0.00
8071.81,0.80,2.74,-592.69,0.00
8076.88,0.84,6.50,-692.06,0.00
8081.94,0.90,11.67,-708.26,0.00
8091.20,1.09,20.96,-792.68,1.00
8096.27,1.18,17.59,-799.15,1.00
8101.34,1.26,17.08,-852.47,1.00
8106.41,1.33,13.65,-853.97,1.00
8111.48,1.45,22.14,-849.69,1.00
8116.54,1.54,18.00,-814.35,1.00
8125.80,1.62,6.95,-762.80,0.00
8130.82,1.64,3.90,-765.77,0.00
8135.89,1.62,-3.50,-703.36,0.00
8145.16,1.50,-12.88,-584.15,-1.00
8150.23,1.43,-13.30,-514.41,-1.00
8155.30,1.36,-16.56,-465.83,-1.00
8164.56,1.23,-13.93,-443.12,0.00
8169.63,1.17,-12.13,-401.32,0.00
8174.70,1.12,-9.50,-308.62,0.00
8183.94,1.16,7.28,-378.85,1.00
8189.00,1.18,3.83,-374.83,1.00
8194.07,1.20,3.82,-376.01,1.00
8199.09,1.25,9.12,-434.14,1.00
8204.16,1.30,10.11,-435.24,1.00
8209.22,1.30,1.28,-378.55,1.00
8218.46,1.30,-0.53,-376.46,0.00
8223.53,1.29,-2.88,-334.15,0.00
8228.61,1.24,-8.53,-341.61,0.00
8233.68,1.09,-20.42,-282.93,0.00
8238.75,1.00,-17.38,-256.87,0.00
8243.82,0.90,-18.73,-252.90,0.00
8248.89,0.81,-17.66,-192.88,0.00
8253.96,0.81,-17.66,-193.83,0.00
8259.04,0.66,-15.52,-166.00,0.00
8264.07,0.59,-13.73,-93.60,0.00
8269.10,0.53,-12.28,-107.42,0.00
8274.16,0.49,-8.80,-112.00,0.00
8279.23,0.44,-8.66,-52.60,0.00
8284.27,0.40,-7.65,-12.61,0.00
8289.33,0.37,-6.96,16.61,0.00
8294.41,0.35,-5.38,38.78,0.00
8299.47,0.32,-4.37,71.17,0.00
8308.75,0.31,-2.87,127.06,1.00
8313.77,0.30,0.25,126.95,1.00
8318.83,0.31,0.48,132.41,1.00
8323.87,0.31,0.48,115.82,1.00
8328.90,0.33,5.33,142.01,1.00
8333.92,0.35,3.72,133.59,1.00
8338.97,0.35,-1.91,123.80,1.00
8344.04,0.33,-3.69,193.52,1.00
8349.11,0.29,-7.26,239.14,1.00
8354.19,0.25,-8.97,306.55,1.00
8363.47,0.19,-11.59,442.85,-1.00
8368.49,0.11,-17.24,529.60,-1.00
8373.54,0.02,-17.63,598.98,-1.00
8378.61,-0.08,-19.61,643.80,-1.00
8383.66,-0.23,-28.69,690.84,-1.00
8388.73,-0.38,-31.33,711.70,-1.00
8393.80,-0.51,-25.63,712.06,-1.00
8398.84,-0.61,-18.88,742.86,-1.00
8408.12,-0.73,-10.39,677.31,1.00
8413.17,-0.75,-4.83,631.67,1.00
8418.19,-0.75,0.56,582.46,1.00
8423.26,-0.72,4.62,576.09,1.00
8428.28,-0.64,17.02,490.10,1.00
8433.35,-0.56,16.62,451.64,1.00
8438.42,-0.48,14.59,451.98,1.00
8443.50,-0.44,9.93,440.08,1.00
8448.57,-0.42,4.36,447.99,1.00
8453.64,-0.41,1.86,458.34,1.00
8458.71,-0.42,-2.83,476.99,1.00
8463.78,-0.46,-7.34,583.63,1.00
8473.00,-0.59,-15.38,681.75,-1.00
8478.07,-0.68,-17.48,744.50,-1.00
8483.14,-0.79,-20.90,800.90,-1.00
8488.21,-0.90,-23.34,930.39,-1.00
8493.28,-1.08,-35.99,978.05,-1.00
8498.35,-1.24,-31.60,948.17,-1.00
8503.42,-1.37,-24.38,899.58,-1.00
8508.49,-1.47,-23.81,856.04,-1.00
8513.56,-1.57,-18.45,853.14,-1.00
8518.63,-1.62,-10.44,808.18,-1.00
8523.70,-1.66,-6.78,775.73,-1.00
8528.77,-1.68,-3.52,701.10,-1.00
8538.01,-1.63,7.14,593.20,1.00
8543.04,-1.57,9.97,539.86,1.00
8548.06,-1.50,13.99,503.66,1.00
8553.12,-1.42,17.18,445.18,1.00
8558.18,-1.28,26.74,395.52,1.00
8563.25,-1.15,28.12,360.97,1.00
8568.32,-1.03,21.43,298.34,1.00
8573.39,-0.96,15.42,262.27,1.00
8578.46,-0.91,9.93,259.40,1.00
8583.53,-0.88,5.13,260.44,1.00
8592.76,-0.89,-3.36,300.93,-1.00
8597.83,-0.94,-8.89,352.08,-1.00
8602.90,-1.00,-11.55,451.31,-1.00
8607.97,-1.07,-16.24,448.33,-1.00
8613.04,-1.22,-27.95,511.79,-1.00
8618.11,-1.35,-27.15,534.35,-1.00
8623.18,-1.44,-17.18,479.65,-1.00
8628.25,-1.51,-14.70,496.69,-1.00
8633.31,-1.57,-12.52,487.98,-1.00
8638.38,-1.60,-5.06,481.33,-1.00
8643.45,-1.60,-1.20,436.05,-1.00
8648.52,-1.59,2.52,416.79,-1.00
8653.58,-1.55,7.96,352.17,-1.00
8662.80,-1.40,15.90,256.90,1.00
8667.87,-1.31,17.70,161.47,1.00
8672.94,-1.21,23.00,76.19,1.00
8678.01,-1.09,23.28,-11.62,1.00
8683.08,-0.91,34.55,-66.73,1.00
8688.15,-0.76,28.72,-107.52,1.00
8693.22,-0.65,23.40,-209.34,1.00
8698.26,-0.56,18.60,-192.94,1.00
8703.30,-0.49,13.33,-252.37,1.00
8712.55,-0.45,0.61,-187.38,0.00
8717.62,-0.48,-4.69,-196.53,0.00
8726.83,-0.61,-14.28,-163.94,-1.00
8731.90,-0.72,-23.59,-59.43,-1.00
8736.97,-0.83,-22.22,12.34,-1.00
8742.04,-0.94,-21.36,83.25,-1.00
8747.11,-1.06,-23.42,141.21,-1.00
8752.18,-1.17,-20.79,182.76,-1.00
8757.25,-1.25,-17.74,163.43,-1.00
8762.32,-1.30,-9.96,173.53,-1.00
8767.39,-1.33,-5.08,167.48,-1.00
8772.46,-1.34,-1.66,155.42,-1.00
8777.52,-1.32,3.89,119.54,-1.00
8782.59,-1.27,9.44,119.37,-1.00
8791.84,-1.15,12.61,-55.41,1.00
8796.91,-1.06,19.53,-196.39,1.00
8801.97,-0.97,18.14,-272.70,1.00
8807.04,-0.84,26.46,-343.12,1.00
8812.11,-0.70,28.84,-390.18,1.00
8817.18,-0.56,25.79,-415.60,1.00
8826.42,-0.38,16.21,-483.76,-1.00
8831.49,-0.34,8.73,-476.86,-1.00
8836.56,-0.31,4.30,-481.41,-1.00
8841.63,-0.34,-4.67,-430.63,-1.00
8846.70,-0.41,-15.24,-405.30,-1.00
8851.77,-0.46,-10.47,-390.54,-1.00
8856.84,-0.50,-8.02,-370.92,-1.00
8861.91,-0.53,-5.02,-384.38,-1.00
8866.98,-0.53,-0.59,-388.02,-1.00
8872.05,-0.52,2.65,-421.26,-1.00
8877.12,-0.49,5.17,-522.03,-1.00
8882.16,-0.45,8.67,-561.95,-1.00
8887.19,-0.39,12.15,-614.02,-1.00
8892.23,-0.32,13.20,-708.85,-1.00
8901.43,-0.15,18.23,-843.88,0.00
8906.50,-0.05,22.23,-901.47,0.00
8911.57,0.07,21.85,-967.62,0.00
8920.85,0.36,32.66,-1087.81,1.00
8925.92,0.50,26.87,-1176.21,1.00
8930.99,0.64,26.81,-1173.24,1.00
8936.06,0.78,28.58,-1189.16,1.00
8941.13,0.92,26.44,-1204.65,1.00
8946.20,1.02,22.61,-1216.90,1.00
8951.27,1.10,15.86,-1151.14,1.00
8960.56,1.19,5.19,-1172.53,0.00
8965.64,1.19,0.60,-1074.37,0.00
8974.88,1.17,-4.63,-954.44,-1.00
8979.91,1.04,-16.52,-887.27,-1.00
8984.98,0.96,-15.96,-828.15,-1.00
8990.03,0.96,-15.96,-807.67,-1.00
8995.06,0.80,-19.01,-756.38,-1.00
9000.13,0.72,-15.18,-745.30,-1.00
9005.20,0.68,-7.68,-766.89,-1.00
9010.27,0.66,-3.43,-762.26,-1.00
9015.34,0.65,-2.20,-796.61,-1.00
9024.61,0.67,3.36,-899.25,0.00
9029.67,0.71,7.77,-971.01,0.00
9034.73,0.77,10.51,-1041.54,0.00
9043.95,0.94,22.70,-1140.16,1.00
9049.02,1.04,20.56,-1171.49,1.00
9054.09,1.15,21.02,-1161.63,1.00
9059.16,1.25,19.17,-1166.42,1.00
9064.24,1.34,16.67,-1179.94,1.00
9069.32,1.44,22.75,-1173.40,1.00
9074.38,1.53,17.85,-1172.53,1.00
9083.66,1.60,4.82,-1122.81,0.00
9088.72,1.61,2.19,-1083.36,0.00
9093.79,1.59,-4.10,-1031.52,0.00
9103.07,1.46,-19.40,-880.89,-1.00
9108.12,1.37,-16.49,-840.72,-1.00
9113.15,1.29,-15.94,-804.00,-1.00
9118.17,1.21,-15.32,-750.77,-1.00
9123.20,1.10,-24.50,-707.97,-1.00
9128.26,1.02,-15.18,-708.82,-1.00
9133.33,0.96,-11.93,-720.92,-1.00
