time,theta_b,dtheta_b,dtheta_w
9855.28,-1.01,0.02,-172.50,0.00
9856.41,-1.01,0.02,-172.50,0.00
9857.55,-1.01,0.02,-172.50,0.00
9858.68,-1.01,0.02,-172.50,0.00
9859.81,-1.01,0.02,-172.50,0.00
9860.97,-1.01,-0.15,-172.50,0.00
9862.13,-1.01,-0.15,-172.50,0.00
9863.27,-1.01,-0.15,-170.62,0.00
9864.40,-1.01,-0.15,-170.62,0.00
9865.54,-1.01,-0.18,-170.62,0.00
9866.69,-1.01,-0.18,-170.62,0.00
9867.83,-1.01,-0.18,-170.62,0.00
9868.96,-1.01,-0.18,-170.62,0.00
9870.09,-1.01,-0.18,-170.62,0.00
9871.23,-1.01,-0.06,-168.75,0.00
9872.36,-1.01,-0.06,-168.75,0.00
9873.50,-1.01,-0.06,-168.75,0.00
9874.63,-1.01,-0.06,-168.75,0.00
9875.78,-1.01,-0.09,-170.62,0.00
9876.94,-1.01,-0.09,-170.62,0.00
9878.08,-1.01,-0.09,-170.62,0.00
9879.21,-1.01,-0.09,-170.62,0.00
9880.35,-1.01,-0.09,-170.62,0.00
9881.49,-1.01,-0.15,-170.62,0.00
9882.62,-1.01,-0.15,-170.62,0.00
9883.75,-1.01,-0.15,-170.62,0.00
9884.93,-1.01,-0.15,-170.62,0.00
9886.07,-1.01,-0.20,-170.62,0.00
9887.20,-1.01,-0.20,-170.62,0.00
9888.33,-1.01,-0.20,-170.62,0.00
9889.47,-1.01,-0.20,-170.62,0.00
9890.60,-1.01,-0.18,-170.62,0.00
9891.76,-1.01,-0.18,-170.62,0.00
9892.90,-1.01,-0.18,-170.62,0.00
9894.04,-1.01,-0.18,-170.62,0.00
9895.18,-1.01,-0.18,-170.62,0.00
9896.32,-1.01,0.05,-170.62,0.00
9897.45,-1.01,0.05,-170.62,0.00
9898.58,-1.01,0.05,-170.62,0.00
9899.76,-1.01,0.05,-170.62,0.00
9900.94,-1.01,0.00,-170.62,0.00
9902.12,-1.01,0.00,-170.62,0.00
9903.25,-1.01,0.00,-170.62,0.00
9904.38,-1.01,0.00,-170.62,0.00
9905.52,-1.01,0.00,-170.62,0.00
9906.66,-1.01,0.36,-170.62,0.00
9907.79,-1.01,0.36,-168.75,0.00
9908.92,-1.01,0.36,-168.75,0.00
9910.07,-1.01,0.36,-168.75,0.00
9911.23,-1.01,0.11,-170.62,0.00
9912.39,-1.01,0.11,-170.62,0.00
9913.53,-1.01,0.11,-170.62,0.00
9914.66,-1.01,0.11,-170.62,0.00
9915.79,-1.01,0.13,-170.62,0.00
9916.93,-1.01,0.13,-170.62,0.00
9918.07,-1.01,0.13,-170.62,0.00
9919.20,-1.01,0.13,-170.62,0.00
9920.33,-1.01,0.13,-170.62,0.00
9921.47,-1.01,0.02,-170.62,0.00
9922.62,-1.01,0.02,-170.62,0.00
9923.75,-1.01,0.02,-170.62,0.00
9924.88,-1.01,0.02,-170.62,0.00
9926.02,-1.01,0.25,-170.62,0.00
9927.16,-1.01,0.25,-170.62,0.00
9928.29,-1.01,0.25,-170.62,0.00
9929.42,-1.01,0.25,-170.62,0.00
9930.60,-1.01,0.14,-170.62,0.00
9931.77,-1.01,0.14,-170.62,0.00
9932.91,-1.01,0.14,-170.62,0.00
9934.05,-1.01,0.14,-170.62,0.00
9935.19,-1.01,0.14,-170.62,0.00
9936.32,-1.01,0.01,-168.75,0.00
9937.48,-1.01,0.01,-168.75,0.00
9938.62,-1.01,0.01,-168.75,0.00
9939.75,-1.01,0.01,-168.75,0.00
9940.88,-1.01,0.05,-168.75,0.00
9942.04,-1.01,0.05,-168.75,0.00
9943.17,-1.01,0.05,-168.75,0.00
9944.30,-1.01,0.05,-168.75,0.00
9945.44,-1.01,0.05,-168.75,0.00
9946.58,-1.01,-0.07,-168.75,0.00
9947.71,-1.01,-0.07,-168.75,0.00
9948.85,-1.01,-0.07,-168.75,0.00
9949.98,-1.01,-0.07,-168.75,0.00
9951.12,-1.01,-0.12,-168.75,0.00
9952.26,-1.01,-0.12,-168.75,0.00
9953.39,-1.01,-0.12,-168.75,0.00
9954.52,-1.01,-0.12,-168.75,0.00
9955.66,-1.01,-0.12,-168.75,0.00
9956.80,-1.01,-0.02,-168.75,0.00
9957.93,-1.01,-0.02,-168.75,0.00
9959.07,-1.01,-0.02,-168.75,0.00
9960.20,-1.01,-0.02,-170.62,0.00
9961.35,-1.01,-0.16,-170.62,0.00
9962.48,-1.01,-0.16,-170.62,0.00
9963.62,-1.01,-0.16,-172.50,0.00
9964.75,-1.01,-0.16,-172.50,0.00
9965.90,-1.01,-0.14,-172.50,0.00
9967.07,-1.01,-0.14,-172.50,0.00
9968.21,-1.01,-0.14,-170.62,0.00
9969.34,-1.01,-0.14,-170.62,0.00
9970.47,-1.01,-0.14,-170.62,0.00
9971.61,-1.01,-0.02,-170.62,0.00
9972.75,-1.01,-0.02,-170.62,0.00
9973.88,-1.01,-0.02,-170.62,0.00
9975.04,-1.01,-0.02,-170.62,0.00
9976.20,-1.01,-0.26,-168.75,0.00
9977.35,-1.01,-0.26,-168.75,0.00
9978.48,-1.01,-0.26,-168.75,0.00
9979.62,-1.01,-0.26,-168.75,0.00
9980.77,-1.01,-0.13,-168.75,0.00
9981.91,-1.01,-0.13,-168.75,0.00
9983.04,-1.01,-0.13,-168.75,0.00
9984.18,-1.01,-0.13,-170.62,0.00
9985.33,-1.01,-0.13,-170.62,0.00
9986.49,-1.01,0.12,-170.62,0.00
9987.62,-1.01,0.12,-168.75,0.00
9988.76,-1.01,0.12,-168.75,0.00
9989.89,-1.01,0.12,-168.75,0.00
9991.03,-1.01,-0.17,-168.75,0.00
9992.18,-1.01,-0.17,-172.50,0.00
9993.32,-1.01,-0.17,-172.50,0.00
9994.45,-1.01,-0.17,-172.50,0.00
9995.58,-1.01,-0.17,-170.62,0.00
9996.72,-1.01,0.01,-170.62,0.00
9997.86,-1.01,0.01,-170.62,0.00
9998.99,-1.01,0.01,-170.62,0.00
10000.12,-1.01,0.01,-170.62,0.00
10001.26,-1.01,-0.07,-170.62,0.00
10002.40,-1.01,-0.07,-170.62,0.00
10003.53,-1.01,-0.07,-170.62,0.00
10004.71,-1.01,-0.07,-170.62,0.00
10005.84,-1.01,0.06,-170.62,0.00
10006.98,-1.01,0.06,-170.62,0.00
10008.12,-1.01,0.06,-170.62,0.00
10009.25,-1.01,0.06,-170.62,0.00
10010.38,-1.01,0.06,-170.62,0.00
10011.52,-1.01,0.17,-170.62,0.00
10012.66,-1.01,0.17,-170.62,0.00
10013.79,-1.01,0.17,-170.62,0.00
10014.93,-1.01,0.17,-170.62,0.00
10016.07,-1.01,-0.02,-170.62,0.00
10017.20,-1.01,-0.02,-170.62,0.00
10018.34,-1.01,-0.02,-170.62,0.00
10019.47,-1.01,-0.02,-170.62,0.00
10020.67,-1.01,-0.08,-168.75,0.00
10021.80,-1.01,-0.08,-168.75,0.00
10022.94,-1.01,-0.08,-168.75,0.00
10024.07,-1.01,-0.08,-168.75,0.00
10025.20,-1.01,-0.08,-168.75,0.00
10026.35,-1.01,0.01,-168.75,0.00
10027.48,-1.01,0.01,-168.75,0.00
10028.62,-1.01,0.01,-166.87,0.00
10029.75,-1.01,0.01,-166.87,0.00
10030.90,-1.01,-0.03,-166.87,0.00
10032.08,-1.01,-0.03,-170.62,0.00
10033.22,-1.01,-0.03,-170.62,0.00
10034.35,-1.01,-0.03,-170.62,0.00
10035.49,-1.01,-0.03,-170.62,0.00
10036.62,-1.01,0.11,-170.62,0.00
10037.76,-1.01,0.11,-170.62,0.00
10038.89,-1.01,0.11,-170.62,0.00
10040.05,-1.01,0.11,-170.62,0.00
10041.19,-1.01,0.24,-170.62,0.00
10042.33,-1.01,0.24,-170.62,0.00
10043.46,-1.01,0.24,-170.62,0.00
10044.60,-1.01,0.24,-168.75,0.00
10045.77,-1.01,0.01,-168.75,0.00
10046.95,-1.01,0.01,-168.75,0.00
10048.08,-1.01,0.01,-168.75,0.00
10049.21,-1.01,0.01,-168.75,0.00
10050.35,-1.01,0.01,-168.75,0.00
10051.49,-1.01,0.08,-168.75,0.00
10052.62,-1.01,0.08,-170.62,0.00
10053.75,-1.01,0.08,-170.62,0.00
10054.89,-1.01,0.08,-170.62,0.00
10056.05,-1.01,-0.04,-170.62,0.00
10057.21,-1.01,-0.04,-172.50,0.00
10058.34,-1.01,-0.04,-172.50,0.00
10059.47,-1.01,-0.04,-172.50,0.00
10060.61,-1.01,0.19,-170.62,0.00
10061.75,-1.01,0.19,-170.62,0.00
10062.88,-1.01,0.19,-170.62,0.00
10064.03,-1.01,0.19,-170.62,0.00
10065.20,-1.01,-0.06,-170.62,0.00
10066.38,-1.01,-0.06,-170.62,0.00
10067.51,-1.01,-0.06,-170.62,0.00
10068.65,-1.01,-0.06,-170.62,0.00
10069.78,-1.01,-0.06,-170.62,0.00
10070.92,-1.01,0.03,-170.62,0.00
10072.05,-1.01,0.03,-170.62,0.00
10073.18,-1.01,0.03,-170.62,0.00
10074.32,-1.01,0.03,-170.62,0.00
10075.47,-1.01,-0.13,-170.62,0.00
10076.64,-1.01,-0.13,-170.62,0.00
10077.77,-1.01,-0.13,-170.62,0.00
10078.91,-1.01,-0.13,-170.62,0.00
10080.04,-1.01,-0.13,-170.62,0.00
10081.22,-1.01,-0.10,-168.75,0.00
10082.35,-1.01,-0.10,-168.75,0.00
10083.49,-1.01,-0.10,-168.75,0.00
10084.62,-1.01,-0.10,-168.75,0.00
10085.76,-1.01,-0.14,-168.75,0.00
10086.89,-1.01,-0.14,-168.75,0.00
10088.03,-1.01,-0.14,-168.75,0.00
10089.16,-1.01,-0.14,-170.62,0.00
10090.32,-1.01,-0.07,-170.62,0.00
10091.48,-1.01,-0.07,-170.62,0.00
10092.61,-1.01,-0.07,-170.62,0.00
10093.75,-1.01,-0.07,-170.62,0.00
10094.88,-1.01,-0.07,-170.62,0.00
10096.06,-1.01,-0.16,-170.62,0.00
10097.19,-1.01,-0.16,-170.62,0.00
10098.33,-1.01,-0.16,-170.62,0.00
10099.46,-1.01,-0.16,-170.62,0.00
10100.59,-1.01,-0.25,-170.62,0.00
10101.73,-1.01,-0.25,-170.62,0.00
10102.87,-1.01,-0.25,-170.62,0.00
10104.01,-1.01,-0.25,-170.62,0.00
10105.17,-1.01,-0.25,-172.50,0.00
10106.33,-1.01,-0.02,-172.50,0.00
10107.46,-1.01,-0.02,-172.50,0.00
10108.59,-1.01,-0.02,-170.62,0.00
10109.73,-1.01,-0.02,-170.62,0.00
10110.87,-1.01,-0.11,-170.62,0.00
10112.00,-1.01,-0.11,-170.62,0.00
10113.14,-1.01,-0.11,-170.62,0.00
10114.27,-1.01,-0.11,-170.62,0.00
10115.41,-1.01,-0.11,-170.62,0.00
10116.56,-1.02,-0.15,-170.62,0.00
10117.70,-1.02,-0.15,-170.62,0.00
10118.83,-1.02,-0.15,-170.62,0.00
10119.97,-1.02,-0.15,-170.62,0.00
10121.10,-1.02,-0.10,-170.62,0.00
10122.24,-1.02,-0.10,-170.62,0.00
10123.37,-1.02,-0.10,-170.62,0.00
10124.55,-1.02,-0.10,-170.62,0.00
10125.69,-1.02,-0.16,-170.62,0.00
10126.82,-1.02,-0.16,-170.62,0.00
10127.96,-1.02,-0.16,-170.62,0.00
10129.09,-1.02,-0.16,-170.62,0.00
10130.24,-1.02,-0.16,-170.62,0.00
10131.37,-1.02,0.18,-170.62,0.00
10132.51,-1.02,0.18,-170.62,0.00
10133.64,-1.02,0.18,-168.75,0.00
10134.80,-1.02,0.18,-168.75,0.00
10135.98,-1.02,0.09,-168.75,0.00
10137.12,-1.02,0.09,-170.62,0.00
10138.25,-1.02,0.09,-170.62,0.00
10139.38,-1.02,0.09,-170.62,0.00
10140.52,-1.01,0.21,-170.62,0.00
10141.66,-1.01,0.21,-170.62,0.00
10142.80,-1.01,0.21,-170.62,0.00
10143.93,-1.01,0.21,-170.62,0.00
10145.07,-1.01,0.21,-170.62,0.00
10146.21,-1.01,0.09,-170.62,0.00
10147.36,-1.01,0.09,-170.62,0.00
10148.49,-1.01,0.09,-170.62,0.00
10149.66,-1.01,0.09,-172.50,0.00
10150.80,-1.01,0.23,-172.50,0.00
10151.93,-1.01,0.23,-172.50,0.00
10153.07,-1.01,0.23,-168.75,0.00
10154.20,-1.01,0.23,-168.75,0.00
10155.34,-1.01,0.14,-168.75,0.00
10156.50,-1.01,0.14,-168.75,0.00
10157.63,-1.01,0.14,-170.62,0.00
10158.76,-1.01,0.14,-170.62,0.00
10159.90,-1.01,0.14,-170.62,0.00
10161.04,-1.01,0.05,-170.62,0.00
10162.18,-1.01,0.05,-170.62,0.00
10163.31,-1.01,0.05,-170.62,0.00
10164.44,-1.01,0.05,-170.62,0.00
10165.58,-1.01,0.04,-170.62,0.00
10166.71,-1.01,0.04,-170.62,0.00
10167.85,-1.01,0.04,-170.62,0.00
10168.98,-1.01,0.04,-170.62,0.00
10170.14,-1.01,0.04,-170.62,0.00
10171.28,-1.01,0.00,-170.62,0.00
10172.42,-1.01,0.00,-170.62,0.00
10173.55,-1.01,0.00,-168.75,0.00
10174.72,-1.01,0.00,-168.75,0.00
10175.90,-1.01,-0.17,-168.75,0.00
10177.04,-1.01,-0.17,-168.75,0.00
10178.17,-1.01,-0.17,-168.75,0.00
10179.30,-1.01,-0.17,-168.75,0.00
10180.44,-1.01,-0.18,-168.75,0.00
10181.58,-1.01,-0.18,-170.62,0.00
10182.72,-1.01,-0.18,-170.62,0.00
10183.85,-1.01,-0.18,-170.62,0.00
10184.98,-1.01,-0.18,-170.62,0.00
10186.12,-1.01,-0.03,-172.50,0.00
10187.26,-1.01,-0.03,-172.50,0.00
10188.39,-1.01,-0.03,-172.50,0.00
10189.52,-1.01,-0.03,-172.50,0.00
10190.68,-1.01,-0.03,-170.62,0.00
10191.82,-1.01,-0.03,-170.62,0.00
10192.96,-1.01,-0.03,-170.62,0.00
10194.06,-1.01,-0.03,-170.62,0.00
10195.22,-1.01,-0.03,-170.62,0.00
10196.38,-1.01,0.06,-170.62,0.00
10197.52,-1.01,0.06,-170.62,0.00
10198.65,-1.01,0.06,-170.62,0.00
10199.79,-1.01,0.06,-170.62,0.00
10200.93,-1.01,-0.11,-170.62,0.00
10202.06,-1.01,-0.11,-172.50,0.00
10203.20,-1.01,-0.11,-172.50,0.00
10204.33,-1.01,-0.11,-172.50,0.00
10205.46,-1.01,-0.25,-172.50,0.00
10206.60,-1.01,-0.25,-170.62,0.00
10207.74,-1.01,-0.25,-170.62,0.00
10208.87,-1.01,-0.25,-170.62,0.00
10210.00,-1.01,-0.25,-170.62,0.00
10211.14,-1.02,-0.22,-172.50,0.00
10212.28,-1.02,-0.22,-172.50,0.00
10213.41,-1.02,-0.22,-172.50,0.00
10214.59,-1.02,-0.22,-170.62,0.00
10215.76,-1.02,0.09,-170.62,0.00
10216.94,-1.02,0.09,-170.62,0.00
10218.07,-1.02,0.09,-170.62,0.00
10219.20,-1.02,0.09,-170.62,0.00
10220.34,-1.02,0.09,-170.62,0.00
10221.47,-1.02,-0.03,-170.62,0.00
10222.61,-1.02,-0.03,-172.50,0.00
10223.74,-1.02,-0.03,-172.50,0.00
10224.88,-1.02,-0.03,-172.50,0.00
10226.03,-1.02,-0.02,-172.50,0.00
10227.17,-1.02,-0.02,-170.62,0.00
10228.30,-1.02,-0.02,-170.62,0.00
10229.43,-1.02,-0.02,-170.62,0.00
10230.57,-1.02,-0.13,-168.75,0.00
10231.71,-1.02,-0.13,-168.75,0.00
10232.84,-1.02,-0.13,-168.75,0.00
10233.99,-1.02,-0.13,-168.75,0.00
10235.15,-1.02,-0.13,-168.75,0.00
10236.31,-1.02,-0.04,-168.75,0.00
10237.44,-1.02,-0.04,-168.75,0.00
10238.57,-1.02,-0.04,-172.50,0.00
10239.71,-1.02,-0.04,-172.50,0.00
10240.88,-1.02,0.17,-172.50,0.00
10242.01,-1.02,0.17,-172.50,0.00
10243.15,-1.02,0.17,-168.75,0.00
10244.28,-1.02,0.17,-168.75,0.00
10245.42,-1.02,0.02,-168.75,0.00
10246.55,-1.02,0.02,-168.75,0.00
10247.69,-1.02,0.02,-168.75,0.00
10248.82,-1.02,0.02,-168.75,0.00
10249.96,-1.02,0.02,-168.75,0.00
10251.09,-1.02,-0.03,-172.50,0.00
10252.23,-1.02,-0.03,-172.50,0.00
10253.36,-1.02,-0.03,-172.50,0.00
10254.54,-1.02,-0.03,-170.62,0.00
10255.68,-1.01,0.18,-170.62,0.00
10256.81,-1.01,0.18,-170.62,0.00
10257.95,-1.01,0.18,-170.62,0.00
10259.08,-1.01,0.18,-168.75,0.00
10260.24,-1.01,0.10,-168.75,0.00
10261.37,-1.01,0.10,-168.75,0.00
10262.51,-1.01,0.10,-170.62,0.00
10263.64,-1.01,0.10,-170.62,0.00
10264.82,-1.01,0.10,-170.62,0.00
10266.00,-1.01,0.16,-170.62,0.00
10267.13,-1.01,0.16,-172.50,0.00
10268.27,-1.01,0.16,-172.50,0.00
10269.40,-1.01,0.16,-172.50,0.00
10270.53,-1.01,0.27,-172.50,0.00
10271.67,-1.01,0.27,-172.50,0.00
10272.81,-1.01,0.27,-172.50,0.00
10273.94,-1.01,0.27,-170.62,0.00
10275.10,-1.01,0.27,-170.62,0.00
10276.26,-1.01,-0.09,-170.62,0.00
10277.40,-1.01,-0.09,-170.62,0.00
10278.53,-1.01,-0.09,-168.75,0.00
10279.67,-1.01,-0.09,-168.75,0.00
10280.82,-1.01,0.05,-168.75,0.00
10281.95,-1.01,0.05,-168.75,0.00
10283.08,-1.01,0.05,-168.75,0.00
10284.22,-1.01,0.05,-168.75,0.00
10285.35,-1.01,-0.11,-168.75,0.00
10286.49,-1.01,-0.11,-168.75,0.00
10287.63,-1.01,-0.11,-168.75,0.00
10288.76,-1.01,-0.11,-168.75,0.00
10289.91,-1.01,-0.11,-170.62,0.00
10291.05,-1.01,0.01,-170.62,0.00
10292.18,-1.01,0.01,-170.62,0.00
10293.32,-1.01,0.01,-170.62,0.00
10294.45,-1.01,0.01,-172.50,0.00
10295.59,-1.01,-0.29,-172.50,0.00
10296.72,-1.01,-0.29,-172.50,0.00
10297.86,-1.01,-0.29,-172.50,0.00
10298.99,-1.01,-0.29,-172.50,0.00
10300.13,-1.01,-0.29,-172.50,0.00
10301.26,-1.01,0.05,-172.50,0.00
10302.40,-1.01,0.05,-168.75,0.00
10303.53,-1.01,0.05,-168.75,0.00
10304.69,-1.01,0.05,-168.75,0.00
10305.86,-1.01,-0.05,-168.75,0.00
10307.00,-1.01,-0.05,-168.75,0.00
10308.13,-1.01,-0.05,-168.75,0.00
10309.26,-1.01,-0.05,-168.75,0.00
10310.40,-1.01,-0.02,-170.62,0.00
10311.54,-1.01,-0.02,-170.62,0.00
10312.67,-1.01,-0.02,-170.62,0.00
10313.81,-1.01,-0.02,-170.62,0.00
10314.96,-1.01,-0.02,-170.62,0.00
10316.12,-1.01,-0.03,-170.62,0.00
10317.26,-1.01,-0.03,-170.62,0.00
10318.39,-1.01,-0.03,-170.62,0.00
10319.53,-1.01,-0.03,-170.62,0.00
10320.68,-1.02,-0.15,-170.62,0.00
10321.86,-1.02,-0.15,-170.62,0.00
10322.99,-1.02,-0.15,-170.62,0.00
10324.12,-1.02,-0.15,-170.62,0.00
10325.26,-1.02,-0.15,-170.62,0.00
10326.40,-1.02,-0.09,-168.75,0.00
10327.53,-1.02,-0.09,-168.75,0.00
10328.67,-1.02,-0.09,-168.75,0.00
10329.80,-1.02,-0.09,-172.50,0.00
10330.96,-1.02,-0.09,-172.50,0.00
10332.12,-1.02,-0.09,-172.50,0.00
10333.25,-1.02,-0.09,-172.50,0.00
10334.38,-1.02,-0.09,-170.62,0.00
10335.52,-1.02,-0.09,-170.62,0.00
10336.65,-1.02,-0.09,-170.62,0.00
10337.79,-1.02,-0.09,-170.62,0.00
10338.93,-1.02,-0.09,-170.62,0.00
10340.07,-1.02,-0.09,-170.62,0.00
10341.20,-1.02,-0.17,-170.62,0.00
10342.34,-1.02,-0.17,-170.62,0.00
10343.47,-1.02,-0.17,-170.62,0.00
10344.63,-1.02,-0.17,-170.62,0.00
10345.79,-1.02,-0.07,-168.75,0.00
10346.92,-1.02,-0.07,-168.75,0.00
10348.06,-1.02,-0.07,-168.75,0.00
10349.19,-1.02,-0.07,-168.75,0.00
10350.33,-1.02,-0.08,-168.75,0.00
10351.50,-1.02,-0.08,-168.75,0.00
10352.63,-1.02,-0.08,-168.75,0.00
10353.77,-1.02,-0.08,-172.50,0.00
10354.90,-1.02,-0.08,-172.50,0.00
10356.04,-1.02,0.02,-172.50,0.00
10357.17,-1.02,0.02,-172.50,0.00
10358.31,-1.02,0.02,-170.62,0.00
10359.44,-1.02,0.02,-170.62,0.00
10360.59,-1.02,0.09,-170.62,0.00
10361.75,-1.02,0.09,-170.62,0.00
10362.88,-1.02,0.09,-170.62,0.00
10364.03,-1.02,0.09,-170.62,0.00
10365.17,-1.02,-0.00,-170.62,0.00
10366.30,-1.02,-0.00,-170.62,0.00
10367.40,-1.02,-0.00,-170.62,0.00
10368.53,-1.02,-0.00,-170.62,0.00
10369.71,-1.02,-0.00,-172.50,0.00
10370.89,-1.02,-0.07,-172.50,0.00
10372.02,-1.02,-0.07,-172.50,0.00
10373.16,-1.02,-0.07,-172.50,0.00
10374.29,-1.02,-0.07,-172.50,0.00
10375.42,-1.02,0.18,-172.50,0.00
10376.56,-1.02,0.18,-172.50,0.00
10377.69,-1.02,0.18,-170.62,0.00
10378.83,-1.02,0.18,-170.62,0.00
10379.98,-1.02,0.18,-170.62,0.00
10381.12,-1.02,0.06,-170.62,0.00
10382.25,-1.02,0.06,-170.62,0.00
10383.39,-1.02,0.06,-170.62,0.00
10384.52,-1.02,0.06,-170.62,0.00
10385.69,-1.02,-0.00,-172.50,0.00
10386.83,-1.02,-0.00,-172.50,0.00
10387.96,-1.02,-0.00,-172.50,0.00
10389.09,-1.02,-0.00,-172.50,0.00
10390.22,-1.02,0.07,-170.62,0.00
10391.36,-1.02,0.07,-170.62,0.00
10392.50,-1.02,0.07,-170.62,0.00
10393.63,-1.02,0.07,-170.62,0.00
10394.79,-1.02,0.07,-170.62,0.00
10395.94,-1.02,-0.06,-170.62,0.00
10397.08,-1.02,-0.06,-170.62,0.00
10398.21,-1.02,-0.06,-170.62,0.00
10399.35,-1.02,-0.06,-170.62,0.00
10400.48,-1.02,-0.10,-170.62,0.00
10401.65,-1.02,-0.10,-168.75,0.00
10402.79,-1.02,-0.10,-168.75,0.00
10403.92,-1.02,-0.10,-168.75,0.00
10405.05,-1.02,-0.10,-168.75,0.00
10406.19,-1.02,-0.11,-170.62,0.00
10407.34,-1.02,-0.11,-170.62,0.00
10408.47,-1.02,-0.11,-170.62,0.00
10409.60,-1.02,-0.11,-170.62,0.00
10410.75,-1.02,0.06,-170.62,0.00
10411.91,-1.02,0.06,-170.62,0.00
10413.04,-1.02,0.06,-170.62,0.00
10414.17,-1.02,0.06,-172.50,0.00
10415.31,-1.02,0.01,-172.50,0.00
10416.45,-1.02,0.01,-172.50,0.00
10417.58,-1.02,0.01,-172.50,0.00
10418.71,-1.02,0.01,-172.50,0.00
10419.89,-1.02,0.04,-172.50,0.00
10421.02,-1.02,0.04,-172.50,0.00
10422.16,-1.02,0.04,-172.50,0.00
10423.29,-1.02,0.04,-172.50,0.00
10424.42,-1.02,0.04,-172.50,0.00
10425.56,-1.02,-0.10,-172.50,0.00
10426.71,-1.02,-0.10,-172.50,0.00
10427.84,-1.02,-0.10,-172.50,0.00
10428.97,-1.02,-0.10,-172.50,0.00
10430.11,-1.02,-0.15,-172.50,0.00
10431.28,-1.02,-0.15,-172.50,0.00
10432.42,-1.02,-0.15,-172.50,0.00
10433.55,-1.02,-0.15,-172.50,0.00
10434.68,-1.02,-0.15,-168.75,0.00
10435.82,-1.02,-0.07,-168.75,0.00
10436.96,-1.02,-0.07,-168.75,0.00
10438.09,-1.02,-0.07,-168.75,0.00
10439.22,-1.02,-0.07,-168.75,0.00
10440.38,-1.02,-0.03,-168.75,0.00
10441.54,-1.02,-0.03,-168.75,0.00
10442.67,-1.02,-0.03,-170.62,0.00
10443.80,-1.02,-0.03,-170.62,0.00
10444.94,-1.02,-0.00,-170.62,0.00
10446.11,-1.02,-0.00,-170.62,0.00
10447.25,-1.02,-0.00,-170.62,0.00
10448.38,-1.02,-0.00,-170.62,0.00
10449.51,-1.02,-0.00,-170.62,0.00
10450.66,-1.02,-0.08,-170.62,0.00
10451.80,-1.02,-0.08,-170.62,0.00
10452.93,-1.02,-0.08,-170.62,0.00
10454.06,-1.02,-0.08,-170.62,0.00
10455.22,-1.02,-0.04,-170.62,0.00
10456.37,-1.02,-0.04,-170.62,0.00
10457.51,-1.02,-0.04,-170.62,0.00
10458.64,-1.02,-0.04,-170.62,0.00
10459.78,-1.02,-0.04,-170.62,0.00
10460.91,-1.02,0.05,-170.62,0.00
10462.05,-1.02,0.05,-168.75,0.00
10463.18,-1.02,0.05,-168.75,0.00
10464.31,-1.02,0.05,-168.75,0.00
10465.45,-1.02,-0.04,-170.62,0.00
10466.60,-1.02,-0.04,-170.62,0.00
10467.73,-1.02,-0.04,-170.62,0.00
10468.86,-1.02,-0.04,-170.62,0.00
10470.00,-1.02,-0.12,-170.62,0.00
10471.14,-1.02,-0.12,-170.62,0.00
10472.27,-1.02,-0.12,-170.62,0.00
10473.40,-1.02,-0.12,-170.62,0.00
10474.58,-1.02,-0.12,-172.50,0.00
10475.76,-1.02,0.15,-172.50,0.00
10476.90,-1.02,0.15,-172.50,0.00
10478.03,-1.02,0.15,-172.50,0.00
10479.17,-1.02,0.15,-172.50,0.00
10480.30,-1.02,0.07,-172.50,0.00
10481.46,-1.02,0.07,-172.50,0.00
10482.60,-1.02,0.07,-170.62,0.00
10483.73,-1.02,0.07,-170.62,0.00
10484.89,-1.02,0.04,-170.62,0.00
10486.07,-1.02,0.04,-170.62,0.00
10487.20,-1.02,0.04,-170.62,0.00
10488.33,-1.02,0.04,-170.62,0.00
10489.47,-1.02,0.04,-170.62,0.00
10490.60,-1.02,-0.02,-170.62,0.00
10491.74,-1.02,-0.02,-170.62,0.00
10492.87,-1.02,-0.02,-170.62,0.00
10494.02,-1.02,-0.02,-170.62,0.00
10495.16,-1.02,0.07,-170.62,0.00
10496.29,-1.02,0.07,-170.62,0.00
10497.40,-1.02,0.07,-170.62,0.00
10498.53,-1.02,0.07,-170.62,0.00
10499.71,-1.02,0.18,-170.62,0.00
10500.84,-1.02,0.18,-170.62,0.00
10501.98,-1.02,0.18,-170.62,0.00
10503.12,-1.02,0.18,-170.62,0.00
10504.25,-1.02,0.18,-170.62,0.00
10505.39,-1.02,0.10,-170.62,0.00
10506.55,-1.02,0.10,-168.75,0.00
10507.68,-1.02,0.10,-168.75,0.00
10508.81,-1.02,0.10,-168.75,0.00
10509.95,-1.02,0.05,-168.75,0.00
10511.12,-1.02,0.05,-170.62,0.00
10512.25,-1.02,0.05,-170.62,0.00
10513.39,-1.02,0.05,-170.62,0.00
10514.52,-1.02,0.05,-170.62,0.00
10515.65,-1.02,0.10,-170.62,0.00
10516.79,-1.02,0.10,-170.62,0.00
10517.92,-1.02,0.10,-170.62,0.00
10519.05,-1.02,0.10,-170.62,0.00
10520.19,-1.02,0.11,-170.62,0.00
10521.33,-1.02,0.11,-170.62,0.00
10522.46,-1.02,0.11,-170.62,0.00
10523.60,-1.02,0.11,-170.62,0.00
10524.77,-1.02,0.06,-170.62,0.00
10525.95,-1.02,0.06,-170.62,0.00
10527.08,-1.02,0.06,-168.75,0.00
10528.22,-1.02,0.06,-168.75,0.00
10529.35,-1.02,0.06,-168.75,0.00
10530.48,-1.02,-0.04,-168.75,0.00
