time,theta_b,dtheta_b,dtheta_w,action
1.14,0,0,0,0
2.23,0,0,0,0
3.33,0,0,-37.85,0
4.42,0,0,-37.85,0
5.51,0,0,15.33,0
6.63,2.29,398.15,15.33,0
7.69,2.29,398.15,15.33,0
8.8,2.29,398.15,-14.86,0
9.98,2.39,25.96,-14.86,1
11.09,2.39,25.96,-14,1
12.2,2.39,25.96,-14,1
13.31,2.39,25.96,-13.23,1
14.43,2.5,25.91,-13.23,1
15.54,2.5,25.91,-13.23,1
16.65,2.5,25.91,-13.44,1
17.76,2.5,25.91,-13.44,1
18.93,2.6,25.61,-33.2,1
20.05,2.6,25.61,-33.2,1
21.16,2.6,25.61,-28.38,1
22.27,2.71,25.9,-28.38,1
23.38,2.71,25.9,-21.56,1
24.5,2.71,25.9,-21.56,1
25.61,2.71,25.9,-21.56,1
26.72,2.82,25.36,-35.45,1
27.83,2.82,25.36,-35.45,1
28.94,2.82,25.36,-31.67,1
30.05,2.82,25.36,-31.67,1
31.17,2.92,25.4,-20.29,1
32.28,2.92,25.4,-20.29,1
33.39,2.92,25.4,-20.29,1
34.51,3.03,25.37,-21.81,1
35.62,3.03,25.37,-21.81,1
36.73,3.03,25.37,-39.78,1
37.85,3.03,25.37,-39.78,1
38.96,3.13,25.14,-24.81,1
40.07,3.13,25.14,-24.81,1
41.18,3.13,25.14,-24.81,1
42.29,3.13,25.14,-16.45,1
43.4,3.23,25.22,-16.45,1
44.52,3.23,25.22,-16.7,1
45.63,3.23,25.22,-16.7,1
46.74,3.23,25.22,-21.91,1
47.85,3.34,25.08,-21.91,1
48.96,3.34,25.08,-20.12,1
50.07,3.34,25.08,-20.12,1
51.18,3.44,24.94,-20.12,1
52.29,3.44,24.94,-21.91,1
53.4,3.44,24.94,-21.91,1
54.51,3.44,24.94,-32.33,1
55.63,3.54,25.13,-32.33,1
56.74,3.54,25.13,-16.5,1
57.85,3.54,25.13,-16.5,1
58.96,3.54,25.13,-16.5,1
60.07,3.65,24.71,-26.61,1
61.18,3.65,24.71,-26.61,1
62.29,3.65,24.71,-42.99,1
63.4,3.75,24.9,-42.99,1
64.51,3.75,24.9,-19.85,1
65.62,3.75,24.9,-19.85,1
66.74,3.75,24.9,-19.85,1
67.85,3.85,24.42,-24.36,0
68.96,3.85,24.42,-24.36,0
70.08,3.85,24.42,-30.3,0
71.19,3.85,24.42,-30.3,0
72.3,3.95,24.36,-28.92,0
73.41,3.95,24.36,-28.92,0
74.52,3.95,24.36,-28.92,0
75.63,3.95,24.36,-20.7,0
76.74,4.05,24.51,-20.7,0
77.86,4.05,24.51,-34.26,0
78.97,4.05,24.51,-34.26,0
80.08,4.15,24.53,-23.93,0
81.19,4.15,24.53,-23.93,0
82.3,4.15,24.53,-3.4,0
83.41,4.15,24.53,-3.4,0
84.52,4.25,23.78,8.99,0
85.63,4.25,23.78,8.99,0
86.74,4.25,23.78,8.99,0
87.86,4.25,23.78,-4.9,0
88.96,4.36,23.44,-4.9,0
90.08,4.36,23.44,11.24,0
91.19,4.36,23.44,11.24,0
92.3,4.36,23.44,3.01,0
93.41,4.46,24.16,3.01,0
94.52,4.46,24.16,19.26,0
95.63,4.46,24.16,19.26,0
96.74,4.56,24.45,10.32,0
97.86,4.56,24.45,10.32,0
98.96,4.56,24.45,16.2,0
100.08,4.56,24.45,16.2,0
101.19,4.66,24.33,13.57,0
102.3,4.66,24.33,13.57,0
103.41,4.66,24.33,13.57,0
104.52,4.66,24.33,-2.46,0
105.63,4.76,24.36,-2.46,0
106.74,4.76,24.36,-9.98,0
107.86,4.76,24.36,-9.98,0
108.97,4.76,24.36,-5.51,0
110.08,4.86,23.98,-5.51,0
111.19,4.86,23.98,-10.08,0
112.3,4.86,23.98,-10.08,0
113.41,4.95,23.74,7.75,0
114.52,4.95,23.74,7.75,0
115.63,4.95,23.74,8.49,0
116.74,4.95,23.74,8.49,0
117.88,5.05,23.29,10.91,0
119.01,5.05,23.29,10.91,0
120.14,5.05,23.29,10.91,0
121.28,5.05,23.29,1.13,0
122.41,5.15,23.51,1.13,1
123.54,5.15,23.51,6.14,1
124.67,5.15,23.51,6.14,1
125.81,5.24,23.17,3.53,1
126.94,5.24,23.17,3.53,1
128.07,5.24,23.17,-1.94,1
129.2,5.24,23.17,-1.94,1
130.33,5.34,23.2,3.66,1
131.46,5.34,23.2,3.66,1
132.6,5.34,23.2,3.01,1
133.73,5.34,23.2,3.01,1
134.86,5.43,23.11,8.01,1
135.99,5.43,23.11,8.01,1
137.12,5.43,23.11,5.23,1
138.26,5.53,23.12,5.23,1
139.39,5.53,23.12,14.24,1
140.52,5.53,23.12,14.24,1
141.66,5.53,23.12,14.24,1
142.79,5.63,23.42,8.76,1
143.92,5.63,23.42,8.76,1
145.05,5.63,23.42,1.84,1
146.19,5.63,23.42,1.84,1
147.32,5.72,23.27,-5.75,1
148.45,5.72,23.27,-5.75,1
149.58,5.72,23.27,9.18,1
150.71,5.82,23.11,9.18,1
151.85,5.82,23.11,4.91,1
152.98,5.82,23.11,4.91,1
