time,theta_b,dtheta_b,dtheta_w,action
1409.49,-14.43,-5.90,24.96,-1.00
1414.57,-14.46,-5.85,6.80,-1.00
1419.64,-14.49,-5.84,0.49,-1.00
1424.72,-14.52,-6.12,9.31,-1.00
1429.80,-14.55,-5.34,2.83,-1.00
1434.88,-14.58,-5.45,15.10,-1.00
1439.90,-14.60,-5.39,11.34,-1.00
1444.95,-14.63,-5.56,-0.77,-1.00
1450.03,-14.66,-6.13,4.18,-1.00
1455.10,-14.69,-5.65,12.74,-1.00
1460.18,-14.72,-5.55,-0.66,-1.00
1465.26,-14.75,-5.84,12.33,-1.00
1470.33,-14.78,-5.66,10.33,-1.00
1475.42,-14.81,-6.51,12.95,-1.00
1480.50,-14.84,-5.75,18.97,-1.00
1485.57,-14.86,-5.60,-7.44,-1.00
1490.65,-14.89,-5.55,7.69,-1.00
1495.72,-14.92,-5.77,12.07,-1.00
1500.80,-14.95,-6.48,3.04,-1.00
1505.88,-14.98,-5.51,19.80,-1.00
1510.96,-15.01,-5.37,19.98,-1.00
1516.04,-15.03,-5.33,0.63,-1.00
1521.12,-15.09,-5.60,0.70,-1.00
1526.19,-15.11,-4.75,3.99,-1.00
1531.27,-15.13,-4.67,-3.33,-1.00
1536.35,-15.16,-4.61,12.33,-1.00
1541.42,-15.18,-4.67,13.35,-1.00
1546.50,-15.18,-4.67,5.53,-1.00
1551.58,-15.23,-5.37,18.15,-1.00
1556.65,-15.25,-4.70,20.06,-1.00
1561.73,-15.28,-5.10,8.41,-1.00
1566.81,-15.31,-4.94,16.00,-1.00
1571.88,-15.33,-5.90,16.69,-1.00
1576.96,-15.36,-5.23,0.42,-1.00
1582.04,-15.39,-5.49,20.96,-1.00
1587.12,-15.42,-5.61,3.83,-1.00
1592.20,-15.45,-6.22,-0.50,-1.00
1597.28,-15.48,-5.76,14.42,-1.00
1602.31,-15.50,-5.57,-8.82,-1.00
1607.35,-15.53,-5.56,6.66,-1.00
1612.43,-15.56,-5.43,6.00,-1.00
1617.49,-15.59,-6.02,3.12,-1.00
1622.55,-15.61,-5.09,10.37,-1.00
1627.59,-15.64,-5.34,4.63,-1.00
1632.66,-15.67,-5.18,14.11,-1.00
1637.74,-15.69,-4.92,26.22,-1.00
1642.82,-15.72,-5.67,11.00,-1.00
1647.90,-15.74,-4.73,15.57,-1.00
1652.94,-15.77,-4.71,12.65,-1.00
1658.02,-15.79,-4.80,6.41,-1.00
1663.10,-15.82,-5.44,9.10,-1.00
1668.13,-15.84,-4.61,13.86,-1.00
1673.18,-15.86,-4.59,14.14,-1.00
1678.25,-15.89,-4.40,9.51,-1.00
1683.33,-15.91,-5.03,3.99,-1.00
1688.41,-15.93,-4.68,0.22,-1.00
1693.48,-15.96,-4.83,4.31,-1.00
1698.56,-15.98,-4.66,7.07,-1.00
1703.64,-16.01,-4.95,-4.26,-1.00
1708.71,-16.03,-5.54,12.80,-1.00
1713.79,-16.06,-5.09,15.68,-1.00
1718.87,-16.08,-4.98,-1.45,-1.00
1723.94,-16.11,-5.11,8.93,-1.00
1729.02,-16.14,-5.12,10.90,-1.00
1734.10,-16.16,-5.81,11.26,-1.00
1739.16,-16.19,-4.54,22.70,-1.00
1744.23,-16.21,-5.58,17.74,-1.00
1749.31,-16.24,-5.02,17.54,-1.00
1754.38,-16.26,-4.96,36.37,-1.00
1759.46,-16.29,-4.96,12.17,-1.00
1764.54,-16.32,-5.64,26.88,-1.00
1769.61,-16.34,-4.95,70.68,-1.00
1774.69,-16.37,-4.80,43.21,-1.00
1779.76,-16.39,-4.78,6.73,-1.00
1784.84,-16.42,-5.58,5.22,-1.00
1789.92,-16.44,-4.73,6.83,-1.00
1794.99,-16.46,-4.69,-1.27,-1.00
1800.07,-16.49,-4.82,3.59,-1.00
1805.15,-16.51,-4.75,-14.29,-1.00
1810.22,-16.54,-4.50,5.15,-1.00
1815.30,-16.56,-5.17,5.38,-1.00
1820.37,-16.58,-4.56,7.54,-1.00
1825.45,-16.61,-4.85,14.80,-1.00
1830.53,-16.63,-4.63,25.72,-1.00
1835.60,-16.65,-4.92,7.15,-1.00
1840.68,-16.68,-4.41,5.88,-1.00
1845.75,-16.70,-4.37,6.18,-1.00
1850.83,-16.72,-4.61,-0.83,-1.00
1855.91,-16.74,-4.50,6.13,-1.00
1860.98,-16.77,-4.52,7.09,-1.00
1866.06,-16.79,-5.25,-3.02,-1.00
1871.14,-16.82,-4.51,2.17,-1.00
1876.21,-16.84,-4.78,6.04,-1.00
1881.29,-16.86,-4.52,-3.59,-1.00
1886.36,-16.89,-5.14,19.19,-1.00
1891.44,-16.91,-4.46,11.80,-1.00
1896.52,-16.93,-4.21,7.66,-1.00
1901.59,-16.98,-4.75,30.57,-1.00
1906.67,-17.00,-4.27,7.52,-1.00
1911.70,-17.02,-4.13,19.80,-1.00
1916.74,-17.02,-4.13,30.07,-1.00
1921.82,-17.04,-4.28,6.30,-1.00
1926.90,-17.06,-4.01,8.41,-1.00
1931.95,-17.10,-4.41,17.57,-1.00
1936.99,-17.12,-4.11,8.80,-1.00
1942.05,-17.15,-4.43,16.13,-1.00
1947.11,-17.17,-4.31,-0.24,-1.00
1952.19,-17.19,-4.27,15.76,-1.00
1957.27,-17.21,-4.93,15.15,-1.00
1962.35,-17.24,-4.51,7.30,-1.00
1967.42,-17.26,-4.30,15.83,-1.00
1972.49,-17.28,-4.64,9.96,-1.00
1977.56,-17.30,-5.15,-6.49,-1.00
1982.64,-17.33,-4.75,4.88,-1.00
1987.71,-17.35,-4.52,10.51,-1.00
1992.78,-17.37,-4.39,5.18,-1.00
1997.82,-17.40,-4.44,15.30,-1.00
2002.87,-17.42,-4.27,16.63,-1.00
2007.95,-17.44,-4.73,4.52,-1.00
2013.03,-17.46,-3.74,20.16,-1.00
2018.10,-17.48,-4.33,8.13,-1.00
2023.18,-17.50,-4.11,22.83,-1.00
2028.26,-17.52,-3.99,9.23,-1.00
2033.33,-17.54,-4.10,-0.65,-1.00
2038.41,-17.56,-3.91,4.63,-1.00
2043.49,-17.58,-3.76,8.67,-1.00
2048.56,-17.60,-4.17,-8.13,-1.00
2053.64,-17.62,-3.69,7.33,-1.00
2058.73,-17.64,-3.73,6.92,-1.00
2063.80,-17.66,-3.73,-2.38,-1.00
2068.88,-17.68,-3.98,4.23,-1.00
2073.95,-17.70,-3.78,10.80,-1.00
2079.03,-17.72,-3.77,9.39,-1.00
2084.10,-17.74,-3.91,9.61,-1.00
2089.16,-17.76,-4.09,12.79,-1.00
2094.19,-17.78,-4.59,6.46,-1.00
2099.24,-17.80,-3.71,20.64,-1.00
2104.28,-17.82,-3.72,3.11,-1.00
2109.36,-17.84,-4.32,16.98,-1.00
2114.44,-17.85,-3.65,21.57,-1.00
2119.51,-17.87,-3.71,40.47,-1.00
2124.57,-17.89,-3.72,96.07,-1.00
2129.64,-17.91,-3.51,73.42,-1.00
2134.71,-17.93,-4.26,76.46,-1.00
2139.78,-17.95,-3.72,19.22,-1.00
2144.86,-17.97,-3.47,7.95,-1.00
2149.94,-17.99,-3.61,15.38,-1.00
2155.02,-18.00,-3.51,19.12,-1.00
2160.09,-18.02,-3.84,11.96,-1.00
2165.12,-18.04,-3.54,4.66,-1.00
2170.20,-18.06,-3.52,18.78,-1.00
2175.23,-18.07,-3.48,11.34,-1.00
2180.31,-18.09,-3.41,20.28,-1.00
2185.38,-18.11,-3.34,7.47,-1.00
2190.43,-18.13,-3.49,-1.89,-1.00
2195.51,-18.14,-3.31,24.56,-1.00
2200.58,-18.16,-3.26,14.24,-1.00
2205.66,-18.18,-3.86,-3.90,-1.00
2210.74,-18.19,-3.39,14.65,-1.00
2215.81,-18.21,-3.47,3.12,-1.00
2220.89,-18.23,-3.59,9.81,-1.00
2225.97,-18.25,-3.50,15.57,-1.00
2231.04,-18.27,-3.44,-4.12,-1.00
2236.12,-18.28,-3.77,4.55,-1.00
2241.20,-18.30,-3.43,18.27,-1.00
2246.27,-18.32,-3.48,-1.19,-1.00
2251.35,-18.34,-3.48,0.75,-1.00
2256.43,-18.35,-3.56,11.75,-1.00
2261.50,-18.37,-3.31,-7.01,-1.00
2266.58,-18.39,-3.67,-4.90,-1.00
2271.66,-18.40,-3.23,5.02,-1.00
2276.73,-18.42,-3.12,2.61,-1.00
2281.81,-18.44,-3.25,9.61,-1.00
2286.89,-18.45,-3.62,16.05,-1.00
2291.97,-18.47,-3.01,10.06,-1.00
2297.04,-18.49,-3.27,22.54,-1.00
2302.12,-18.52,-3.78,15.95,-1.00
2307.15,-18.54,-3.29,16.87,-1.00
2312.18,-18.54,-3.29,26.75,-1.00
2317.22,-18.55,-3.39,12.07,-1.00
2322.30,-18.57,-3.44,28.83,-1.00
2327.34,-18.60,-3.65,3.37,-1.00
2332.42,-18.62,-3.23,17.52,-1.00
2337.50,-18.64,-3.11,17.35,-1.00
2342.58,-18.65,-3.31,6.52,-1.00
2347.66,-18.67,-3.20,9.28,-1.00
2352.74,-18.69,-3.23,18.07,-1.00
2357.81,-18.70,-3.67,7.59,-1.00
2362.87,-18.72,-3.24,5.27,-1.00
2367.94,-18.74,-3.19,6.43,-1.00
2372.99,-18.75,-2.98,1.55,-1.00
2378.08,-18.77,-3.11,7.70,-1.00
2383.15,-18.78,-2.80,5.00,-1.00
2388.23,-18.80,-3.37,11.19,-1.00
2393.31,-18.81,-2.60,17.23,-1.00
2398.38,-18.83,-2.85,14.87,-1.00
2403.46,-18.84,-2.81,16.10,-1.00
2408.53,-18.85,-3.09,28.95,-1.00
2413.61,-18.87,-2.73,9.78,-1.00
2418.69,-18.88,-2.75,22.00,-1.00
2423.77,-18.90,-2.79,12.95,-1.00
2428.84,-18.91,-3.24,6.44,-1.00
2433.92,-18.93,-2.79,12.75,-1.00
2439.00,-18.94,-3.01,14.36,-1.00
2444.07,-18.96,-2.81,-0.05,-1.00
2449.15,-18.97,-2.90,5.54,-1.00
2454.23,-18.98,-2.70,11.28,-1.00
2459.31,-19.00,-3.17,-11.33,-1.00
2464.39,-19.01,-2.92,8.60,-1.00
2469.46,-19.03,-2.86,4.86,-1.00
2474.54,-19.04,-2.72,5.67,-1.00
2479.59,-19.06,-3.37,11.22,-1.00
2484.65,-19.07,-2.89,8.68,-1.00
2489.70,-19.09,-2.86,17.03,-1.00
2494.78,-19.10,-3.08,15.04,-1.00
2499.86,-19.12,-3.02,9.06,-1.00
2504.94,-19.13,-3.43,25.56,-1.00
2510.01,-19.15,-2.95,20.64,-1.00
2515.09,-19.16,-2.97,-1.23,-1.00
2520.14,-19.18,-3.11,21.02,-1.00
2525.18,-19.19,-2.84,-0.82,-1.00
2530.25,-19.21,-3.24,7.75,-1.00
2535.30,-19.22,-2.88,45.15,-1.00
2540.37,-19.24,-3.02,35.94,-1.00
2545.40,-19.25,-2.99,19.17,-1.00
2550.48,-19.27,-2.93,13.17,-1.00
2555.56,-19.28,-3.09,6.54,-1.00
2560.63,-19.30,-2.72,2.89,-1.00
2565.71,-19.31,-2.75,4.58,-1.00
2570.79,-19.33,-3.05,-12.21,-1.00
2575.82,-19.34,-2.90,10.44,-1.00
2580.90,-19.36,-2.68,0.62,-1.00
2585.97,-19.37,-2.85,-7.89,-1.00
2591.05,-19.38,-2.89,13.64,-1.00
2596.12,-19.40,-3.22,5.47,-1.00
2601.20,-19.41,-2.99,0.92,-1.00
2606.28,-19.43,-3.04,7.26,-1.00
2611.35,-19.44,-2.68,-2.01,-1.00
2616.43,-19.46,-2.97,12.28,-1.00
2621.50,-19.47,-2.71,8.88,-1.00
2626.58,-19.48,-2.60,-11.12,-1.00
2631.66,-19.50,-2.82,8.45,-1.00
2636.73,-19.51,-2.60,1.76,-1.00
2641.80,-19.53,-2.69,0.77,-1.00
2646.88,-19.54,-2.86,7.53,-1.00
2651.96,-19.55,-2.58,2.68,-1.00
2657.03,-19.56,-2.36,-3.20,-1.00
2662.10,-19.58,-2.52,2.19,-1.00
2667.18,-19.59,-2.61,11.62,-1.00
2672.26,-19.60,-2.68,7.27,-1.00
2677.33,-19.62,-2.45,21.13,-1.00
2682.41,-19.63,-2.45,19.54,-1.00
2687.49,-19.64,-2.50,6.24,-1.00
2692.56,-19.65,-2.45,21.92,-1.00
2697.63,-19.66,-2.30,18.79,-1.00
2702.70,-19.68,-2.77,21.20,-1.00
2707.74,-19.69,-2.59,16.84,-1.00
2712.82,-19.70,-2.66,7.37,-1.00
2717.90,-19.72,-2.81,3.27,-1.00
2722.97,-19.75,-3.44,8.68,-1.00
2728.05,-19.76,-2.54,-5.14,-1.00
2733.13,-19.78,-2.63,10.16,-1.00
2738.21,-19.79,-2.46,5.53,-1.00
2743.28,-19.80,-2.37,8.49,-1.00
2748.31,-19.81,-2.65,5.93,-1.00
2753.36,-19.82,-2.34,15.70,-1.00
2758.42,-19.83,-2.13,5.54,-1.00
2763.48,-19.84,-1.95,4.53,-1.00
2768.51,-19.86,-2.27,9.54,-1.00
2773.59,-19.87,-2.03,2.58,-1.00
2778.67,-19.88,-2.15,15.49,-1.00
2783.74,-19.89,-2.29,2.11,-1.00
2788.79,-19.90,-2.62,9.53,-1.00
2793.87,-19.91,-2.53,8.74,-1.00
2798.94,-19.93,-2.77,-0.21,-1.00
2804.02,-19.94,-2.66,11.86,-1.00
2809.09,-19.95,-2.50,24.73,-1.00
2814.17,-19.97,-2.55,13.31,-1.00
2819.25,-19.98,-3.06,15.62,-1.00
2824.32,-19.99,-2.29,12.78,-1.00
2829.40,-20.00,-2.36,11.45,-1.00
2834.48,-20.02,-2.21,24.02,-1.00
2839.55,-20.03,-2.50,12.92,-1.00
2844.63,-20.04,-2.41,-1.29,-1.00
2849.71,-20.05,-2.25,7.68,-1.00
2854.78,-20.06,-2.21,2.51,-1.00
2859.86,-20.07,-2.16,-0.65,-1.00
2864.93,-20.08,-2.05,11.71,-1.00
2870.01,-20.10,-2.18,9.57,-1.00
2875.08,-20.11,-2.36,11.59,-1.00
2880.16,-20.12,-2.13,8.46,-1.00
2885.24,-20.13,-2.23,8.42,-1.00
2890.31,-20.14,-2.19,9.78,-1.00
2895.39,-20.15,-2.22,4.66,-1.00
2900.46,-20.16,-2.60,6.60,-1.00
2905.54,-20.17,-2.26,14.21,-1.00
2910.61,-20.19,-2.39,2.73,-1.00
2915.69,-20.20,-2.32,3.77,-1.00
2920.76,-20.21,-2.23,6.37,-1.00
2925.82,-20.22,-2.61,2.08,-1.00
2930.85,-20.23,-2.50,12.95,-1.00
2935.88,-20.25,-2.21,8.21,-1.00
2940.95,-20.26,-2.25,4.97,-1.00
2946.03,-20.27,-2.05,3.86,-1.00
2951.11,-20.28,-2.22,21.77,-1.00
2956.18,-20.29,-1.81,0.82,-1.00
2961.22,-20.30,-1.71,9.57,-1.00
2966.30,-20.30,-1.73,12.42,-1.00
2971.36,-20.31,-1.67,14.79,-1.00
2976.42,-20.32,-2.17,17.23,-1.00
2981.45,-20.33,-1.87,20.26,-1.00
