time,theta_b,dtheta_b,dtheta_w,action
1.17,0.00,0.00,0.00,0.00
2.27,0.00,0.00,0.00,0.00
3.37,0.00,0.00,0.00,0.00
4.49,1.95,-0.05,-176.25,0.00
5.60,1.95,-0.05,-176.25,0.00
6.70,1.95,-0.05,-176.25,0.00
7.80,1.95,-0.05,-176.25,0.00
8.90,2.01,-0.02,-176.25,0.00
10.01,2.01,-0.02,-176.25,0.00
11.11,2.01,-0.02,-176.25,0.00
12.21,2.01,-0.02,-176.25,0.00
13.31,2.07,-0.01,-172.50,0.00
14.42,2.07,-0.01,-172.50,0.00
15.52,2.07,-0.01,-172.50,0.00
16.62,2.14,0.01,-174.37,1.00
17.72,2.14,0.01,-174.37,1.00
18.83,2.14,0.01,-174.37,1.00
19.93,2.14,0.01,-174.37,1.00
21.03,2.20,0.02,-174.37,1.00
22.14,2.20,0.02,-174.37,1.00
23.24,2.20,0.02,-174.37,1.00
24.34,2.20,0.02,-174.37,1.00
25.44,2.27,0.03,-174.37,1.00
26.54,2.27,0.03,-174.37,1.00
27.65,2.27,0.03,-174.37,1.00
28.75,2.27,0.03,-172.50,1.00
29.85,2.33,0.03,-172.50,1.00
30.95,2.33,0.03,-172.50,1.00
32.05,2.33,0.03,-172.50,1.00
33.15,2.40,0.02,-172.50,1.00
34.25,2.40,0.02,-172.50,1.00
35.35,2.40,0.02,-172.50,1.00
36.46,2.40,0.02,-172.50,1.00
37.57,2.46,0.00,-174.37,1.00
38.67,2.46,0.00,-174.37,1.00
39.77,2.46,0.00,-174.37,1.00
40.87,2.46,0.00,-172.50,1.00
41.99,2.46,0.00,-172.50,1.00
43.10,2.46,0.00,-172.50,1.00
44.21,2.53,-0.02,-172.50,1.00
45.30,2.53,-0.02,-174.37,1.00
46.41,2.53,-0.02,-174.37,1.00
47.52,2.53,-0.02,-174.37,1.00
48.63,2.59,-0.02,-174.37,1.00
49.75,2.59,-0.02,-174.37,1.00
50.86,2.59,-0.02,-174.37,1.00
51.97,2.59,-0.02,-174.37,1.00
53.08,2.65,-0.05,-174.37,1.00
54.19,2.65,-0.05,-174.37,1.00
55.30,2.65,-0.05,-174.37,1.00
56.41,2.72,-0.06,-172.50,1.00
57.52,2.72,-0.06,-172.50,1.00
58.63,2.72,-0.06,-172.50,1.00
59.74,2.72,-0.06,-172.50,1.00
60.86,2.78,-0.07,-170.62,1.00
61.97,2.78,-0.07,-170.62,1.00
63.08,2.78,-0.07,-170.62,1.00
64.19,2.78,-0.07,-172.50,1.00
65.30,2.84,-0.07,-172.50,1.00
66.41,2.84,-0.07,-172.50,1.00
