time,theta_b,dtheta_b,dtheta_w,action
1.24,0,0,0,0
2.38,0,0,0,0
3.52,0,0,0,0
4.67,0,0,-174.37,0
5.81,2.11,362.76,-174.37,1
6.95,2.11,362.76,-174.37,1
8.09,2.11,362.76,-176.25,1
9.23,2.11,362.76,-176.25,1
10.38,2.22,26.27,-176.25,0
11.52,2.22,26.27,-176.25,0
12.66,2.22,26.27,-172.5,0
13.8,2.22,26.27,-172.5,0
14.94,2.33,26.49,-172.5,0
16.08,2.33,26.49,-170.62,0
17.22,2.33,26.49,-170.62,0
18.36,2.44,25.52,-170.62,0
19.5,2.44,25.52,-170.62,0
20.64,2.44,25.52,-172.5,0
21.79,2.44,25.52,-172.5,0
22.93,2.55,27,-172.5,0
24.07,2.55,27,-172.5,0
25.21,2.55,27,-172.5,0
26.35,2.55,27,-172.5,0
27.49,2.66,26.22,-172.5,0
28.63,2.66,26.22,-174.37,0
29.77,2.66,26.22,-174.37,0
30.92,2.77,26.44,-174.37,0
32.06,2.77,26.44,-172.5,0
33.2,2.77,26.44,-172.5,0
34.34,2.77,26.44,-172.5,0
35.49,2.88,25.59,-172.5,0
36.63,2.88,25.59,-170.62,0
37.78,2.88,25.59,-170.62,0
38.92,2.88,25.59,-170.62,0
40.06,2.99,25.92,-172.5,0
41.2,2.99,25.92,-172.5,0
42.34,2.99,25.92,-172.5,0
43.48,3.09,25.85,-172.5,0
44.62,3.09,25.85,-172.5,0
45.76,3.09,25.85,-172.5,0
46.91,3.09,25.85,-172.5,0
48.05,3.2,26.26,-170.62,0
49.19,3.2,26.26,-170.62,0
50.33,3.2,26.26,-170.62,0
51.47,3.2,26.26,-170.62,0
52.61,3.31,25.36,-172.5,0
53.75,3.31,25.36,-172.5,0
54.88,3.31,25.36,-172.5,0
56.02,3.42,25.54,-172.5,0
57.15,3.42,25.54,-172.5,0
58.28,3.42,25.54,-172.5,0
59.41,3.42,25.54,-172.5,0
60.54,3.52,25.45,-172.5,0
61.68,3.52,25.45,-172.5,0
62.81,3.52,25.45,-172.5,0
63.94,3.52,25.45,-172.5,0
65.07,3.63,25.87,-172.5,0
66.21,3.63,25.87,-172.5,0
67.48,3.63,25.87,-176.25,0
68.6,3.73,25.3,-176.25,0
69.83,3.73,25.3,-176.25,0
71.07,3.73,25.3,-176.25,0
72.21,3.73,25.3,-170.62,0
73.34,3.84,25.37,-170.62,0
74.46,3.84,25.37,-170.62,0
75.61,3.84,25.37,-172.5,0
76.75,3.95,25.35,-172.5,0
77.88,3.95,25.35,-172.5,0
79.01,3.95,25.35,-172.5,0
80.14,3.95,25.35,-176.25,0
81.27,4.05,24.45,-176.25,0
82.4,4.05,24.45,-176.25,0
83.54,4.05,24.45,-176.25,0
84.67,4.05,24.45,-172.5,0
85.8,4.15,25.15,-172.5,0
86.93,4.15,25.15,-172.5,0
88.06,4.15,25.15,-172.5,0
89.19,4.15,25.15,-172.5,0
90.33,4.26,24.07,-172.5,0
91.46,4.26,24.07,-172.5,0
92.59,4.26,24.07,-172.5,0
93.72,4.36,24.98,-172.5,0
94.86,4.36,24.98,-172.5,0
95.99,4.36,24.98,-172.5,0
97.12,4.36,24.98,-172.5,0
98.25,4.46,24.82,-172.5,0
99.38,4.46,24.82,-172.5,0
