time,theta_b,dtheta_b,dtheta_w
3391.90,-28.60,-1.41,647.24,-1.00
3408.40,-28.60,-1.41,647.24,-1.00
3413.48,-28.60,-1.41,647.24,-1.00
3418.55,-28.60,-1.41,647.24,-1.00
3435.07,-28.60,-1.41,647.24,-1.00
3440.15,-28.60,-1.41,647.24,-1.00
3445.22,-28.97,-5.81,647.24,-1.00
3461.75,-28.97,-5.81,647.24,-1.00
3466.83,-29.02,-6.93,647.24,-1.00
3471.90,-29.05,-8.13,647.24,-1.00
3488.42,-29.09,-1.98,647.24,-1.00
3493.49,-29.12,-7.02,647.24,-1.00
3498.57,-29.14,-5.63,647.24,-1.00
3515.08,-29.16,-4.35,647.24,-1.00
3520.16,-29.17,-0.78,647.24,-1.00
3525.23,-29.18,-2.17,647.24,-1.00
3541.75,-29.19,-1.95,647.24,-1.00
3546.82,-29.21,-3.44,647.24,-1.00
3551.90,-29.23,-4.67,647.24,-1.00
3568.41,-29.26,-6.09,647.24,-1.00
3573.49,-29.28,-1.56,647.24,-1.00
3578.57,-29.31,-6.08,647.24,-1.00
3595.08,-29.33,-5.14,647.24,-1.00
3600.16,-29.36,-2.51,647.24,-1.00
3605.24,-29.36,-0.85,647.24,-1.00
3621.75,-29.36,0.01,647.24,-1.00
3626.83,-29.36,0.81,647.24,-1.00
3631.90,-29.36,-0.21,647.24,-1.00
3648.41,-29.37,-1.92,647.24,-1.00
3653.48,-29.41,-5.49,647.24,-1.00
3658.56,-29.43,-5.18,647.24,-1.00
3675.08,-29.45,-0.66,647.24,-1.00
3680.16,-29.45,-0.04,647.24,-1.00
3685.24,-29.44,1.76,647.24,-1.00
3701.75,-29.43,2.50,647.24,-1.00
3706.83,-29.41,1.20,647.24,-1.00
3711.90,-29.38,5.79,647.24,-1.00
3728.41,-29.36,4.42,647.24,-1.00
3733.49,-29.35,0.34,647.24,-1.00
3738.56,-29.37,-4.02,647.24,-1.00
3755.08,-29.40,-6.21,647.24,-1.00
3760.16,-29.44,-2.42,647.24,-1.00
3765.24,-29.50,-11.53,647.24,-1.00
3781.75,-29.50,-11.53,647.24,-1.00
3786.83,-29.65,-18.77,647.24,-1.00
3791.91,-29.73,-17.27,647.24,-1.00
3808.42,-29.73,-17.27,647.24,-1.00
3813.49,-29.80,-3.82,647.24,-1.00
3818.57,-29.85,-2.28,647.24,-1.00
3835.08,-29.85,-2.28,647.24,-1.00
3840.16,-29.83,1.19,647.24,-1.00
3845.24,-29.72,13.24,647.24,-1.00
3861.75,-29.72,13.24,647.24,-1.00
3866.83,-29.67,2.82,647.24,-1.00
3871.90,-29.63,7.59,647.24,-1.00
3888.42,-29.62,1.88,647.24,-1.00
3893.49,-29.65,-1.38,647.24,-1.00
3898.57,-29.65,-1.38,647.24,-1.00
3915.07,-29.65,-1.38,647.24,-1.00
3920.15,-29.65,-1.38,647.24,-1.00
3925.22,-29.65,-1.38,647.24,-1.00
3941.74,-29.65,-1.38,647.24,-1.00
3946.81,-29.65,-1.38,647.24,-1.00
3951.89,-30.22,-9.17,647.24,-1.00
3968.42,-30.22,-9.17,647.24,-1.00
3973.50,-30.23,-1.71,647.24,-1.00
3978.58,-30.24,-3.47,647.24,-1.00
3995.09,-30.26,-1.28,647.24,-1.00
4000.16,-30.29,-6.34,647.24,-1.00
4005.24,-30.32,-6.52,647.24,-1.00
4021.75,-30.34,-5.56,647.24,-1.00
4026.83,-30.36,-1.00,647.24,-1.00
4031.90,-30.37,-2.12,647.24,-1.00
4048.42,-30.37,-0.24,647.24,-1.00
4053.49,-30.38,-2.64,647.24,-1.00
4058.57,-30.38,-0.83,647.24,-1.00
4075.08,-30.36,1.47,647.24,-1.00
4080.16,-30.32,8.29,647.24,-1.00
4085.23,-30.29,6.85,647.24,-1.00
4101.75,-30.28,3.04,647.24,-1.00
4106.83,-30.30,-1.21,647.24,-1.00
4111.90,-30.35,-11.70,647.24,-1.00
4128.40,-30.42,-16.03,647.24,-1.00
4133.48,-30.54,-12.10,647.24,-1.00
4138.56,-30.57,-6.79,647.24,-1.00
4155.09,-30.58,-0.52,647.24,-1.00
4160.16,-30.57,2.61,647.24,-1.00
4165.24,-30.54,5.61,647.24,-1.00
4181.75,-30.51,6.79,647.24,-1.00
4186.83,-30.49,1.50,647.24,-1.00
4191.90,-30.49,1.50,647.24,-1.00
4208.40,-30.49,1.50,647.24,-1.00
4213.48,-30.49,1.50,647.24,-1.00
4218.55,-30.49,1.50,647.24,-1.00
4235.07,-30.49,1.50,647.24,-1.00
4240.15,-30.49,1.50,647.24,-1.00
4245.23,-30.49,1.50,647.24,-1.00
4261.74,-30.70,-3.55,647.24,-1.00
4266.81,-30.65,4.38,647.24,-1.00
4271.89,-30.65,1.87,647.24,-1.00
4288.42,-30.65,-0.30,647.24,-1.00
4293.50,-30.67,-4.41,647.24,-1.00
4298.57,-30.70,-6.39,647.24,-1.00
4315.08,-30.73,-7.42,647.24,-1.00
4320.16,-30.76,-1.70,647.24,-1.00
4325.23,-30.78,-6.36,647.24,-1.00
4341.75,-30.80,-3.76,647.24,-1.00
4346.83,-30.81,-0.39,647.24,-1.00
4351.90,-30.80,0.85,647.24,-1.00
4368.42,-30.80,0.31,647.24,-1.00
4373.49,-30.80,0.03,647.24,-1.00
4378.57,-30.80,-1.33,647.24,-1.00
4395.09,-30.82,-2.44,647.24,-1.00
4400.16,-30.83,-1.02,647.24,-1.00
4405.24,-30.86,-5.28,647.24,-1.00
4421.74,-30.88,-5.09,647.24,-1.00
4426.81,-30.90,-2.55,647.24,-1.00
4431.89,-30.91,-1.83,647.24,-1.00
4448.42,-30.92,-1.15,647.24,-1.00
4453.49,-30.92,-0.18,647.24,-1.00
4458.57,-30.92,-0.42,647.24,-1.00
4475.07,-30.93,-1.48,647.24,-1.00
4480.15,-30.95,-3.20,647.24,-1.00
4485.23,-30.96,-3.41,647.24,-1.00
4501.75,-30.98,-0.76,647.24,-1.00
4506.83,-30.99,-2.18,647.24,-1.00
4511.90,-31.00,-1.77,647.24,-1.00
4528.42,-31.00,-1.77,647.24,-1.00
4533.49,-31.01,-0.50,647.24,-1.00
4538.57,-31.03,-2.28,647.24,-1.00
4555.09,-31.03,-2.28,647.24,-1.00
4560.16,-31.04,-0.52,647.24,-1.00
4565.24,-31.04,-1.78,647.24,-1.00
4581.75,-31.05,-1.44,647.24,-1.00
4586.83,-31.06,-0.37,647.24,-1.00
4591.90,-31.06,-1.43,647.24,-1.00
4608.42,-31.07,-1.89,647.24,-1.00
4613.49,-31.09,-0.71,647.24,-1.00
4618.57,-31.10,-2.48,647.24,-1.00
4635.08,-31.11,-2.74,647.24,-1.00
4640.16,-31.12,-0.77,647.24,-1.00
4645.23,-31.14,-2.26,647.24,-1.00
4661.75,-31.15,-2.19,647.24,-1.00
4666.83,-31.15,-0.41,647.24,-1.00
4671.90,-31.16,-0.84,647.24,-1.00
4688.42,-31.16,-0.84,647.24,-1.00
4693.49,-31.16,-0.24,647.24,-1.00
4698.57,-31.16,-0.24,647.24,-1.00
4715.07,-31.16,-0.24,647.24,-1.00
4720.15,-31.16,-0.24,647.24,-1.00
4725.22,-31.16,-0.24,647.24,-1.00
4741.74,-31.16,-0.24,647.24,-1.00
4746.82,-31.16,-0.24,647.24,-1.00
4751.90,-31.16,-0.24,647.24,-1.00
4768.42,-31.42,-4.07,647.24,-1.00
4773.50,-31.39,1.41,647.24,-1.00
4778.59,-31.40,-2.59,647.24,-1.00
4795.09,-31.43,-1.52,647.24,-1.00
4800.16,-31.46,-8.37,647.24,-1.00
4805.24,-31.49,-7.74,647.24,-1.00
4821.74,-31.52,-6.93,647.24,-1.00
4826.82,-31.54,-1.38,647.24,-1.00
4831.89,-31.53,2.70,647.24,-1.00
4848.42,-31.51,4.61,647.24,-1.00
4853.49,-31.50,1.08,647.24,-1.00
4858.57,-31.48,2.89,647.24,-1.00
4875.08,-31.48,0.08,647.24,-1.00
4880.16,-31.51,-4.86,647.24,-1.00
4885.24,-31.54,-6.46,647.24,-1.00
4901.75,-31.57,-7.13,647.24,-1.00
4906.83,-31.59,-1.55,647.24,-1.00
4911.90,-31.62,-5.01,647.24,-1.00
4928.40,-31.63,-2.44,647.24,-1.00
4933.48,-31.62,1.96,647.24,-1.00
4938.56,-31.61,3.54,647.24,-1.00
4955.08,-31.59,3.49,647.24,-1.00
4960.15,-31.58,0.68,647.24,-1.00
4965.23,-31.58,0.56,647.24,-1.00
4981.74,-31.59,-1.94,647.24,-1.00
4986.81,-31.63,-6.04,647.24,-1.00
4991.89,-31.66,-6.59,647.24,-1.00
5008.42,-31.68,-1.47,647.24,-1.00
5013.49,-31.70,-4.13,647.24,-1.00
5018.57,-31.72,-2.35,647.24,-1.00
5035.08,-31.72,-2.35,647.24,-1.00
5040.16,-31.72,-0.02,647.24,-1.00
5045.24,-31.70,2.45,647.24,-1.00
5061.75,-31.70,2.45,647.24,-1.00
5066.83,-31.69,0.60,647.24,-1.00
5071.90,-31.68,1.16,647.24,-1.00
5088.42,-31.68,-0.25,647.24,-1.00
5093.49,-31.69,-0.55,647.24,-1.00
5098.57,-31.71,-3.31,647.24,-1.00
5115.08,-31.73,-3.72,647.24,-1.00
5120.16,-31.75,-1.09,647.24,-1.00
5125.23,-31.77,-1.87,647.24,-1.00
5141.75,-31.77,-1.87,647.24,-1.00
5146.83,-31.77,-0.11,647.24,-1.00
5151.90,-31.76,1.26,647.24,-1.00
5168.42,-31.76,1.26,647.24,-1.00
5173.49,-31.76,0.35,647.24,-1.00
5178.57,-31.76,0.34,647.24,-1.00
