time,theta_b,dtheta_b,dtheta_w,action
8713.06,45.70,-45.65,5595.00,2.00
8720.70,45.35,-46.00,6028.13,2.00
8726.96,45.00,-56.14,6028.13,2.00
8733.72,44.65,-52.03,6028.13,2.00
8740.09,44.30,-55.24,6497.81,2.00
8746.67,43.95,-53.40,6497.81,2.00
8752.38,43.59,-61.57,6942.19,2.00
8757.58,43.24,-67.58,6942.19,2.00
8764.61,42.89,-50.04,7310.62,2.00
8770.25,42.54,-62.27,7310.62,2.00
8775.68,42.19,-64.77,7310.62,2.00
8780.71,41.84,-69.85,7769.06,2.00
8786.29,41.48,-63.00,7769.06,2.00
8791.82,41.13,-63.67,8238.75,2.00
8796.82,40.78,-70.24,8238.75,2.00
8801.55,40.43,-74.33,8238.75,2.00
8807.48,40.08,-59.30,8624.06,2.00
8812.07,39.73,-76.56,8624.06,2.00
8817.59,39.38,-63.68,8624.06,2.00
8822.39,39.02,-73.32,9079.69,2.00
8826.88,38.67,-78.30,9079.69,2.00
8830.41,38.32,-99.56,9079.69,2.00
8834.68,37.97,-82.31,9540.94,2.00
8839.91,37.62,-67.21,9540.94,2.00
8845.32,37.27,-65.03,9540.94,2.00
8850.03,36.91,-74.64,9870.00,2.00
8854.99,36.56,-70.78,9870.00,2.00
8858.14,36.21,-111.78,9870.00,2.00
8862.54,35.86,-79.92,10359.37,2.00
8866.37,35.51,-91.62,10359.37,2.00
8869.73,35.16,-104.88,10359.37,2.00
8873.58,34.80,-91.10,10359.37,2.00
8878.45,34.45,-72.34,10758.75,2.00
8883.82,34.10,-65.39,10758.75,2.00
8888.47,33.75,-75.62,10758.75,2.00
8891.94,33.40,-101.43,11191.88,2.00
8895.01,33.05,-114.40,11191.88,2.00
8898.19,32.70,-110.48,11191.88,2.00
8901.54,32.34,-105.13,11191.88,2.00
8905.21,31.99,-95.69,11644.69,2.00
8908.96,31.64,-93.78,11644.69,2.00
8914.42,31.29,-64.37,11644.69,2.00
8919.75,30.94,-66.02,11987.81,2.00
8923.04,30.59,-106.83,11987.81,2.00
8926.39,30.23,-104.76,11987.81,2.00
8928.49,29.88,-167.97,11987.81,2.00
8930.75,29.53,-155.08,11987.81,2.00
8933.89,29.18,-112.03,12471.56,0.00
8937.34,28.83,-101.99,12471.56,0.00
8941.47,28.48,-84.96,12471.56,0.00
8948.97,28.12,-46.89,12584.06,2.00
8952.86,27.77,-90.54,12584.06,2.00
8956.27,27.42,-103.07,12584.06,2.00
8958.48,27.07,-159.08,12584.06,2.00
8960.42,26.72,-180.57,12584.06,2.00
8962.66,26.37,-157.16,12485.63,0.00
8966.09,26.02,-102.53,12485.63,0.00
8969.59,25.66,-100.30,12485.63,0.00
8978.75,25.31,-38.40,12505.31,0.00
8982.67,24.96,-89.68,12505.31,0.00
8985.98,24.61,-106.05,12505.31,0.00
8988.42,24.26,-144.14,12505.31,0.00
8990.38,23.91,-179.19,12181.87,0.00
8993.09,23.55,-130.11,12181.87,0.00
8995.70,23.20,-134.39,12181.87,0.00
9000.32,22.85,-76.10,12181.87,0.00
9012.01,22.50,-30.09,11560.31,2.00
9015.93,22.15,-89.59,11560.31,2.00
9017.85,21.80,-183.39,11560.31,2.00
9020.16,21.45,-152.13,11349.37,0.00
9021.86,21.09,-206.80,11349.37,0.00
9024.91,20.74,-115.23,11349.37,0.00
9028.48,20.39,-98.37,11349.37,0.00
9042.05,20.04,-25.92,11355.00,0.00
9045.66,19.69,-97.33,11355.00,0.00
9048.19,19.34,-139.01,11051.25,0.00
9050.50,18.98,-151.99,11051.25,0.00
9052.56,18.63,-170.41,11051.25,0.00
9055.16,18.28,-135.32,11051.25,0.00
9060.04,17.93,-72.01,11051.25,0.00
9075.21,17.58,-23.18,10016.25,0.00
9078.35,17.23,-112.03,10016.25,0.00
9080.84,16.88,-141.25,10016.25,0.00
9082.84,16.52,-175.43,10016.25,0.00
9085.87,16.17,-116.30,10016.25,0.00
9103.11,15.82,-20.39,8972.81,0.00
9107.58,15.47,-78.56,8972.81,0.00
9110.08,15.12,-140.68,8972.81,0.00
9113.14,14.77,-115.00,8972.81,0.00
9117.19,14.41,-86.78,8562.19,0.00
9133.58,14.06,-21.45,8089.69,0.00
9138.80,13.71,-67.44,8089.69,0.00
9143.04,13.36,-82.86,8089.69,0.00
9149.20,13.01,-57.07,7515.94,0.00
9166.68,12.66,-20.11,7105.31,0.00
9170.99,12.30,-81.63,7105.31,0.00
9176.74,11.95,-61.13,6638.44,0.00
9197.00,11.60,-17.35,6135.00,0.00
9203.78,11.25,-51.87,5628.75,2.00
9226.99,10.90,-15.15,5353.12,2.00
9235.01,10.55,-43.84,5625.94,2.00
9251.66,10.20,-21.11,6078.75,2.00
9257.11,9.84,-64.50,6078.75,2.00
9270.97,9.49,-25.37,6464.06,0.00
9281.78,9.14,-32.52,6753.75,2.00
9287.78,8.79,-58.61,6753.75,2.00
9303.79,8.44,-21.95,6689.06,0.00
9312.56,8.09,-40.11,6689.06,0.00
9329.18,7.73,-21.15,6323.44,0.00
9341.37,7.38,-28.85,5879.06,2.00
9361.38,7.03,-17.57,5808.75,2.00
9369.32,6.68,-44.31,5808.75,2.00
9385.92,6.33,-21.17,6213.75,0.00
9397.08,5.98,-31.51,6523.12,2.00
9409.02,5.62,-29.43,6376.88,0.00
9423.42,5.27,-24.42,6503.44,0.00
9443.57,4.92,-17.44,6129.38,2.00
9456.17,4.57,-27.89,5822.81,2.00
9471.45,4.22,-23.02,6118.13,0.00
9485.13,3.87,-25.69,6385.31,2.00
9506.14,3.52,-16.73,6264.37,0.00
9530.46,3.16,-14.45,5665.31,2.00
9550.30,2.81,-17.72,5879.06,2.00
9567.80,2.46,-20.10,6306.56,2.00
9579.90,2.11,-29.05,6795.94,0.00
9595.85,1.76,-22.04,7080.00,0.00
9620.96,1.41,-14.00,6216.56,0.00
9660.93,1.05,-8.79,5670.94,2.00
9690.57,0.70,-11.86,6596.25,2.00
9705.43,0.35,-23.66,7043.44,0.00
9725.31,0.00,-17.69,7265.62,0.00
9751.38,-0.35,-13.49,6531.56,0.00
9881.54,0.00,2.70,5035.31,0.00
10006.47,-0.35,-2.81,7068.75,2.00
10022.77,-0.70,-21.56,7504.69,2.00
10040.93,-1.05,-19.36,7906.88,0.00
10059.34,-1.41,-19.09,7808.44,0.00
10166.18,-1.05,3.29,4512.19,0.00
10181.57,-0.70,22.84,4101.56,2.00
10207.94,-0.35,13.33,3887.81,2.00
