time,theta_b,dtheta_b,dtheta_w
10794.46,-6.95,-63.92,-37009.99
10799.74,-7.26,-57.73,-37024.09
10805.03,-7.55,-61.43,-37035.54
10810.32,-7.83,-53.17,-37031.27
10815.61,-8.12,-62.31,-37014.55
10820.87,-8.40,-52.84,-37025.32
10826.15,-8.68,-58.23,-37036.38
10831.44,-9.23,-58.34,-37030.61
10836.73,-9.50,-52.14,-37022.76
10842.02,-9.78,-57.94,-37026.22
10847.30,-10.05,-51.16,-37029.70
10852.59,-10.32,-57.52,-37032.02
10857.88,-10.58,-49.47,-37027.02
10863.17,-10.84,-54.25,-37040.65
10868.42,-11.09,-47.61,-37029.79
10873.71,-11.33,-51.96,-37018.64
10879.00,-11.57,-45.87,-37027.00
10884.29,-11.81,-51.48,-37039.86
10889.57,-12.06,-45.82,-37030.61
10894.87,-12.30,-50.54,-37011.39
10900.15,-12.53,-44.16,-37028.05
10905.44,-12.76,-49.29,-37042.82
10910.71,-12.99,-42.57,-37031.77
10915.99,-13.20,-45.93,-37020.51
10921.28,-13.62,-44.00,-37022.46
10926.57,-13.83,-38.34,-37034.29
10931.86,-14.03,-42.46,-37032.76
10937.14,-14.22,-37.31,-37026.87
10942.43,-14.42,-41.03,-37033.73
10947.72,-14.60,-35.20,-37030.32
10952.98,-14.78,-38.37,-37028.64
10958.26,-14.95,-32.58,-37024.96
10963.55,-15.12,-35.05,-37040.71
10968.84,-15.28,-29.79,-37029.02
10974.13,-15.43,-32.64,-37012.01
10979.41,-15.58,-28.12,-37026.70
10984.70,-15.72,-30.36,-37041.86
10989.99,-15.86,-26.69,-37030.92
10995.26,-16.00,-25.71,-37016.88
11000.54,-16.14,-28.95,-37021.98
11005.83,-16.26,-26.82,-37039.42
11011.12,-16.39,-23.08,-37029.16
11016.41,-16.50,-24.07,-37020.96
11021.70,-16.71,-20.89,-37024.43
11026.98,-16.80,-17.93,-37028.91
11032.27,-16.89,-18.77,-37031.74
11037.53,-16.97,-15.58,-37020.39
11042.82,-17.05,-16.59,-37041.24
11048.11,-17.12,-14.14,-37028.34
11053.40,-17.19,-14.54,-37013.70
11058.68,-17.25,-11.57,-37024.34
11063.98,-17.31,-10.10,-37035.40
11069.26,-17.35,-10.17,-37030.85
11074.55,-17.39,-7.36,-37014.36
11079.84,-17.43,-7.04,-37023.61
11085.10,-17.45,-5.16,-37038.65
11090.38,-17.48,-4.73,-37031.52
11095.67,-17.49,-3.21,-37023.86
11100.96,-17.50,-2.32,-37024.86
11106.25,-17.51,-0.97,-37032.55
11111.54,-17.51,0.58,-37030.67
11116.82,-17.48,3.79,-37015.62
11122.11,-17.45,4.96,-37035.15
11127.37,-17.42,7.29,-37029.43
11132.65,-17.38,7.84,-37023.42
11137.94,-17.33,9.98,-37027.56
11143.23,-17.28,9.98,-37030.45
11148.52,-17.22,12.58,-37029.52
11153.80,-17.15,12.10,-37014.64
11159.09,-17.08,15.00,-37024.81
11164.38,-17.01,14.24,-37042.49
11169.64,-16.93,17.22,-37027.81
11174.93,-16.84,16.34,-37017.80
11180.22,-16.75,19.91,-37027.25
11185.51,-16.65,18.56,-37038.69
11190.79,-16.54,22.15,-37029.18
11196.08,-16.43,20.52,-37012.37
11201.37,-16.32,21.41,-37028.72
11206.66,-16.20,25.13,-37031.00
11211.92,-15.95,27.46,-37031.59
11217.21,-15.82,28.61,-37022.51
11222.50,-15.68,26.48,-37020.92
11227.79,-15.53,31.09,-37026.17
11233.07,-15.38,28.61,-37015.17
11238.36,-15.22,29.80,-37027.35
11243.65,-15.06,34.33,-37033.70
11248.94,-14.89,31.46,-37030.06
11254.21,-14.72,36.45,-37015.79
11259.49,-14.55,33.43,-37025.22
11264.78,-14.37,38.25,-37041.12
11270.07,-14.18,35.09,-37031.27
11275.36,-13.99,40.44,-37012.59
11280.65,-13.80,36.65,-37023.46
11285.94,-13.60,42.42,-37035.36
11291.22,-13.39,38.47,-37032.99
11296.51,-13.19,44.14,-37019.08
11301.76,-12.76,45.42,-37025.75
11307.04,-12.54,40.94,-37025.52
11312.33,-12.32,46.59,-37022.35
11317.62,-12.10,42.17,-37025.91
11322.91,-11.87,48.24,-37024.03
11328.20,-11.64,43.48,-37032.55
11333.48,-11.41,49.82,-37014.25
11338.77,-11.17,44.91,-37026.62
11344.03,-10.93,50.87,-37039.62
11349.32,-10.69,46.18,-37028.57
11354.61,-10.44,52.28,-37019.45
11359.89,-10.19,47.06,-37022.71
11365.18,-9.94,53.63,-37039.21
11370.47,-9.69,48.12,-37028.97
11375.76,-9.44,46.11,-37015.18
11381.04,-9.17,57.53,-37024.60
11386.32,-8.96,39.30,-37032.18
11391.60,-8.81,32.25,-37028.96
11396.89,-8.61,38.78,-37015.77
11402.18,-8.45,32.54,-37022.05
11407.47,-8.24,23.68,-37028.59
11412.75,-8.03,38.20,-37016.61
11418.04,-7.86,37.38,-37028.71
11423.33,-7.66,36.47,-37030.47
11428.59,-7.44,46.95,-37029.01
11433.88,-7.21,42.96,-37018.77
11439.16,-7.00,45.36,-37027.00
11444.45,-6.79,40.78,-37041.66
11449.74,-6.57,45.10,-37026.59
11455.03,-6.42,29.36,-37015.28
11460.31,-6.27,31.84,-37023.28
11465.60,-6.10,32.62,-37037.53
11470.87,-5.95,31.93,-37029.39
11476.15,-5.79,30.36,-37012.21
11481.44,-5.59,42.17,-37025.01
11486.73,-5.36,41.68,-37028.79
11492.02,-5.13,48.95,-37029.74
11497.30,-4.66,50.60,-37022.66
11502.59,-4.45,39.86,-37022.95
11507.88,-4.27,34.77,-37034.39
11513.17,-4.09,37.73,-37013.07
11518.43,-3.93,34.05,-37025.82
11523.72,-3.78,28.65,-37040.59
11529.00,-3.62,34.26,-37027.40
11534.29,-3.44,34.01,-37012.38
11539.58,-3.24,41.53,-37021.17
11544.87,-3.03,39.12,-37037.36
11550.15,-2.82,46.03,-37028.29
11555.44,-2.60,40.38,-37015.25
11560.70,-2.40,43.37,-37021.78
11565.99,-2.21,35.19,-37034.99
11571.27,-2.04,33.04,-37031.69
11576.56,-1.88,34.29,-37017.46
11581.85,-1.72,29.09,-37023.59
11587.14,-1.57,32.57,-37027.50
11592.42,-1.24,37.02,-37023.02
11597.71,-1.06,34.20,-37024.41
11602.98,-0.87,39.69,-37023.34
11608.26,-0.68,35.28,-37029.05
11613.55,-0.50,38.55,-37011.19
11618.84,-0.33,32.61,-37024.94
11624.13,-0.17,33.58,-37037.60
11629.42,-0.02,27.81,-37026.26
11634.71,0.11,29.20,-37019.04
11639.99,0.24,24.85,-37023.72
11645.26,0.38,27.86,-37037.98
11650.54,0.51,25.65,-37031.67
11655.83,0.65,29.09,-37016.50
11661.12,0.79,26.86,-37024.38
11666.41,0.93,29.70,-37030.29
11671.70,1.06,25.39,-37030.32
11676.98,1.19,27.15,-37020.77
11682.27,1.42,23.88,-37023.27
11687.54,1.42,23.88,-37029.95
11692.83,1.63,21.45,-37015.33
11698.11,1.72,18.15,-37026.39
11703.40,1.82,19.79,-37034.18
11708.69,1.91,17.11,-37029.78
11713.98,1.99,17.88,-37014.04
11719.27,2.08,16.90,-37021.55
11724.55,2.17,17.99,-37039.79
11729.84,2.24,14.03,-37030.54
11735.09,2.31,14.86,-37017.47
11740.38,2.38,11.94,-37021.99
11745.66,2.43,12.54,-37035.74
11750.95,2.48,9.42,-37029.69
11756.24,2.53,9.25,-37014.67
11761.53,2.57,7.33,-37030.32
11766.81,2.60,7.28,-37030.81
11772.10,2.63,5.85,-37031.37
11777.37,2.66,6.15,-37019.25
11782.65,2.71,4.60,-37023.67
11787.94,2.73,3.36,-37030.62
11793.23,2.74,2.34,-37011.46
11798.52,2.74,1.01,-37021.45
11803.81,2.74,-0.22,-37033.87
11809.09,2.73,-1.80,-37025.16
11814.38,2.72,-2.78,-37013.95
11819.64,2.69,-4.72,-37028.06
11824.93,2.67,-5.81,-37040.90
11830.22,2.64,-5.37,-37028.93
11835.51,2.61,-6.83,-37021.91
11840.79,2.57,-6.61,-37024.25
11846.08,2.53,-7.92,-37035.44
11851.37,2.49,-7.82,-37028.67
11856.66,2.45,-9.94,-37030.29
11861.93,2.39,-9.79,-37032.84
11867.21,2.34,-10.76,-37028.96
11872.50,2.21,-14.51,-37030.25
11877.79,2.13,-13.47,-37024.52
11883.08,2.06,-15.79,-37040.23
11888.36,1.98,-14.52,-37028.10
11893.65,1.90,-14.96,-37013.95
11898.94,1.82,-17.15,-37026.44
11904.20,1.74,-15.95,-37036.93
11909.49,1.65,-18.35,-37031.28
11914.78,1.56,-17.37,-37015.59
11920.06,1.46,-20.30,-37023.48
11925.35,1.36,-19.19,-37038.34
11930.64,1.25,-22.84,-37029.83
11935.92,1.14,-21.01,-37022.51
11941.21,1.03,-24.21,-37025.71
11946.50,0.92,-21.77,-37034.23
11951.76,0.80,-24.70,-37030.27
11957.05,0.68,-22.38,-37019.48
11962.34,0.56,-25.38,-37039.66
11967.62,0.44,-22.92,-37028.15
11972.91,0.32,-26.21,-37016.30
11978.20,0.06,-28.07,-37025.55
11983.49,-0.08,-25.52,-37030.31
11988.77,-0.22,-29.10,-37030.30
11994.03,-0.35,-26.11,-37018.00
11999.32,-0.49,-29.76,-37022.91
12004.61,-0.63,-26.27,-37039.87
12009.90,-0.77,-29.44,-37029.74
12015.18,-0.91,-26.24,-37015.34
12020.47,-1.05,-29.68,-37020.59
12025.76,-1.19,-26.65,-37033.67
12031.05,-1.33,-30.30,-37031.52
12036.31,-1.48,-27.33,-37016.25
12041.60,-1.62,-31.04,-37024.36
12046.89,-1.77,-27.67,-37026.95
12052.17,-1.92,-31.44,-37023.00
12057.46,-2.07,-28.07,-37025.43
12062.75,-2.22,-27.85,-37026.33
12068.04,-2.36,-31.58,-37031.69
12073.32,-2.66,-31.85,-37015.74
12078.59,-2.81,-27.96,-37026.17
12083.88,-2.96,-31.48,-37040.21
12089.17,-3.11,-28.32,-37027.36
12094.46,-3.26,-32.12,-37010.89
12099.74,-3.42,-29.58,-37025.06
12105.03,-3.56,-30.53,-37035.68
12110.32,-3.69,-23.79,-37025.52
12115.61,-3.75,-13.19,-37013.81
12120.87,-3.88,-24.47,-37025.60
12126.16,-3.94,-13.39,-37031.77
12131.44,-3.93,2.70,-37029.65
12136.73,-3.93,-0.46,-37024.27
12142.02,-3.91,2.63,-37022.38
12147.30,-3.85,13.07,-37032.75
12152.59,-3.78,13.94,-37015.06
12157.88,-3.73,10.56,-37024.79
12163.17,-3.57,19.45,-37040.69
12168.42,-3.52,11.03,-37028.77
12173.71,-3.47,10.35,-37015.82
12179.00,-3.40,11.69,-37024.91
12184.28,-3.36,7.71,-37037.98
12189.57,-3.34,5.08,-37028.41
12194.86,-3.31,5.57,-37012.01
12200.15,-3.27,7.52,-37023.68
12205.43,-3.24,6.00,-37032.59
12210.70,-3.21,7.38,-37029.71
12215.99,-3.16,8.51,-37019.51
12221.27,-3.13,7.84,-37024.16
12226.56,-3.10,5.58,-37035.18
12231.85,-3.07,5.61,-37018.01
12237.13,-3.05,3.74,-37030.81
12242.42,-3.04,1.05,-37033.88
12247.71,-3.04,0.32,-37029.63
12252.98,-3.03,1.81,-37025.31
12258.26,-3.02,2.55,-37025.84
12263.55,-3.00,4.58,-37039.58
12268.84,-2.92,8.61,-37028.46
12274.13,-2.88,7.37,-37015.00
12279.41,-2.85,8.17,-37024.81
12284.71,-2.81,6.17,-37034.90
12289.99,-2.79,4.93,-37027.62
12295.25,-2.77,3.04,-37016.64
12300.54,-2.76,2.44,-37025.43
12305.83,-2.75,2.16,-37040.46
12311.12,-2.74,3.26,-37027.64
12316.41,-2.71,4.32,-37021.00
12321.69,-2.68,6.32,-37019.70
12326.98,-2.65,5.92,-37032.91
12332.27,-2.62,7.33,-37028.63
12337.54,-2.59,5.76,-37025.26
12342.82,-2.56,5.06,-37043.93
12348.11,-2.55,3.07,-37028.73
12353.40,-2.54,1.92,-37017.32
12358.69,-2.53,-0.18,-37025.21
12363.97,-2.53,-0.04,-37032.49
12369.26,-2.53,0.74,-37031.79
12374.55,-2.52,1.66,-37015.36
12379.84,-2.51,2.10,-37024.28
12385.09,-2.50,2.30,-37038.72
12390.38,-2.49,2.71,-37032.38
12395.66,-2.48,1.49,-37019.29
12400.95,-2.48,0.52,-37023.18
12406.24,-2.48,-0.72,-37033.63
12411.53,-2.49,-1.37,-37028.27
12416.81,-2.50,-1.68,-37026.82
12422.10,-2.51,-2.07,-37032.78
12427.37,-2.51,-1.51,-37029.44
12432.65,-2.52,-0.63,-37028.25
12437.94,-2.52,0.29,-37022.23
12443.23,-2.51,0.74,-37039.78
12448.52,-2.50,0.86,-37031.31
12453.80,-2.50,0.10,-37014.61
12459.09,-2.51,-0.89,-37027.72
12464.38,-2.52,-1.68,-37041.88
12469.65,-2.53,-2.34,-37031.52
12474.94,-2.54,-2.21,-37015.82
12480.22,-2.55,-2.84,-37025.87
12485.51,-2.57,-2.67,-37038.03
12490.80,-2.58,-2.94,-37028.61
12496.08,-2.59,-2.39,-37024.50
12501.37,-2.61,-2.56,-37023.20
12506.66,-2.62,-3.04,-37034.72
12511.92,-2.64,-2.86,-37027.90
12517.21,-2.65,-3.59,-37020.09
12522.50,-2.67,-3.93,-37041.05
12527.78,-2.70,-4.97,-37028.62
12533.07,-2.72,-4.70,-37017.57
12538.36,-2.75,-5.58,-37024.94
12543.65,-2.80,-5.99,-37038.66
12548.93,-2.83,-5.27,-37030.93
12554.20,-2.86,-5.64,-37014.10
12559.49,-2.88,-4.84,-37023.72
12564.78,-2.91,-5.45,-37040.95
12570.06,-2.94,-5.05,-37030.77
12575.35,-2.96,-5.92,-37015.32
12580.63,-2.99,-5.50,-37023.16
12585.92,-3.03,-6.90,-37037.38
12591.21,-3.06,-6.35,-37031.67
12596.50,-3.09,-7.28,-37026.64
12601.75,-3.13,-6.63,-37030.09
12607.04,-3.16,-7.25,-37029.17
12612.33,-3.20,-6.06,-37024.23
12617.62,-3.23,-6.49,-37020.89
12622.91,-3.26,-5.73,-37021.16
12628.19,-3.29,-6.91,-37030.10
12633.48,-3.32,-5.36,-37014.72
12638.77,-3.34,-5.06,-37026.57
12644.04,-3.37,-3.80,-37038.96
12649.32,-3.38,-1.77,-37029.34
12654.61,-3.37,1.46,-37017.10
12659.90,-3.36,2.18,-37023.64
12665.19,-3.35,3.51,-37039.80
12670.47,-3.32,4.63,-37028.98
12675.76,-3.30,5.69,-37020.62
12681.05,-3.27,3.92,-37022.76
12686.31,-3.26,3.48,-37032.44
12691.60,-3.24,3.24,-37032.20
12696.88,-3.23,2.60,-37020.00
12702.17,-3.22,2.45,-37042.41
12707.46,-3.21,1.98,-37027.95
12712.75,-3.19,2.27,-37020.22
12718.03,-3.18,2.23,-37025.77
12723.32,-3.17,2.32,-37031.45
12728.59,-3.16,2.22,-37031.50
12733.87,-3.15,2.30,-37015.68
12739.16,-3.13,1.78,-37025.25
12744.45,-3.12,1.25,-37038.66
12749.74,-3.12,1.14,-37030.23
12755.03,-3.12,0.68,-37021.81
12760.31,-3.11,0.30,-37020.63
12765.60,-3.11,0.33,-37035.27
12770.87,-3.11,0.70,-37030.82
12776.16,-3.10,0.97,-37017.76
12781.44,-3.10,1.08,-37032.32
12786.73,-3.09,1.22,-37029.91
12792.02,-3.09,1.34,-37026.57
12797.30,-3.08,0.88,-37022.85
12802.59,-3.08,0.84,-37023.88
12807.88,-3.08,0.45,-37029.91
12813.16,-3.07,0.20,-37009.92
12818.42,-3.08,-0.44,-37024.50
12823.71,-3.08,-0.39,-37036.66
12828.99,-3.08,-0.33,-37028.00
12834.28,-3.08,-0.31,-37012.62
12839.56,-3.08,-0.23,-37023.94
12844.84,-3.09,-0.57,-37038.09
12850.12,-3.09,-0.75,-37031.66
12855.41,-3.10,-1.03,-37021.64
12860.69,-3.10,-1.18,-37023.83
12865.97,-3.11,-1.66,-37034.86
12871.25,-3.12,-1.65,-37027.84
12876.53,-3.13,-1.87,-37020.62
12881.82,-3.14,-1.74,-37035.98
12887.10,-3.14,-1.87,-37028.09
12892.38,-3.15,-1.72,-37022.65
12897.66,-3.16,-1.91,-37023.46
12902.94,-3.17,-1.70,-37025.62
12908.23,-3.18,-2.00,-37030.51
12913.51,-3.19,-2.12,-37013.04
12918.79,-3.20,-2.33,-37025.93
12924.03,-3.21,-2.09,-37043.76
12929.31,-3.23,-2.27,-37029.19
12934.59,-3.24,-1.80,-37016.13
12939.87,-3.25,-1.08,-37024.30
12945.16,-3.25,-0.83,-37038.82
12950.44,-3.26,-0.45,-37030.39
12955.72,-3.26,-0.33,-37018.17
12961.00,-3.26,-0.13,-37025.91
12966.29,-3.26,-0.09,-37032.61
12971.57,-3.26,-0.07,-37031.50
12976.85,-3.26,-0.14,-37020.61
12982.13,-3.26,-0.03,-37020.26
12987.42,-3.26,-0.61,-37028.75
0.00,0.00,0.00,0.00
