time,theta_b,dtheta_b,dtheta_w
3635.39,-5.09,-1.12,-37101.74
3640.67,-5.10,-1.26,-37096.87
3645.95,-5.10,-0.77,-37111.23
3651.23,-5.11,-1.03,-37102.60
3656.51,-5.11,-0.74,-37086.39
3661.75,-5.11,-0.55,-37100.76
3667.03,-5.12,-0.51,-37111.93
3672.31,-5.12,-0.52,-37105.36
3677.59,-5.12,-0.35,-37087.76
3682.88,-5.12,-0.44,-37094.13
3688.16,-5.13,-0.27,-37107.45
3693.44,-5.13,-0.55,-37094.03
3698.72,-5.13,-0.52,-37094.32
3704.00,-5.13,-0.50,-37095.26
3709.28,-5.14,-0.71,-37106.75
3714.56,-5.14,-0.81,-37103.66
3719.84,-5.15,-0.81,-37092.06
3725.08,-5.15,-1.12,-37112.10
3730.36,-5.16,-1.15,-37103.31
3735.65,-5.16,-0.83,-37095.21
3740.93,-5.17,-0.39,-37095.14
3746.21,-5.16,0.24,-37100.62
3751.49,-5.16,0.85,-37103.59
3756.77,-5.15,1.18,-37086.40
3762.05,-5.15,1.13,-37096.23
3767.33,-5.14,0.90,-37109.52
3772.61,-5.14,0.78,-37102.04
3777.89,-5.14,0.47,-37086.79
3783.17,-5.14,0.33,-37096.33
3788.42,-5.13,0.43,-37109.67
3793.70,-5.13,0.33,-37102.38
3798.98,-5.13,0.71,-37088.70
3804.26,-5.12,0.75,-37097.03
3809.54,-5.12,1.13,-37102.00
3814.82,-5.11,0.91,-37093.36
3820.10,-5.11,1.05,-37098.21
3825.39,-5.10,1.12,-37103.30
3830.67,-5.09,1.19,-37101.89
3835.95,-5.09,1.27,-37105.54
3841.23,-5.08,1.57,-37098.42
3846.51,-5.07,1.21,-37113.45
3851.75,-5.07,1.34,-37101.71
3857.03,-5.06,1.13,-37086.79
3862.31,-5.06,1.09,-37100.31
3867.59,-5.05,0.75,-37108.70
3872.87,-5.05,0.71,-37102.77
3878.16,-5.04,0.77,-37087.70
3883.44,-5.04,0.84,-37095.55
3888.72,-5.04,0.75,-37109.51
3894.00,-5.03,0.94,-37102.81
3899.28,-5.03,0.82,-37097.90
3904.56,-5.02,0.80,-37095.14
3909.84,-5.02,0.84,-37106.82
3915.09,-5.01,0.90,-37106.07
3920.37,-5.01,0.67,-37091.79
3925.65,-5.00,0.63,-37111.75
3930.93,-5.00,0.80,-37101.32
3936.21,-5.00,0.59,-37086.12
3941.49,-4.99,0.94,-37100.61
3946.77,-4.99,0.73,-37106.89
3952.05,-4.99,0.37,-37103.09
3957.33,-4.99,0.26,-37088.18
3962.62,-4.98,0.38,-37093.71
3967.90,-4.98,0.12,-37111.75
3973.18,-4.98,0.37,-37102.45
3978.42,-4.98,0.41,-37096.43
3983.70,-4.98,0.58,-37095.07
3988.98,-4.97,0.70,-37107.71
3994.26,-4.97,0.83,-37105.40
3999.54,-4.97,0.89,-37089.55
4004.82,-4.96,0.98,-37096.21
4010.10,-4.96,0.53,-37100.35
4015.39,-4.96,0.19,-37094.44
4020.67,-4.96,-0.16,-37098.00
4025.95,-4.96,-0.17,-37104.62
4031.23,-4.96,-0.34,-37102.38
4036.51,-4.96,-0.33,-37086.82
4041.75,-4.96,-0.37,-37098.48
4047.03,-4.96,-0.11,-37112.22
4052.31,-4.97,-0.21,-37098.92
4057.59,-4.97,-0.20,-37087.12
4062.88,-4.97,-0.19,-37094.57
4068.16,-4.97,0.14,-37108.49
4073.44,-4.97,0.24,-37099.57
4078.72,-4.96,0.26,-37087.75
4084.00,-4.96,0.38,-37097.15
4089.28,-4.96,0.47,-37103.09
4094.56,-4.96,0.55,-37100.21
4099.84,-4.95,0.64,-37096.36
4105.08,-4.95,0.64,-37095.60
4110.36,-4.95,0.85,-37105.71
4115.65,-4.94,0.78,-37087.19
4120.93,-4.93,1.04,-37100.49
4126.21,-4.93,1.17,-37115.73
4131.49,-4.92,1.27,-37100.80
4136.77,-4.91,1.34,-37086.73
4142.05,-4.91,1.14,-37097.61
4147.33,-4.90,1.13,-37112.34
4152.61,-4.90,0.96,-37103.52
4157.90,-4.89,0.78,-37086.78
4163.18,-4.89,0.49,-37095.72
4168.42,-4.89,0.54,-37112.06
4173.70,-4.89,0.14,-37100.64
4178.98,-4.89,-0.30,-37091.96
4184.26,-4.89,-0.29,-37096.00
4189.54,-4.89,-0.38,-37107.88
4194.83,-4.90,-0.41,-37100.31
4200.11,-4.90,-0.56,-37100.44
4205.39,-4.90,-0.40,-37108.44
4210.67,-4.90,-0.40,-37098.17
4215.95,-4.91,-0.25,-37095.39
4221.23,-4.91,-0.48,-37094.88
4226.51,-4.91,-0.32,-37113.71
4231.75,-4.91,-0.51,-37104.08
4237.03,-4.92,-0.69,-37086.45
4242.31,-4.92,-0.62,-37098.02
4247.60,-4.92,-0.62,-37114.12
4252.88,-4.93,-0.71,-37107.52
4258.16,-4.93,-0.66,-37090.51
4263.44,-4.93,-0.63,-37095.19
4268.72,-4.94,-0.51,-37112.57
4274.00,-4.94,-0.50,-37098.97
4279.28,-4.94,-0.50,-37097.30
4284.56,-4.94,-0.59,-37095.18
4289.85,-4.95,-0.58,-37103.56
4295.08,-4.95,-0.74,-37104.62
4300.36,-4.95,-0.59,-37098.80
4305.65,-4.96,-0.93,-37113.21
4310.93,-4.96,-0.72,-37100.41
4316.21,-4.97,-0.84,-37090.64
4321.49,-4.97,-1.11,-37101.01
4326.77,-4.98,-0.98,-37113.11
4332.05,-4.99,-1.38,-37103.79
4337.33,-4.99,-1.26,-37086.25
4342.61,-5.00,-1.26,-37099.53
4347.90,-5.00,-1.38,-37113.02
4353.18,-5.01,-1.28,-37102.50
4358.42,-5.02,-1.44,-37095.83
4363.70,-5.02,-1.12,-37095.72
4368.98,-5.03,-1.27,-37106.81
4374.26,-5.04,-0.97,-37101.45
4379.54,-5.04,-1.07,-37296.42
4384.83,-5.04,-0.75,-37262.97
4390.11,-5.05,-0.73,-37188.13
4395.39,-5.05,-0.53,-37136.47
4400.67,-5.05,-0.38,-37094.43
4405.96,-5.06,-0.29,-37081.68
4411.24,-5.06,-0.31,-37056.94
4416.52,-5.06,-0.68,-37033.91
4421.81,-5.06,-0.38,-37040.53
4427.09,-5.06,-0.59,-37049.11
4432.37,-5.07,-0.77,-37038.00
4437.65,-5.07,-1.05,-37019.92
4442.93,-5.08,-0.95,-37028.52
4448.22,-5.08,-1.21,-37039.18
4453.50,-5.09,-1.20,-37034.95
4458.78,-5.10,-1.32,-37025.14
4464.03,-5.10,-1.27,-37021.45
4469.31,-5.11,-1.76,-37033.70
4474.59,-5.12,-1.26,-37036.32
4479.88,-5.13,-1.40,-37027.46
4485.16,-5.13,-1.19,-37040.40
4490.44,-5.14,-1.36,-37028.92
4495.72,-5.14,-1.04,-37022.09
4501.01,-5.16,-1.32,-37027.51
4506.29,-5.16,-1.33,-37042.13
4511.57,-5.17,-1.46,-37032.58
4516.85,-5.18,-1.52,-37018.21
4522.14,-5.19,-1.54,-37026.48
4527.42,-5.19,-1.34,-37039.76
4532.70,-5.20,-1.43,-37031.51
4537.98,-5.20,-1.08,-37019.75
4543.27,-5.21,-1.28,-37025.02
4548.55,-5.22,-0.85,-37039.86
4553.83,-5.22,-0.92,-37030.15
4559.11,-5.22,-0.57,-37025.12
4564.40,-5.23,-0.70,-37027.57
4569.64,-5.23,-0.14,-37031.47
4574.92,-5.23,-0.07,-37033.52
4580.21,-5.23,-0.00,-37023.46
4585.49,-5.23,0.24,-37040.66
4590.77,-5.22,0.32,-37029.48
4596.05,-5.22,0.17,-37014.11
4601.34,-5.22,0.12,-37024.00
4606.62,-5.22,-0.03,-37036.92
4611.90,-5.22,0.21,-37031.95
4617.18,-5.22,0.30,-37014.57
4622.47,-5.22,0.30,-37029.36
4627.75,-5.22,0.38,-37039.25
4633.03,-5.22,0.33,-37032.52
4638.31,-5.21,0.34,-37021.33
4643.60,-5.21,0.21,-37020.80
4648.88,-5.21,-0.06,-37036.02
4654.16,-5.21,-0.21,-37031.06
4659.44,-5.22,-0.47,-37019.34
4664.73,-5.22,-0.71,-37036.32
4670.01,-5.22,-0.70,-37029.77
4675.25,-5.23,-0.83,-37023.68
4680.53,-5.23,-0.90,-37025.91
4685.82,-5.24,-0.80,-37022.98
4691.10,-5.24,-0.63,-37030.45
4696.38,-5.24,-0.21,-37009.35
4701.67,-5.24,-0.28,-37021.83
4706.95,-5.25,-0.40,-37039.16
4712.23,-5.25,-0.50,-37029.77
4717.51,-5.25,-0.79,-37013.62
4722.80,-5.26,-0.71,-37022.15
4728.08,-5.26,-0.84,-37038.46
4733.36,-5.26,-0.63,-37030.18
4738.65,-5.27,-0.66,-37025.96
4743.93,-5.27,-0.73,-37020.62
4749.21,-5.27,-0.68,-37034.55
4754.49,-5.28,-0.72,-37033.87
4759.78,-5.28,-0.47,-37023.98
4765.06,-5.28,-0.36,-37041.32
4770.34,-5.28,-0.22,-37027.72
4775.62,-5.28,-0.11,-37018.54
4780.86,-5.28,0.05,-37027.97
4786.15,-5.28,0.31,-37033.31
4791.43,-5.28,0.59,-37031.07
4796.71,-5.28,0.49,-37015.20
4801.99,-5.27,0.42,-37024.38
4807.28,-5.27,0.25,-37041.56
4812.56,-5.27,0.40,-37026.61
4817.84,-5.27,0.25,-37022.84
4823.12,-5.27,0.28,-37021.44
4828.41,-5.27,0.18,-37033.27
4833.69,-5.27,0.23,-37030.52
4838.97,-5.27,0.13,-37018.44
4844.25,-5.27,0.01,-37023.20
4849.54,-5.27,0.02,-37028.22
4854.82,-5.27,-0.04,-37020.56
4860.10,-5.27,0.02,-37023.73
4865.38,-5.26,0.16,-37028.91
4870.67,-5.26,0.10,-37030.85
4875.95,-5.26,0.27,-37014.50
4881.23,-5.26,0.37,-37026.24
4886.52,-5.26,0.49,-37042.98
4891.75,-5.26,0.49,-37027.82
4897.03,-5.25,0.93,-37014.71
4902.32,-5.24,0.82,-37027.29
4907.60,-5.24,0.85,-37039.16
4912.88,-5.24,0.68,-37031.92
4918.17,-5.23,0.98,-37016.03
4923.45,-5.23,1.04,-37026.53
4928.73,-5.22,1.30,-37032.00
4934.01,-5.21,1.35,-37031.95
4939.30,-5.21,1.27,-37020.76
4944.58,-5.20,1.08,-37025.46
4949.86,-5.20,0.65,-37033.72
4955.14,-5.20,0.20,-37012.21
4960.43,-5.20,0.10,-37026.32
4965.71,-5.20,0.11,-37039.73
4970.99,-5.20,0.04,-37030.49
4976.27,-5.20,0.01,-37021.65
4981.56,-5.19,0.29,-37022.40
4986.84,-5.19,0.41,-37040.96
4992.12,-5.19,0.57,-37031.05
4997.36,-5.18,0.67,-37014.62
5002.64,-5.18,0.64,-37026.21
5007.93,-5.18,0.53,-37035.23
5013.21,-5.18,0.40,-37033.22
5018.49,-5.18,0.27,-37018.49
5023.77,-5.17,0.31,-37027.18
5029.06,-5.17,0.26,-37037.09
5034.34,-5.17,0.37,-37022.95
5039.62,-5.17,0.59,-37023.79
5044.90,-5.16,0.68,-37032.78
5050.19,-5.16,0.78,-37031.36
5055.47,-5.15,1.12,-37032.45
5060.75,-5.15,1.18,-37027.13
5066.04,-5.14,1.43,-37045.13
5071.32,-5.13,1.51,-37027.95
5076.60,-5.12,1.83,-37016.07
5081.88,-5.10,2.18,-37026.53
5087.16,-5.09,1.87,-37037.57
5092.45,-5.09,1.67,-37030.19
5097.73,-5.08,1.83,-37015.92
5102.97,-5.07,1.92,-37025.29
5108.26,-5.06,1.31,-37043.04
5113.54,-5.06,1.19,-37028.78
5118.82,-5.05,0.89,-37025.75
5124.10,-5.05,0.74,-37022.96
5129.39,-5.04,0.43,-37032.44
5134.67,-5.04,0.39,-37033.25
5139.95,-5.04,0.53,-37026.84
5145.24,-5.04,0.63,-37039.66
5150.52,-5.03,0.61,-37032.60
5155.81,-5.03,0.48,-37020.31
5161.09,-5.03,0.48,-37025.96
5166.37,-5.03,0.61,-37038.25
5171.65,-5.02,0.49,-37032.84
5176.94,-5.02,0.72,-37013.07
5182.22,-5.01,0.64,-37025.47
5187.50,-5.01,0.34,-37040.94
5192.79,-5.01,0.23,-37035.81
5198.08,-5.01,0.02,-37019.90
5203.37,-5.01,-0.19,-37023.82
5208.66,-5.01,-0.12,-37037.32
5213.94,-5.01,0.02,-37030.85
5219.23,-5.01,-0.02,-37027.57
5224.52,-5.01,0.16,-37030.41
5229.81,-5.01,0.27,-37029.40
5235.09,-5.01,0.12,-37025.66
5240.38,-5.01,0.16,-37024.53
5245.67,-5.01,0.36,-37042.66
5250.95,-5.01,0.08,-37029.19
5256.24,-5.01,0.25,-37013.38
5261.53,-5.01,0.14,-37025.77
5266.82,-5.01,-0.00,-37041.55
5272.11,-5.01,-0.09,-37032.56
5277.37,-5.01,-0.36,-37015.94
5282.66,-5.01,-0.28,-37027.10
5287.94,-5.01,-0.36,-37037.99
5293.23,-5.01,-0.71,-37031.64
5298.52,-5.02,-0.84,-37025.15
5303.81,-5.02,-1.04,-37022.10
5309.09,-5.03,-1.06,-37031.88
5314.38,-5.03,-0.91,-37032.75
5319.64,-5.04,-0.99,-37027.43
5324.93,-5.04,-0.72,-37042.06
5330.22,-5.05,-0.86,-37030.35
5335.51,-5.05,-0.60,-37015.54
5340.79,-5.05,-0.38,-37028.04
5346.08,-5.05,-0.53,-37033.39
5351.37,-5.05,-0.16,-37030.29
5356.66,-5.06,-0.55,-37013.03
5361.92,-5.06,-0.50,-37029.71
5367.21,-5.06,-0.72,-37042.54
5372.50,-5.07,-0.57,-37031.72
5377.79,-5.07,-0.56,-37019.84
5383.07,-5.07,-0.59,-37025.02
5388.36,-5.08,-0.66,-37036.76
5393.65,-5.08,-0.72,-37032.81
5398.94,-5.08,-0.10,-37027.66
5404.20,-5.09,-1.07,-37037.34
5409.49,-5.11,-4.07,-37029.39
5414.78,-5.09,2.94,-37027.16
5420.06,-5.10,-1.74,-37025.21
5425.35,-5.12,-3.06,-37040.68
5430.64,-5.12,-0.41,-37029.42
5435.93,-5.13,-1.04,-37013.25
5441.21,-5.15,-5.05,-37027.75
5446.50,-5.18,-5.16,-37045.34
5451.76,-5.20,-4.79,-37026.42
5457.04,-5.23,-6.94,-37020.17
5462.33,-5.32,-9.89,-37025.02
5467.62,-5.37,-9.76,-37040.27
5472.91,-5.43,-12.42,-37031.27
5478.20,-5.50,-13.22,-37025.51
5483.49,-5.58,-17.11,-37023.39
5488.78,-5.67,-17.12,-37030.39
5494.03,-5.77,-21.11,-37034.37
5499.32,-5.89,-21.12,-37022.82
5504.61,-6.01,-26.23,-37039.41
5509.90,-6.14,-25.08,-37031.99
5515.19,-6.28,-29.84,-37016.08
5520.47,-6.44,-28.81,-37027.24
5525.76,-6.60,-35.02,-37035.00
5531.05,-6.77,-32.83,-37029.18
5536.31,-6.96,-39.18,-37017.09
5541.60,-7.15,-36.59,-37027.34
5546.89,-7.35,-43.06,-37042.78
5552.17,-7.57,-39.78,-37028.31
5557.46,-7.78,-46.01,-37020.10
5562.75,-8.24,-49.28,-37025.02
5568.04,-8.48,-44.62,-37033.31
5573.33,-8.72,-50.45,-37027.76
5578.59,-8.97,-46.87,-37026.62
5583.88,-9.22,-54.30,-37029.66
5589.17,-9.48,-49.16,-37030.88
5594.45,-9.75,-56.51,-37034.38
5599.74,-10.02,-51.22,-37023.83
5605.03,-10.30,-58.89,-37043.85
5610.32,-10.58,-53.17,-37029.82
5615.61,-10.87,-61.22,-37019.95
5620.87,-11.16,-55.17,-37023.73
5626.16,-11.46,-63.18,-37038.75
5631.44,-11.76,-57.07,-37029.49
5636.73,-12.06,-64.89,-37014.20
5642.02,-12.37,-58.30,-37024.73
5647.31,-12.69,-65.49,-37039.42
5652.60,-13.00,-59.62,-37030.52
5657.89,-13.33,-68.42,-37019.51
5663.18,-13.99,-70.82,-37024.85
5668.42,-14.32,-62.95,-37036.75
5673.71,-14.67,-72.75,-37029.50
5679.00,-15.01,-65.07,-37027.36
5684.29,-15.37,-72.16,-37030.18
5689.58,-15.72,-75.44,-37030.93
5694.87,-16.08,-68.35,-37030.05
5700.15,-16.45,-77.82,-37022.04
5705.44,-16.82,-69.93,-37041.12
5710.70,-17.19,-79.23,-37023.61
5715.99,-17.57,-70.06,-37009.66
5721.28,-17.94,-80.09,-37021.85
5726.56,-18.32,-71.48,-37037.44
5731.85,-18.70,-80.39,-37031.91
5737.14,-19.08,-72.00,-37016.19
5742.43,-19.46,-81.33,-37028.11
5747.72,-19.84,-71.68,-37040.71
5752.98,-20.23,-81.01,-37033.50
5758.27,-20.98,-80.42,-37021.05
5763.55,-21.36,-71.45,-37023.55
5768.84,-21.74,-79.74,-37037.14
5774.13,-22.11,-69.31,-37032.59
5779.42,-22.48,-78.21,-37026.83
5784.71,-22.84,-69.28,-37034.22
5790.00,-23.21,-76.68,-37027.08
5795.26,-23.57,-68.24,-37023.08
5800.54,-23.92,-74.83,-37023.66
5805.83,-24.27,-66.10,-37041.98
5811.12,-24.61,-72.54,-37031.87
5816.41,-24.96,-64.26,-37014.01
5821.70,-25.29,-71.82,-37027.97
5826.98,-25.62,-63.02,-37037.43
5832.27,-25.96,-70.46,-37031.89
5837.54,-26.28,-61.89,-37020.72
5842.82,-26.60,-68.33,-37023.93
5848.11,-27.24,-66.47,-37039.97
5853.40,-27.55,-59.06,-37025.30
5858.69,-27.86,-65.06,-37024.81
5863.98,-28.16,-57.66,-37027.59
5869.26,-28.46,-56.79,-37032.41
5874.55,-28.76,-63.23,-37031.14
5879.84,-29.05,-55.94,-37024.74
5885.09,-29.34,-61.99,-37040.53
5890.38,-29.63,-54.04,-37027.50
5895.67,-29.91,-59.59,-37015.12
5900.96,-30.18,-52.01,-37025.66
5906.24,-30.45,-56.85,-37037.41
5911.53,-30.72,-50.18,-37032.64
5916.82,-30.98,-55.47,-37014.09
5922.11,-31.23,-48.38,-37024.88
5927.37,-31.49,-53.74,-37040.15
5932.65,-31.73,-46.69,-37030.31
5937.94,-31.97,-51.12,-37022.32
5943.23,-32.44,-49.06,-37022.40
5948.52,-32.66,-42.02,-37033.92
5953.81,-32.88,-47.02,-37029.74
5959.10,-33.10,-40.89,-37019.84
5964.38,-33.31,-45.37,-37040.88
5969.64,-33.52,-39.42,-37026.91
5974.93,-33.73,-43.61,-37021.96
5980.22,-33.93,-38.45,-37028.35
5985.51,-34.13,-42.00,-37030.34
5990.80,-34.32,-36.87,-37029.79
5996.09,-34.51,-40.56,-37016.23
6001.38,-34.70,-35.16,-37025.40
6006.66,-34.88,-34.60,-37041.22
6011.92,-35.06,-38.57,-37027.08
6017.21,-35.24,-33.43,-37017.54
6022.50,-35.41,-36.89,-37023.37
6027.79,-35.58,-32.04,-37035.77
6033.08,-35.75,-34.48,-37032.23
6038.36,-35.90,-29.74,-37013.07
6043.65,-36.05,-32.36,-37033.12
6048.94,-36.34,-29.79,-37031.82
6054.20,-36.48,-25.76,-37029.95
6059.49,-36.61,-28.16,-37026.68
6064.78,-36.74,-23.99,-37023.61
6070.06,-36.86,-25.60,-37029.94
6075.35,-36.97,-21.92,-37011.86
6080.64,-37.08,-23.17,-37025.07
6085.93,-37.18,-19.35,-37041.85
6091.22,-37.28,-20.41,-37029.45
6096.51,-37.37,-17.26,-37017.73
6101.76,-37.46,-18.34,-37025.42
6107.04,-37.54,-15.67,-37041.29
6112.33,-37.62,-16.13,-37027.70
6117.62,-37.69,-13.32,-37013.64
6122.91,-37.75,-14.17,-37023.91
6128.20,-37.82,-11.85,-37031.38
6133.48,-37.88,-12.56,-37030.61
6138.77,-37.99,-11.32,-37019.08
6144.03,-38.04,-9.61,-37021.96
6149.32,-38.08,-9.79,-37029.05
6154.61,-38.13,-8.22,-37017.67
6159.90,-38.17,-8.55,-37023.86
6165.19,-38.20,-7.04,-37035.34
6170.47,-38.24,-7.28,-37027.86
6175.76,-38.27,-6.17,-37016.09
6181.05,-38.30,-5.77,-37023.48
6186.31,-38.33,-5.92,-37040.82
6191.60,-38.35,-4.90,-37029.98
6196.89,-38.38,-5.47,-37014.44
6202.17,-38.40,-4.06,-37019.64
6207.47,-38.42,-4.67,-37033.76
6212.76,-38.45,-4.14,-37028.56
6218.04,-38.47,-4.41,-37014.75
6223.33,-38.49,-3.70,-37033.89
6228.59,-38.51,-4.17,-37028.10
6233.88,-38.55,-4.22,-37025.93
6239.17,-38.57,-3.64,-37023.86
6244.45,-38.58,-4.02,-37019.38
6249.74,-38.60,-3.58,-37029.24
6255.03,-38.62,-4.26,-37013.34
6260.32,-38.64,-3.38,-37024.59
6265.60,-38.66,-4.59,-37042.52
6270.87,-38.69,-4.50,-37030.06
6276.16,-38.71,-5.35,-37015.68
6281.44,-38.74,-4.90,-37024.64
6286.73,-38.77,-5.82,-37038.08
6292.02,-38.79,-5.43,-37027.91
6297.31,-38.82,-6.24,-37015.95
6302.60,-38.85,-5.64,-37025.37
6307.88,-38.88,-6.51,-37033.09
6313.17,-38.92,-6.01,-37035.61
6318.42,-38.95,-6.52,-37022.03
6323.71,-39.02,-7.67,-37023.52
6329.00,-39.06,-7.02,-37037.11
6334.29,-39.10,-8.17,-37011.71
6339.58,-39.14,-7.64,-37029.42
6344.86,-39.18,-9.00,-37038.21
6350.15,-39.22,-8.05,-37029.58
6355.44,-39.27,-9.68,-37024.64
6360.70,-39.31,-8.78,-37026.80
6365.99,-39.36,-9.00,-37038.56
6371.28,-39.41,-10.26,-37029.59
6376.56,-39.46,-9.33,-37010.85
6381.85,-39.51,-10.26,-37024.49
6387.14,-39.56,-10.52,-37033.16
6392.43,-39.61,-9.32,-37030.95
6397.72,-39.66,-9.64,-37019.54
6402.98,-39.71,-11.00,-37024.88
6408.27,-39.76,-10.01,-37036.77
6413.56,-39.82,-11.23,-37025.02
6418.84,-39.87,-10.02,-37029.62
6424.13,-39.92,-11.10,-37029.45
6429.42,-40.03,-11.61,-37029.23
6434.71,-40.08,-10.37,-37031.87
6439.99,-40.14,-11.89,-37379.72
6445.26,-40.20,-10.43,-37659.92
6450.54,-40.25,-11.32,-37820.12
6455.83,-40.30,-9.90,-37929.73
6461.12,-40.35,-11.11,-38028.50
6466.40,-40.41,-9.99,-38117.50
6471.69,-40.46,-10.96,-38145.81
6476.98,-40.51,-9.69,-38152.65
6482.26,-40.56,-10.82,-38181.38
6487.53,-40.61,-9.29,-38205.47
6492.82,-40.66,-10.06,-38209.29
6498.11,-40.70,-8.86,-38204.62
6503.40,-40.75,-9.60,-38209.38
6508.68,-40.79,-8.42,-38226.55
6513.97,-40.84,-9.14,-38222.79
6519.25,-40.92,-8.67,-38221.28
6524.54,-40.96,-7.47,-38233.98
6529.83,-40.99,-7.08,-38223.29
6535.09,-41.03,-7.75,-38218.50
6540.38,-41.07,-6.41,-38223.83
6545.66,-41.10,-6.65,-38236.52
6550.95,-41.12,-5.39,-38226.61
6556.23,-41.15,-5.92,-38209.77
6561.52,-41.18,-4.56,-38223.86
6566.81,-41.20,-4.95,-38235.29
6572.10,-41.22,-4.07,-38229.10
6577.37,-41.24,-4.22,-38219.37
6582.65,-41.26,-3.57,-38220.81
6587.94,-41.28,-3.83,-38238.27
6593.23,-41.30,-3.15,-38223.50
6598.52,-41.31,-3.51,-38223.02
6603.80,-41.33,-2.70,-38224.36
6609.09,-41.34,-2.56,-38229.95
6614.37,-41.36,-2.10,-38231.09
6619.64,-41.37,-1.86,-38225.92
6624.93,-41.38,-1.88,-38243.11
6630.22,-41.39,-1.28,-38226.12
6635.50,-41.39,-0.82,-38212.84
6640.79,-41.39,-0.74,-38225.55
6646.08,-41.40,-0.58,-38237.83
6651.36,-41.40,-0.20,-38229.66
6656.65,-41.40,-0.15,-38214.77
6661.92,-41.40,-0.25,-38227.04
6667.21,-41.40,-0.78,-38240.80
6672.50,-41.41,-0.63,-38228.41
6677.78,-41.41,-0.64,-38220.48
6683.07,-41.41,-1.06,-38222.50
6688.35,-41.42,-1.31,-38234.56
6693.64,-41.43,-1.86,-38231.68
6698.93,-41.44,-1.87,-38227.34
6704.20,-41.45,-2.72,-38239.86
6709.49,-41.48,-3.05,-38230.85
6714.77,-41.50,-2.90,-38221.27
6720.06,-41.51,-3.33,-38225.31
6725.35,-41.53,-2.88,-38237.17
6730.63,-41.54,-3.26,-38227.69
6735.92,-41.56,-3.08,-38210.36
6741.21,-41.57,-3.36,-38223.43
6746.50,-41.59,-3.02,-38242.17
6751.75,-41.61,-3.19,-38232.75
6757.04,-41.62,-2.70,-38220.35
6762.33,-41.63,-2.47,-38227.57
6767.61,-41.64,-2.11,-38236.51
6772.90,-41.65,-1.97,-38231.46
6778.19,-41.66,-1.28,-38226.33
6783.47,-41.66,-0.96,-38227.85
6788.76,-41.67,-0.85,-38230.86
6794.04,-41.67,-0.63,-38230.12
6799.33,-41.67,-0.20,-38222.52
6804.61,-41.67,0.19,-38239.29
6809.90,-41.66,1.46,-38227.60
6815.18,-41.65,1.67,-38214.76
6820.47,-41.64,2.57,-38227.07
6825.76,-41.62,2.84,-38240.25
6831.04,-41.61,3.70,-38230.27
6836.31,-41.59,3.61,-38212.91
6841.60,-41.56,5.31,-38228.51
6846.88,-41.53,5.60,-38238.09
6852.17,-41.50,7.38,-38229.36
6857.45,-41.46,7.71,-38222.88
6862.74,-41.41,10.53,-38223.22
6868.03,-41.35,11.64,-38235.05
6873.31,-41.27,16.97,-38230.84
6878.59,-41.17,18.29,-38217.97
6883.87,-41.06,20.59,-38237.42
6889.16,-40.93,27.26,-38226.52
6894.45,-40.80,25.80,-38221.18
6899.73,-40.65,31.14,-38224.75
6905.02,-40.29,41.86,-38229.26
6910.31,-40.06,42.45,-38232.03
6915.60,-39.84,46.87,-38211.93
6920.87,-39.61,44.88,-38226.91
6926.16,-39.34,56.04,-37983.07
6931.44,-39.07,51.94,-37669.91
6936.73,-38.78,61.24,-37385.75
6942.02,-38.47,57.92,-37278.19
6947.31,-38.16,67.52,-37212.83
6952.60,-37.82,62.86,-37154.67
6957.88,-37.47,74.47,-37103.05
6963.17,-37.10,69.60,-37083.16
6968.43,-36.73,79.82,-37067.32
6973.72,-36.34,73.72,-37053.91
6979.00,-35.94,85.95,-37045.12
6984.29,-35.52,78.43,-37036.58
6989.58,-35.10,90.45,-37037.71
6994.87,-34.21,96.07,-37021.58
7000.16,-33.74,87.12,-37032.93
7005.44,-33.27,98.83,-37049.77
7010.70,-32.79,91.41,-37035.05
7015.99,-32.29,104.74,-37020.70
7021.28,-31.79,95.34,-37027.85
7026.56,-31.28,108.75,-37043.29
7031.85,-30.76,98.50,-37032.33
7037.14,-30.23,113.27,-37015.20
7042.43,-29.68,102.40,-37026.45
7047.72,-29.13,104.07,-37036.43
7052.98,-28.57,119.32,-37033.34
7058.27,-28.00,107.35,-37022.45
7063.55,-27.42,123.64,-37023.80
7068.84,-26.84,110.51,-37034.16
7074.13,-26.25,126.31,-37018.79
7079.42,-25.64,114.63,-37028.59
7084.71,-25.02,130.92,-37038.09
7089.99,-24.40,117.97,-37029.74
7095.26,-23.13,125.26,-37007.33
7100.55,-22.49,119.33,-37025.66
