time,theta_b,dtheta_b,dtheta_w
3938.10,0.00,nan,8280.66,0.00
3948.51,0.00,0.00,8620.85,0.00
3958.92,0.00,nan,8968.16,0.00
3969.32,0.00,nan,9285.59,0.00
3979.73,0.00,nan,9638.95,0.00
3990.13,0.00,nan,10006.87,0.00
4000.54,0.00,nan,10340.03,0.00
4010.95,0.00,nan,10668.31,0.00
4021.36,0.00,nan,10985.99,0.00
4031.76,0.00,nan,11291.85,0.00
4042.17,0.00,0.00,11612.70,0.00
4052.57,0.00,nan,11917.70,0.00
4062.98,0.00,nan,12264.44,0.00
4073.39,0.00,nan,12567.93,0.00
4083.79,0.00,nan,12888.51,0.00
4094.20,0.00,nan,13189.43,0.00
4104.60,0.00,nan,13527.33,0.00
4115.01,0.00,nan,13796.74,0.00
4125.41,0.00,nan,14084.57,0.00
4135.82,0.00,nan,14419.50,0.00
4146.22,0.00,nan,14643.51,0.00
4156.63,0.00,nan,14988.07,0.00
4167.03,0.00,nan,15246.39,0.00
4177.44,0.00,nan,15529.27,0.00
4187.85,0.00,nan,15807.83,0.00
4198.26,0.00,nan,16102.21,0.00
4208.67,0.00,nan,16334.89,0.00
4219.08,0.00,nan,16676.83,0.00
4229.48,0.00,nan,16871.37,0.00
4239.89,0.00,nan,17128.55,0.00
4250.29,0.00,nan,17388.09,0.00
4260.70,0.00,nan,17667.97,0.00
4271.11,0.00,nan,17897.09,0.00
4281.52,0.00,nan,18171.82,0.00
4291.95,0.00,nan,18375.32,0.00
4302.36,0.00,nan,18634.68,0.00
4312.76,0.00,nan,18846.80,0.00
4323.16,0.00,nan,19108.36,0.00
4333.57,0.00,nan,19263.23,0.00
4344.02,0.00,nan,19467.46,0.00
4354.43,0.00,nan,19690.04,0.00
4364.84,0.00,nan,19889.71,0.00
4375.25,0.00,nan,20118.42,0.00
4385.65,0.00,nan,20350.58,0.00
4396.00,0.00,nan,20488.54,0.00
4406.40,0.00,nan,20718.00,0.00
4416.81,0.00,nan,20895.48,0.00
4427.21,0.00,nan,21151.77,0.00
4437.62,0.00,nan,21258.58,0.00
4448.03,0.00,nan,21411.69,0.00
4458.43,0.00,nan,21601.46,0.00
4468.84,0.00,nan,21878.30,0.00
4479.22,0.00,nan,21932.59,0.00
4489.63,0.00,0.00,22073.07,0.00
4500.04,0.00,nan,22184.27,0.00
4510.44,0.00,nan,22389.22,0.00
4520.85,0.00,nan,22527.78,0.00
4531.26,0.00,nan,22648.95,0.00
4541.62,0.00,nan,22796.40,0.00
4552.03,0.00,nan,22902.44,0.00
4562.43,0.00,nan,23026.95,0.00
4572.84,0.00,0.00,23115.06,0.00
4583.25,0.00,nan,23248.37,0.00
4593.65,0.00,nan,23351.27,0.00
4604.06,0.00,nan,23457.34,0.00
4614.46,0.00,nan,23569.49,0.00
4624.89,0.00,nan,23641.57,0.00
4635.29,0.00,nan,23729.14,0.00
4645.70,0.00,0.00,23823.26,0.00
4656.09,0.00,nan,23934.88,0.00
4666.50,0.00,nan,23958.49,0.00
4676.90,0.00,nan,24037.96,0.00
4687.29,0.00,0.00,24079.67,0.00
4697.70,0.00,nan,24124.33,0.00
4708.11,0.00,nan,24166.08,0.00
4718.52,0.00,nan,24263.41,0.00
4728.92,0.00,nan,24279.33,0.00
4739.33,0.00,nan,24315.63,0.00
4749.74,0.00,nan,24374.41,0.00
4760.14,0.00,nan,24363.64,0.00
4770.55,0.00,nan,24380.55,0.00
4780.96,0.00,nan,24412.88,0.00
4791.37,0.00,nan,24399.30,0.00
4801.77,0.00,nan,24407.05,0.00
4812.12,0.00,nan,24419.77,0.00
4822.53,0.00,nan,24418.35,0.00
4832.94,0.00,nan,24430.13,0.00
4843.35,0.00,nan,24419.29,0.00
4853.75,0.00,nan,24389.63,0.00
4864.16,0.00,nan,24357.00,0.00
4874.57,0.00,0.00,24339.13,0.00
4884.98,0.00,nan,24269.08,0.00
4895.38,0.00,nan,24259.86,0.00
4905.79,0.00,nan,24185.96,0.00
4916.14,0.00,nan,24139.87,0.00
4926.54,0.00,0.00,24113.07,0.00
4936.95,0.00,nan,24005.89,0.00
4947.36,0.00,nan,23925.97,0.00
4957.77,0.00,nan,23915.19,0.00
4968.17,0.00,nan,23819.12,0.00
4978.58,0.00,nan,23746.45,0.00
4988.99,0.00,nan,23636.66,0.00
4999.39,0.00,nan,23529.15,0.00
5009.79,0.00,nan,23470.80,0.00
5020.20,0.00,nan,23351.69,0.00
5030.62,0.00,nan,23239.27,0.00
5041.02,0.00,nan,23132.37,0.00
5051.43,0.00,nan,23005.40,0.00
5061.84,0.00,nan,22859.82,0.00
5072.24,0.00,nan,22774.37,0.00
5082.65,0.00,nan,22612.55,0.00
5093.06,0.00,nan,22464.59,0.00
5103.46,0.00,nan,22370.34,0.00
5113.87,0.00,nan,22184.54,0.00
5124.28,0.00,nan,22038.60,0.00
5134.68,0.00,nan,21925.28,0.00
5145.09,0.00,nan,21711.58,0.00
5155.50,0.00,nan,21562.90,0.00
5165.90,0.00,nan,21428.06,0.00
5176.32,0.00,nan,21229.32,0.00
5186.72,0.00,nan,21044.09,0.00
5197.13,0.00,nan,20852.64,0.00
5207.53,0.00,nan,20684.19,0.00
5217.94,0.00,nan,20472.89,0.00
5228.34,0.00,nan,20246.74,0.00
5238.75,0.00,0.00,20076.09,0.00
5249.15,0.00,nan,19852.09,0.00
5259.56,0.00,0.00,19638.51,0.00
5269.96,0.00,nan,19396.02,0.00
5280.37,0.00,nan,19204.03,0.00
5290.78,0.00,nan,18982.38,0.00
5301.19,0.00,nan,18791.83,0.00
5311.60,0.00,nan,18594.68,0.00
5322.00,0.00,nan,18309.71,0.00
5332.41,0.00,nan,18029.36,0.00
5342.82,0.00,0.00,17792.73,0.00
5353.23,0.00,nan,17535.21,0.00
5363.63,0.00,nan,17301.20,0.00
5374.04,0.00,nan,17052.19,0.00
5384.45,0.00,0.00,16780.26,0.00
5394.86,0.00,nan,16483.97,0.00
5405.27,0.00,nan,16222.14,0.00
5415.67,0.00,nan,15926.50,0.00
5426.10,0.00,nan,15667.43,0.00
5436.50,0.00,nan,15368.38,0.00
5446.91,0.00,nan,15079.34,0.00
5457.29,0.00,nan,14764.88,0.00
5467.70,0.00,nan,14454.66,0.00
5478.11,0.00,nan,14222.83,0.00
5488.48,0.00,0.00,13880.21,0.00
5498.89,0.00,nan,13562.80,0.00
5509.30,0.00,nan,13223.59,0.00
5519.71,0.00,nan,12870.94,0.00
5530.12,0.00,nan,12554.03,0.00
5540.49,0.00,nan,12255.51,0.00
5550.90,0.00,nan,11933.49,0.00
5561.31,0.00,nan,11565.06,0.00
5571.69,0.00,nan,11243.09,0.00
5582.10,0.00,nan,10909.25,0.00
5592.50,0.00,nan,10535.44,0.00
5602.91,0.00,nan,10178.94,0.00
5613.32,0.00,nan,9795.27,0.00
5623.73,0.00,nan,9494.35,0.00
5634.14,0.00,nan,9081.64,0.00
5644.54,0.00,nan,8767.43,0.00
5654.95,0.00,nan,8393.92,0.00
5665.35,0.00,nan,8003.38,0.00
5675.76,0.00,nan,7674.43,0.00
5686.17,0.00,nan,7317.36,0.00
5696.57,0.00,nan,6912.71,0.00
5706.98,0.00,nan,6534.91,0.00
5717.38,0.00,nan,6222.78,0.00
5727.79,0.00,0.00,5813.62,0.00
5738.22,0.00,nan,5417.96,0.00
5748.57,0.00,nan,5032.92,0.00
5758.98,0.00,nan,4625.96,0.00
5769.38,0.00,nan,4268.30,0.00
5779.79,0.00,nan,3911.59,0.00
5790.19,0.00,nan,3517.39,0.00
5800.61,0.00,nan,3119.72,0.00
5811.01,0.00,nan,2774.09,0.00
5821.42,0.00,nan,2452.51,0.00
5831.83,0.00,nan,2095.13,0.00
5842.18,0.00,nan,1770.82,0.00
5852.58,0.00,nan,1456.30,0.00
5862.99,0.00,nan,1100.45,0.00
